Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	UseSkillPoint	UseCoin
2653	104318	5	60505			2	6000
2654	104318	6	60506			2	7000
2655	104318	7	60507			2	8000
2656	104318	8	60508			2	9000
2657	104318	9	60509			2	10000
2658	104318	10	60510			3	12000
2659	104318	11	60511			3	14000
2660	104318	12	60512			3	16000
2661	104318	13	60513			3	18000
2662	104318	14	60514			3	20000
2663	104318	15	60515			5	22000
2664	104318	16	60516			5	24000
2665	104318	17	60517			5	26000
2666	104318	18					
2667	104321	1	60201			1	2000
2668	104321	2	60202			1	3000
2669	104321	3	60203			1	4000
2670	104321	4	60204			1	5000
2671	104321	5	60205			2	6000
2672	104321	6	60206			2	7000
2673	104321	7	60207			2	8000
2674	104321	8	60208			2	9000
2675	104321	9	60209			2	10000
2676	104321	10	60210			3	12000
2677	104321	11	60211			3	14000
2678	104321	12	60212			3	16000
2679	104321	13	60213			3	18000
2680	104321	14	60214			3	20000
2681	104321	15	60215			5	22000
2682	104321	16	60216			5	24000
2683	104321	17	60217			5	26000
2684	104321	18					
2685	104322	0	61002			3	25000
2686	104322	1	61002			3	25000
2687	104323	1	60301	61301		1	2000
2688	104323	2	60302	61302		1	3000
2689	104323	3	60303	61303		1	4000
2690	104323	4	60304	61304		1	5000
2691	104323	5	60305	61305		2	6000
2692	104323	6	60306	61306		2	7000
2693	104323	7	60307	61307		2	8000
2694	104323	8	60308	61308		2	9000
2695	104323	9	60309	61309		2	10000
2696	104323	10	60310	61310		3	12000
2697	104323	11	60311	61311		3	14000
2698	104323	12	60312	61312		3	16000
2699	104323	13	60313	61313		3	18000
2700	104323	14	60314	61314		3	20000
2701	104323	15	60315	61315		5	22000
2702	104323	16	60316	61316		5	24000
2703	104323	17	60317	61317		5	26000
2704	104323	18					
2705	104324	0	61004			5	50000
2706	104324	1	61004			5	50000
2707	104325	0	61005			7	75000
2708	104325	1	61005			7	75000
2709	104326	0	61006			10	100000
2710	104326	1	61006			10	100000
2711	104327	0	60419				
2712	104327	1	60419				
2713	104401	1	60001			1	2000
2714	104401	2	60002			1	3000
2715	104401	3	60003			1	4000
2716	104401	4	60004			1	5000
2717	104401	5	60005			2	6000
2718	104401	6	60006			2	7000
2719	104401	7	60007			2	8000
2720	104401	8	60008			2	9000
2721	104401	9	60009			2	10000
2722	104401	10	60010			3	12000
2723	104401	11	60011			3	14000
2724	104401	12	60012			3	16000
2725	104401	13	60013			3	18000
2726	104401	14	60014			3	20000
2727	104401	15	60015			5	22000
2728	104401	16	60016			5	24000
2729	104401	17	60017			5	26000
2730	104401	18					
2731	104406	1	60101			1	2000
2732	104406	2	60102			1	3000
2733	104406	3	60103			1	4000
2734	104406	4	60104			1	5000
2735	104406	5	60105			2	6000
2736	104406	6	60106			2	7000
2737	104406	7	60107			2	8000
2738	104406	8	60108			2	9000
2739	104406	9	60109			2	10000
2740	104406	10	60110			3	12000
2741	104406	11	60111			3	14000
2742	104406	12	60112			3	16000
2743	104406	13	60113			3	18000
2744	104406	14	60114			3	20000
2745	104406	15	60115			5	22000
2746	104406	16	60116			5	24000
2747	104406	17	60117			5	26000
2748	104406	18					
2749	104411	1	60201			1	2000
2750	104411	2	60202			1	3000
2751	104411	3	60203			1	4000
2752	104411	4	60204			1	5000
2753	104411	5	60205			2	6000
2754	104411	6	60206			2	7000
2755	104411	7	60207			2	8000
2756	104411	8	60208			2	9000
2757	104411	9	60209			2	10000
2758	104411	10	60210			3	12000
2759	104411	11	60211			3	14000
2760	104411	12	60212			3	16000
2761	104411	13	60213			3	18000
2762	104411	14	60214			3	20000
2763	104411	15	60215			5	22000
2764	104411	16	60216			5	24000
2765	104411	17	60217			5	26000
2766	104411	18					
2767	104416	1	60001			1	2000
2768	104416	2	60002			1	3000
2769	104416	3	60003			1	4000
2770	104416	4	60004			1	5000
2771	104416	5	60005			2	6000
2772	104416	6	60006			2	7000
2773	104416	7	60007			2	8000
2774	104416	8	60008			2	9000
2775	104416	9	60009			2	10000
2776	104416	10	60010			3	12000
2777	104416	11	60011			3	14000
2778	104416	12	60012			3	16000
2779	104416	13	60013			3	18000
2780	104416	14	60014			3	20000
2781	104416	15	60015			5	22000
2782	104416	16	60016			5	24000
2783	104416	17	60017			5	26000
2784	104416	18					
2785	104417	1	60101			1	2000
2786	104417	2	60102			1	3000
2787	104417	3	60103			1	4000
2788	104417	4	60104			1	5000
2789	104417	5	60105			2	6000
2790	104417	6	60106			2	7000
2791	104417	7	60107			2	8000
2792	104417	8	60108			2	9000
2793	104417	9	60109			2	10000
2794	104417	10	60110			3	12000
2795	104417	11	60111			3	14000
2796	104417	12	60112			3	16000
2797	104417	13	60113			3	18000
2798	104417	14	60114			3	20000
2799	104417	15	60115			5	22000
2800	104417	16	60116			5	24000
2801	104417	17	60117			5	26000
2802	104417	18					
2803	104418	1	60501			1	2000
2804	104418	2	60502			1	3000
2805	104418	3	60503			1	4000
2806	104418	4	60504			1	5000
2807	104418	5	60505			2	6000
2808	104418	6	60506			2	7000
2809	104418	7	60507			2	8000
2810	104418	8	60508			2	9000
2811	104418	9	60509			2	10000
2812	104418	10	60510			3	12000
2813	104418	11	60511			3	14000
2814	104418	12	60512			3	16000
2815	104418	13	60513			3	18000
2816	104418	14	60514			3	20000
2817	104418	15	60515			5	22000
2818	104418	16	60516			5	24000
2819	104418	17	60517			5	26000
2820	104418	18					
2821	104421	1	60201			1	2000
2822	104421	2	60202			1	3000
2823	104421	3	60203			1	4000
2824	104421	4	60204			1	5000
2825	104421	5	60205			2	6000
2826	104421	6	60206			2	7000
2827	104421	7	60207			2	8000
2828	104421	8	60208			2	9000
2829	104421	9	60209			2	10000
2830	104421	10	60210			3	12000
2831	104421	11	60211			3	14000
2832	104421	12	60212			3	16000
2833	104421	13	60213			3	18000
2834	104421	14	60214			3	20000
2835	104421	15	60215			5	22000
2836	104421	16	60216			5	24000
2837	104421	17	60217			5	26000
2838	104421	18					
2839	104422	0	61002			3	25000
2840	104422	1	61002			3	25000
2841	104423	1	60301	61301		1	2000
2842	104423	2	60302	61302		1	3000
2843	104423	3	60303	61303		1	4000
2844	104423	4	60304	61304		1	5000
2845	104423	5	60305	61305		2	6000
2846	104423	6	60306	61306		2	7000
2847	104423	7	60307	61307		2	8000
2848	104423	8	60308	61308		2	9000
2849	104423	9	60309	61309		2	10000
2850	104423	10	60310	61310		3	12000
2851	104423	11	60311	61311		3	14000
2852	104423	12	60312	61312		3	16000
2853	104423	13	60313	61313		3	18000
2854	104423	14	60314	61314		3	20000
2855	104423	15	60315	61315		5	22000
2856	104423	16	60316	61316		5	24000
2857	104423	17	60317	61317		5	26000
2858	104423	18					
2859	104424	0	62004			2	20000
2860	104424	1	62005			3	30000
2861	104424	2	62005			5	50000
2862	104425	0	62006			3	35000
2863	104425	1	62007			4	40000
2864	104425	2	62007			7	75000
2865	104426	0	62008			3	30000
2866	104426	1	62009			3	30000
2867	104426	2	62010			4	40000
2868	104426	3	62010			10	100000
2869	104427	0	60444				
2870	104427	1	60444				
2871	104501	1	60001			1	2000
2872	104501	2	60002			1	3000
2873	104501	3	60003			1	4000
2874	104501	4	60004			1	5000
2875	104501	5	60005			2	6000
2876	104501	6	60006			2	7000
2877	104501	7	60007			2	8000
2878	104501	8	60008			2	9000
2879	104501	9	60009			2	10000
2880	104501	10	60010			3	12000
2881	104501	11	60011			3	14000
2882	104501	12	60012			3	16000
2883	104501	13	60013			3	18000
2884	104501	14	60014			3	20000
2885	104501	15	60015			5	22000
2886	104501	16	60016			5	24000
2887	104501	17	60017			5	26000
2888	104501	18					
2889	104506	1	60101			1	2000
2890	104506	2	60102			1	3000
2891	104506	3	60103			1	4000
2892	104506	4	60104			1	5000
2893	104506	5	60105			2	6000
2894	104506	6	60106			2	7000
2895	104506	7	60107			2	8000
2896	104506	8	60108			2	9000
2897	104506	9	60109			2	10000
2898	104506	10	60110			3	12000
2899	104506	11	60111			3	14000
2900	104506	12	60112			3	16000
2901	104506	13	60113			3	18000
2902	104506	14	60114			3	20000
2903	104506	15	60115			5	22000
2904	104506	16	60116			5	24000
2905	104506	17	60117			5	26000
2906	104506	18					
2907	104511	1	60201			1	2000
2908	104511	2	60202			1	3000
2909	104511	3	60203			1	4000
2910	104511	4	60204			1	5000
2911	104511	5	60205			2	6000
2912	104511	6	60206			2	7000
2913	104511	7	60207			2	8000
2914	104511	8	60208			2	9000
2915	104511	9	60209			2	10000
2916	104511	10	60210			3	12000
2917	104511	11	60211			3	14000
2918	104511	12	60212			3	16000
2919	104511	13	60213			3	18000
2920	104511	14	60214			3	20000
2921	104511	15	60215			5	22000
2922	104511	16	60216			5	24000
2923	104511	17	60217			5	26000
2924	104511	18					
2925	104516	1	60001			1	2000
2926	104516	2	60002			1	3000
2927	104516	3	60003			1	4000
2928	104516	4	60004			1	5000
2929	104516	5	60005			2	6000
2930	104516	6	60006			2	7000
2931	104516	7	60007			2	8000
2932	104516	8	60008			2	9000
2933	104516	9	60009			2	10000
2934	104516	10	60010			3	12000
2935	104516	11	60011			3	14000
2936	104516	12	60012			3	16000
2937	104516	13	60013			3	18000
2938	104516	14	60014			3	20000
2939	104516	15	60015			5	22000
2940	104516	16	60016			5	24000
2941	104516	17	60017			5	26000
2942	104516	18					
2943	104517	1	60101			1	2000
2944	104517	2	60102			1	3000
2945	104517	3	60103			1	4000
2946	104517	4	60104			1	5000
2947	104517	5	60105			2	6000
2948	104517	6	60106			2	7000
2949	104517	7	60107			2	8000
2950	104517	8	60108			2	9000
2951	104517	9	60109			2	10000
2952	104517	10	60110			3	12000
2953	104517	11	60111			3	14000
2954	104517	12	60112			3	16000
2955	104517	13	60113			3	18000
2956	104517	14	60114			3	20000
2957	104517	15	60115			5	22000
2958	104517	16	60116			5	24000
2959	104517	17	60117			5	26000
2960	104517	18					
2961	104518	1	60501			1	2000
2962	104518	2	60502			1	3000
2963	104518	3	60503			1	4000
2964	104518	4	60504			1	5000
2965	104518	5	60505			2	6000
2966	104518	6	60506			2	7000
2967	104518	7	60507			2	8000
2968	104518	8	60508			2	9000
2969	104518	9	60509			2	10000
2970	104518	10	60510			3	12000
2971	104518	11	60511			3	14000
2972	104518	12	60512			3	16000
2973	104518	13	60513			3	18000
2974	104518	14	60514			3	20000
2975	104518	15	60515			5	22000
2976	104518	16	60516			5	24000
2977	104518	17	60517			5	26000
2978	104518	18					
2979	104521	1	60201			1	2000
2980	104521	2	60202			1	3000
2981	104521	3	60203			1	4000
2982	104521	4	60204			1	5000
2983	104521	5	60205			2	6000
2984	104521	6	60206			2	7000
2985	104521	7	60207			2	8000
2986	104521	8	60208			2	9000
2987	104521	9	60209			2	10000
2988	104521	10	60210			3	12000
2989	104521	11	60211			3	14000
2990	104521	12	60212			3	16000
2991	104521	13	60213			3	18000
2992	104521	14	60214			3	20000
2993	104521	15	60215			5	22000
2994	104521	16	60216			5	24000
2995	104521	17	60217			5	26000
2996	104521	18					
2997	104522	0	61002			3	25000
2998	104522	1	61002			3	25000
2999	104523	1	60301	61301		1	2000
3000	104523	2	60302	61302		1	3000
3001	104523	3	60303	61303		1	4000
3002	104523	4	60304	61304		1	5000
3003	104523	5	60305	61305		2	6000
3004	104523	6	60306	61306		2	7000
3005	104523	7	60307	61307		2	8000
3006	104523	8	60308	61308		2	9000
3007	104523	9	60309	61309		2	10000
3008	104523	10	60310	61310		3	12000
3009	104523	11	60311	61311		3	14000
3010	104523	12	60312	61312		3	16000
3011	104523	13	60313	61313		3	18000
3012	104523	14	60314	61314		3	20000
3013	104523	15	60315	61315		5	22000
3014	104523	16	60316	61316		5	24000
3015	104523	17	60317	61317		5	26000
3016	104523	18					
3017	104524	0	62004			2	20000
3018	104524	1	62005			3	30000
3019	104524	2	62005			5	50000
3020	104525	0	62006			3	35000
3021	104525	1	62007			4	40000
3022	104525	2	62007			7	75000
3023	104526	0	62008			3	30000
3024	104526	1	62009			3	30000
3025	104526	2	62010			4	40000
3026	104526	3	62010			10	100000
3027	104527	0	60472				
3028	104527	1	60472				
3029	104528	1	60201			1	2000
3030	104528	2	60202			1	3000
3031	104528	3	60203			1	4000
3032	104528	4	60204			1	5000
3033	104528	5	60205			2	6000
3034	104528	6	60206			2	7000
3035	104528	7	60207			2	8000
3036	104528	8	60208			2	9000
3037	104528	9	60209			2	10000
3038	104528	10	60210			3	12000
3039	104528	11	60211			3	14000
3040	104528	12	60212			3	16000
3041	104528	13	60213			3	18000
3042	104528	14	60214			3	20000
3043	104528	15	60215			5	22000
3044	104528	16	60216			5	24000
3045	104528	17	60217			5	26000
3046	104528	18					
3047	105101	1	60001			1	2000
3048	105101	2	60002			1	3000
3049	105101	3	60003			1	4000
3050	105101	4	60004			1	5000
3051	105101	5	60005			2	6000
3052	105101	6	60006			2	7000
3053	105101	7	60007			2	8000
3054	105101	8	60008			2	9000
3055	105101	9	60009			2	10000
3056	105101	10	60010			3	12000
3057	105101	11	60011			3	14000
3058	105101	12	60012			3	16000
3059	105101	13	60013			3	18000
3060	105101	14	60014			3	20000
3061	105101	15	60015			5	22000
3062	105101	16	60016			5	24000
3063	105101	17	60017			5	26000
3064	105101	18					
3065	105106	1	60101			1	2000
3066	105106	2	60102			1	3000
3067	105106	3	60103			1	4000
3068	105106	4	60104			1	5000
3069	105106	5	60105			2	6000
3070	105106	6	60106			2	7000
3071	105106	7	60107			2	8000
3072	105106	8	60108			2	9000
3073	105106	9	60109			2	10000
3074	105106	10	60110			3	12000
3075	105106	11	60111			3	14000
3076	105106	12	60112			3	16000
3077	105106	13	60113			3	18000
3078	105106	14	60114			3	20000
3079	105106	15	60115			5	22000
3080	105106	16	60116			5	24000
3081	105106	17	60117			5	26000
3082	105106	18					
3083	105111	1	60201			1	2000
3084	105111	2	60202			1	3000
3085	105111	3	60203			1	4000
3086	105111	4	60204			1	5000
3087	105111	5	60205			2	6000
3088	105111	6	60206			2	7000
3089	105111	7	60207			2	8000
3090	105111	8	60208			2	9000
3091	105111	9	60209			2	10000
3092	105111	10	60210			3	12000
3093	105111	11	60211			3	14000
3094	105111	12	60212			3	16000
3095	105111	13	60213			3	18000
3096	105111	14	60214			3	20000
3097	105111	15	60215			5	22000
3098	105111	16	60216			5	24000
3099	105111	17	60217			5	26000
3100	105111	18					
3101	105116	1	60001			1	2000
3102	105116	2	60002			1	3000
3103	105116	3	60003			1	4000
3104	105116	4	60004			1	5000
3105	105116	5	60005			2	6000
3106	105116	6	60006			2	7000
3107	105116	7	60007			2	8000
3108	105116	8	60008			2	9000
3109	105116	9	60009			2	10000
3110	105116	10	60010			3	12000
3111	105116	11	60011			3	14000
3112	105116	12	60012			3	16000
3113	105116	13	60013			3	18000
3114	105116	14	60014			3	20000
3115	105116	15	60015			5	22000
3116	105116	16	60016			5	24000
3117	105116	17	60017			5	26000
3118	105116	18					
3119	105117	1	60101			1	2000
3120	105117	2	60102			1	3000
3121	105117	3	60103			1	4000
3122	105117	4	60104			1	5000
3123	105117	5	60105			2	6000
3124	105117	6	60106			2	7000
3125	105117	7	60107			2	8000
3126	105117	8	60108			2	9000
3127	105117	9	60109			2	10000
3128	105117	10	60110			3	12000
3129	105117	11	60111			3	14000
3130	105117	12	60112			3	16000
3131	105117	13	60113			3	18000
3132	105117	14	60114			3	20000
3133	105117	15	60115			5	22000
3134	105117	16	60116			5	24000
3135	105117	17	60117			5	26000
3136	105117	18					
3137	105118	1	60501			1	2000
3138	105118	2	60502			1	3000
3139	105118	3	60503			1	4000
3140	105118	4	60504			1	5000
3141	105118	5	60505			2	6000
3142	105118	6	60506			2	7000
3143	105118	7	60507			2	8000
3144	105118	8	60508			2	9000
3145	105118	9	60509			2	10000
3146	105118	10	60510			3	12000
3147	105118	11	60511			3	14000
3148	105118	12	60512			3	16000
3149	105118	13	60513			3	18000
3150	105118	14	60514			3	20000
3151	105118	15	60515			5	22000
3152	105118	16	60516			5	24000
3153	105118	17	60517			5	26000
3154	105118	18					
3155	105121	1	60201			1	2000
3156	105121	2	60202			1	3000
3157	105121	3	60203			1	4000
3158	105121	4	60204			1	5000
3159	105121	5	60205			2	6000
3160	105121	6	60206			2	7000
3161	105121	7	60207			2	8000
3162	105121	8	60208			2	9000
3163	105121	9	60209			2	10000
3164	105121	10	60210			3	12000
3165	105121	11	60211			3	14000
3166	105121	12	60212			3	16000
3167	105121	13	60213			3	18000
3168	105121	14	60214			3	20000
3169	105121	15	60215			5	22000
3170	105121	16	60216			5	24000
3171	105121	17	60217			5	26000
3172	105121	18					
3173	105122	0	61002			3	25000
3174	105122	1	61002			3	25000
3175	105123	1	60301	61301		1	2000
3176	105123	2	60302	61302		1	3000
3177	105123	3	60303	61303		1	4000
3178	105123	4	60304	61304		1	5000
3179	105123	5	60305	61305		2	6000
3180	105123	6	60306	61306		2	7000
3181	105123	7	60307	61307		2	8000
3182	105123	8	60308	61308		2	9000
3183	105123	9	60309	61309		2	10000
3184	105123	10	60310	61310		3	12000
3185	105123	11	60311	61311		3	14000
3186	105123	12	60312	61312		3	16000
3187	105123	13	60313	61313		3	18000
3188	105123	14	60314	61314		3	20000
3189	105123	15	60315	61315		5	22000
3190	105123	16	60316	61316		5	24000
3191	105123	17	60317	61317		5	26000
3192	105123	18					
3193	105124	0	61004			5	50000
3194	105124	1	61004			5	50000
3195	105125	0	61005			7	75000
3196	105125	1	61005			7	75000
3197	105126	0	61006			10	100000
3198	105126	1	61006			10	100000
3199	105127	0	60404				
3200	105127	1	60404				
3201	105301	1	60001			1	2000
3202	105301	2	60002			1	3000
3203	105301	3	60003			1	4000
3204	105301	4	60004			1	5000
3205	105301	5	60005			2	6000
3206	105301	6	60006			2	7000
3207	105301	7	60007			2	8000
3208	105301	8	60008			2	9000
3209	105301	9	60009			2	10000
3210	105301	10	60010			3	12000
3211	105301	11	60011			3	14000
3212	105301	12	60012			3	16000
3213	105301	13	60013			3	18000
3214	105301	14	60014			3	20000
3215	105301	15	60015			5	22000
3216	105301	16	60016			5	24000
3217	105301	17	60017			5	26000
3218	105301	18					
3219	105306	1	60101			1	2000
3220	105306	2	60102			1	3000
3221	105306	3	60103			1	4000
3222	105306	4	60104			1	5000
3223	105306	5	60105			2	6000
3224	105306	6	60106			2	7000
3225	105306	7	60107			2	8000
3226	105306	8	60108			2	9000
3227	105306	9	60109			2	10000
3228	105306	10	60110			3	12000
3229	105306	11	60111			3	14000
3230	105306	12	60112			3	16000
3231	105306	13	60113			3	18000
3232	105306	14	60114			3	20000
3233	105306	15	60115			5	22000
3234	105306	16	60116			5	24000
3235	105306	17	60117			5	26000
3236	105306	18					
3237	105311	1	60201			1	2000
3238	105311	2	60202			1	3000
3239	105311	3	60203			1	4000
3240	105311	4	60204			1	5000
3241	105311	5	60205			2	6000
3242	105311	6	60206			2	7000
3243	105311	7	60207			2	8000
3244	105311	8	60208			2	9000
3245	105311	9	60209			2	10000
3246	105311	10	60210			3	12000
3247	105311	11	60211			3	14000
3248	105311	12	60212			3	16000
3249	105311	13	60213			3	18000
3250	105311	14	60214			3	20000
3251	105311	15	60215			5	22000
3252	105311	16	60216			5	24000
3253	105311	17	60217			5	26000
3254	105311	18					
3255	105316	1	60001			1	2000
3256	105316	2	60002			1	3000
3257	105316	3	60003			1	4000
3258	105316	4	60004			1	5000
3259	105316	5	60005			2	6000
3260	105316	6	60006			2	7000
3261	105316	7	60007			2	8000
3262	105316	8	60008			2	9000
3263	105316	9	60009			2	10000
3264	105316	10	60010			3	12000
3265	105316	11	60011			3	14000
3266	105316	12	60012			3	16000
3267	105316	13	60013			3	18000
3268	105316	14	60014			3	20000
3269	105316	15	60015			5	22000
3270	105316	16	60016			5	24000
3271	105316	17	60017			5	26000
3272	105316	18					
3273	105317	1	60101			1	2000
3274	105317	2	60102			1	3000
3275	105317	3	60103			1	4000
3276	105317	4	60104			1	5000
3277	105317	5	60105			2	6000
3278	105317	6	60106			2	7000
3279	105317	7	60107			2	8000
3280	105317	8	60108			2	9000
3281	105317	9	60109			2	10000
3282	105317	10	60110			3	12000
3283	105317	11	60111			3	14000
3284	105317	12	60112			3	16000
3285	105317	13	60113			3	18000
3286	105317	14	60114			3	20000
3287	105317	15	60115			5	22000
3288	105317	16	60116			5	24000
3289	105317	17	60117			5	26000
3290	105317	18					
3291	105318	1	60501			1	2000
3292	105318	2	60502			1	3000
3293	105318	3	60503			1	4000
3294	105318	4	60504			1	5000
3295	105318	5	60505			2	6000
3296	105318	6	60506			2	7000
3297	105318	7	60507			2	8000
3298	105318	8	60508			2	9000
3299	105318	9	60509			2	10000
3300	105318	10	60510			3	12000
3301	105318	11	60511			3	14000
3302	105318	12	60512			3	16000
3303	105318	13	60513			3	18000
3304	105318	14	60514			3	20000
3305	105318	15	60515			5	22000
3306	105318	16	60516			5	24000
3307	105318	17	60517			5	26000
3308	105318	18					
3309	105321	1	60201			1	2000
3310	105321	2	60202			1	3000
3311	105321	3	60203			1	4000
3312	105321	4	60204			1	5000
3313	105321	5	60205			2	6000
3314	105321	6	60206			2	7000
3315	105321	7	60207			2	8000
3316	105321	8	60208			2	9000
3317	105321	9	60209			2	10000
3318	105321	10	60210			3	12000
3319	105321	11	60211			3	14000
3320	105321	12	60212			3	16000
3321	105321	13	60213			3	18000
3322	105321	14	60214			3	20000
3323	105321	15	60215			5	22000
3324	105321	16	60216			5	24000
3325	105321	17	60217			5	26000
3326	105321	18					
3327	105322	0	61002			3	25000
3328	105322	1	61002			3	25000
3329	105323	1	60301	61301		1	2000
3330	105323	2	60302	61302		1	3000
3331	105323	3	60303	61303		1	4000
3332	105323	4	60304	61304		1	5000
3333	105323	5	60305	61305		2	6000
3334	105323	6	60306	61306		2	7000
3335	105323	7	60307	61307		2	8000
3336	105323	8	60308	61308		2	9000
3337	105323	9	60309	61309		2	10000
3338	105323	10	60310	61310		3	12000
3339	105323	11	60311	61311		3	14000
3340	105323	12	60312	61312		3	16000
3341	105323	13	60313	61313		3	18000
3342	105323	14	60314	61314		3	20000
3343	105323	15	60315	61315		5	22000
3344	105323	16	60316	61316		5	24000
3345	105323	17	60317	61317		5	26000
3346	105323	18					
3347	105324	0	61004			5	50000
3348	105324	1	61004			5	50000
3349	105325	0	61005			7	75000
3350	105325	1	61005			7	75000
3351	105326	0	61006			10	100000
3352	105326	1	61006			10	100000
3353	105327	0	60414				
3354	105327	1	60414				
3355	105401	1	60001			1	2000
3356	105401	2	60002			1	3000
3357	105401	3	60003			1	4000
3358	105401	4	60004			1	5000
3359	105401	5	60005			2	6000
3360	105401	6	60006			2	7000
3361	105401	7	60007			2	8000
3362	105401	8	60008			2	9000
3363	105401	9	60009			2	10000
3364	105401	10	60010			3	12000
3365	105401	11	60011			3	14000
3366	105401	12	60012			3	16000
3367	105401	13	60013			3	18000
3368	105401	14	60014			3	20000
3369	105401	15	60015			5	22000
3370	105401	16	60016			5	24000
3371	105401	17	60017			5	26000
3372	105401	18					
3373	105406	1	60101			1	2000
3374	105406	2	60102			1	3000
3375	105406	3	60103			1	4000
3376	105406	4	60104			1	5000
3377	105406	5	60105			2	6000
3378	105406	6	60106			2	7000
3379	105406	7	60107			2	8000
3380	105406	8	60108			2	9000
3381	105406	9	60109			2	10000
3382	105406	10	60110			3	12000
3383	105406	11	60111			3	14000
3384	105406	12	60112			3	16000
3385	105406	13	60113			3	18000
3386	105406	14	60114			3	20000
3387	105406	15	60115			5	22000
3388	105406	16	60116			5	24000
3389	105406	17	60117			5	26000
3390	105406	18					
3391	105411	1	60201			1	2000
3392	105411	2	60202			1	3000
3393	105411	3	60203			1	4000
3394	105411	4	60204			1	5000
3395	105411	5	60205			2	6000
3396	105411	6	60206			2	7000
3397	105411	7	60207			2	8000
3398	105411	8	60208			2	9000
3399	105411	9	60209			2	10000
3400	105411	10	60210			3	12000
3401	105411	11	60211			3	14000
3402	105411	12	60212			3	16000
3403	105411	13	60213			3	18000
3404	105411	14	60214			3	20000
3405	105411	15	60215			5	22000
3406	105411	16	60216			5	24000
3407	105411	17	60217			5	26000
3408	105411	18					
3409	105416	1	60001			1	2000
3410	105416	2	60002			1	3000
3411	105416	3	60003			1	4000
3412	105416	4	60004			1	5000
3413	105416	5	60005			2	6000
3414	105416	6	60006			2	7000
3415	105416	7	60007			2	8000
3416	105416	8	60008			2	9000
3417	105416	9	60009			2	10000
3418	105416	10	60010			3	12000
3419	105416	11	60011			3	14000
3420	105416	12	60012			3	16000
3421	105416	13	60013			3	18000
3422	105416	14	60014			3	20000
3423	105416	15	60015			5	22000
3424	105416	16	60016			5	24000
3425	105416	17	60017			5	26000
3426	105416	18					
3427	105417	1	60101			1	2000
3428	105417	2	60102			1	3000
3429	105417	3	60103			1	4000
3430	105417	4	60104			1	5000
3431	105417	5	60105			2	6000
3432	105417	6	60106			2	7000
3433	105417	7	60107			2	8000
3434	105417	8	60108			2	9000
3435	105417	9	60109			2	10000
3436	105417	10	60110			3	12000
3437	105417	11	60111			3	14000
3438	105417	12	60112			3	16000
3439	105417	13	60113			3	18000
3440	105417	14	60114			3	20000
3441	105417	15	60115			5	22000
3442	105417	16	60116			5	24000
3443	105417	17	60117			5	26000
3444	105417	18					
3445	105418	1	60501			1	2000
3446	105418	2	60502			1	3000
3447	105418	3	60503			1	4000
3448	105418	4	60504			1	5000
3449	105418	5	60505			2	6000
3450	105418	6	60506			2	7000
3451	105418	7	60507			2	8000
3452	105418	8	60508			2	9000
3453	105418	9	60509			2	10000
3454	105418	10	60510			3	12000
3455	105418	11	60511			3	14000
3456	105418	12	60512			3	16000
3457	105418	13	60513			3	18000
3458	105418	14	60514			3	20000
3459	105418	15	60515			5	22000
3460	105418	16	60516			5	24000
3461	105418	17	60517			5	26000
3462	105418	18					
3463	105421	1	60201			1	2000
3464	105421	2	60202			1	3000
3465	105421	3	60203			1	4000
3466	105421	4	60204			1	5000
3467	105421	5	60205			2	6000
3468	105421	6	60206			2	7000
3469	105421	7	60207			2	8000
3470	105421	8	60208			2	9000
3471	105421	9	60209			2	10000
3472	105421	10	60210			3	12000
3473	105421	11	60211			3	14000
3474	105421	12	60212			3	16000
3475	105421	13	60213			3	18000
3476	105421	14	60214			3	20000
3477	105421	15	60215			5	22000
3478	105421	16	60216			5	24000
3479	105421	17	60217			5	26000
3480	105421	18					
3481	105422	0	61002			3	25000
3482	105422	1	61002			3	25000
3483	105423	1	60301	61301		1	2000
3484	105423	2	60302	61302		1	3000
3485	105423	3	60303	61303		1	4000
3486	105423	4	60304	61304		1	5000
3487	105423	5	60305	61305		2	6000
3488	105423	6	60306	61306		2	7000
3489	105423	7	60307	61307		2	8000
3490	105423	8	60308	61308		2	9000
3491	105423	9	60309	61309		2	10000
3492	105423	10	60310	61310		3	12000
3493	105423	11	60311	61311		3	14000
3494	105423	12	60312	61312		3	16000
3495	105423	13	60313	61313		3	18000
3496	105423	14	60314	61314		3	20000
3497	105423	15	60315	61315		5	22000
3498	105423	16	60316	61316		5	24000
3499	105423	17	60317	61317		5	26000
3500	105423	18					
3501	105424	0	61004			5	50000
3502	105424	1	61004			5	50000
3503	105425	0	61005			7	75000
3504	105425	1	61005			7	75000
3505	105426	0	61006			10	100000
3506	105426	1	61006			10	100000
3507	105427	0	60440				
3508	105427	1	60440				
3509	105501	1	60001			1	2000
3510	105501	2	60002			1	3000
3511	105501	3	60003			1	4000
3512	105501	4	60004			1	5000
3513	105501	5	60005			2	6000
3514	105501	6	60006			2	7000
3515	105501	7	60007			2	8000
3516	105501	8	60008			2	9000
3517	105501	9	60009			2	10000
3518	105501	10	60010			3	12000
3519	105501	11	60011			3	14000
3520	105501	12	60012			3	16000
3521	105501	13	60013			3	18000
3522	105501	14	60014			3	20000
3523	105501	15	60015			5	22000
3524	105501	16	60016			5	24000
3525	105501	17	60017			5	26000
3526	105501	18					
3527	105506	1	60101			1	2000
