Id	Type	Price	DiscountPrice	SellPrice	Quality	BuffType	CharacterId[1]	CharacterId[2]	Name	IconRes	Info	Desc	DescDigit[1]	DescDigit[2]	DescDigit[3]	DescDigit[4]	EvolveDescDigit[1]	EvolveDescDigit[2]	EvolveDescDigit[3]	EvolveDescDigit[4]	AddDesc	AddDigit[1]	AddDigit[2]	AddDigit[3]	AddDigit[4]	Tags[1]	Tags[2]	Keywords[1]	Keywords[2]	IsShow	Order
20156	2	8	6	6	3	20128			Strike Practice [Spirit DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#77baf0>Spirit DMG</color> boost every time when hitting an enemy with Basic Attack. Max {1} boosts.	3.75	4												2				true	76
20158	2	16	12	12	4	20128			Strike Practice [Spirit DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#77baf0>Spirit DMG</color> boost every time when hitting an enemy with Basic Attack. Max {1} boosts.	5	4			10	4								2				true	77
20160	2	4	3	3	2	20106			Blade of Curse [Spirit DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#77baf0>Spirit DMG</color> boost every time when casting a skill. Max {1} boosts.	5	4												2				true	78
20162	2	8	6	6	3	20106			Blade of Curse [Spirit DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#77baf0>Spirit DMG</color> boost every time when casting a skill. Max {1} boosts.	7.5	4												2				true	79
20164	2	16	12	12	4	20106			Blade of Curse [Spirit DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#77baf0>Spirit DMG</color> boost every time when casting a skill. Max {1} boosts.	10	4			20	4								2				true	80
20200	2	2	1	1	1	20200			Thorn [Shield] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when attacked. Max {1} boosts. Trigger Interval: {2}s.	1.25	4	3											4		4		true	81
20214	2	2	1	1	1	20214			Fulfillment [Shield] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}-second {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG upon gaining a Shield.	5	8												4		4		true	82
20218	2	2	1	1	1	20218			Blade of Curse [Shield] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when casting a skill. Max {1} boosts.	5	2												4		4		true	83
20224	2	2	1	1	1	20224			Strike Practice [Shield] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when launching a Basic Attack. Max {1} boosts.	1.25	4												4		4		true	84
20226	2	16	12	12	4	20226			Elemental Conversion [Shield] - [Blood DMG]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f15265>Blood DMG</color> boost for every {0}% <color=#fe8f7fc>Shield Strength</color> obtained, up to {2}% more <color=#f15265>Blood DMG</color>.	2.5	1	160		1.25	1	320							4	1	4		true	504
20228	2	16	12	12	4	20228			Elemental Conversion [Shield] - [Spirit DMG]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#77baf0>Spirit DMG</color> boost for every {0}% <color=#fe8f7fc>Shield Strength</color> obtained, up to {2}% more <color=#77baf0>Spirit DMG</color>.	2.5	1	160		1.25	1	320							4	2	4		true	505
20230	2	16	12	12	4	20230			Elemental Conversion [Shield] - [Holy DMG]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f2c870>Holy DMG</color> boost for every {0}% <color=#fe8f7fc>Shield Strength</color> obtained, up to {2}% more <color=#f2c870>Holy DMG</color>.	2.5	1	160		1.25	1	320							4	3	4		true	506
20243	2	4	3	3	2	20224			Strike Practice [Shield] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when launching a Basic Attack. Max {1} boosts.	2.5	4												4		4		true	88
20245	2	8	6	6	3	20224			Strike Practice [Shield] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when launching a Basic Attack. Max {1} boosts.	3.75	4												4		4		true	89
20247	2	16	12	12	4	20224			Strike Practice [Shield] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when launching a Basic Attack. Max {1} boosts.	5	4			10	4								4		4		true	90
20249	2	4	3	3	2	20218			Blade of Curse [Shield] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when casting a skill. Max {1} boosts.	10	2												4		4		true	91
20251	2	8	6	6	3	20218			Blade of Curse [Shield] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when casting a skill. Max {1} boosts.	15	2												4		4		true	92
20253	2	16	12	12	4	20218			Blade of Curse [Shield] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when casting a skill. Max {1} boosts.	20	2			40	2								4		4		true	93
20255	2	4	3	3	2	20200			Thorn [Shield] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when attacked. Max {1} boosts. Trigger Interval: {2}s.	2.5	4	3											4		4		true	94
20257	2	8	6	6	3	20200			Thorn [Shield] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when attacked. Max {1} boosts. Trigger Interval: {2}s.	3.75	4	3											4		4		true	95
20259	2	16	12	12	4	20200			Thorn [Shield] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#fe8f7fc>Shield Strength</color> boost when attacked. Max {1} boosts. Trigger Interval: {2}s.	5	4	3		10	4	3							4		4		true	96
20261	2	4	3	3	2	20214			Fulfillment [Shield] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}-second {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG upon gaining a Shield.	10	8												4		4		true	97
20265	2	8	6	6	3	20214			Fulfillment [Shield] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}-second {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG upon gaining a Shield.	15	8												4		4		true	98
20269	2	16	12	12	4	20214			Fulfillment [Shield] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}-second {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG upon gaining a Shield.	20	8			40	8								4		4		true	99
20304	2	2	1	1	1	20304			Thorn [Recovery] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0} attacks received. Max {2} boosts.	5	5	2											5		5		true	100
20308	2	2	1	1	1	20308			Abundance [Recovery] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0}s of being alive. Max {2} boosts.	10	6	2											5		5		true	101
20316	2	16	12	12	4	20316			Immortal	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneSpecial.png	Duplicate effects do not stack. Only the highest rarity applies.	Becomes immune to all damage for {1}s after HP drops below {0}% for the first time. Only effective {2} time(s) per battle.	20	3	1		20	3	1		When a [Suicidal Maniac] Rune is triggered, increases ATK by {0}%; at the same time, burns enemies to deal {1}% <color=#ecd7bd>Physical</color> DMG. Damage increases by {2}% every second, up to {3}%. This is stackable.	30	40	10	80	6		5		true	102
20318	2	2	1	1	1	20318			Torment [Recovery] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is lower than the opponent's.	10													5		5		true	103
20326	2	2	1	1	1	20326			Fulfillment [Recovery] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG every time when restoring HP. Max {1} boosts.	5	2												5		5		true	104
20334	2	16	12	12	4	20334			Elemental Conversion [Recovery] - [Blood DMG]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f15265>Blood DMG</color> boost for every {0}% <color=#6ad29b>Recovery Efficiency</color> obtained, up to {2}% more <color=#f15265>Blood DMG</color>.	2.5	1	160		1.25	1	320							5	1	5		true	507
20336	2	16	12	12	4	20336			Elemental Conversion [Recovery] - [Spirit DMG]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#77baf0>Spirit DMG</color> boost for every {0}% <color=#6ad29b>Recovery Efficiency</color> obtained, up to {2}% more <color=#77baf0>Spirit DMG</color>.	2.5	1	160		1.25	1	320							5	2	5		true	508
20338	2	16	12	12	4	20338			Elemental Conversion [Recovery] - [Holy DMG]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f2c870>Holy DMG</color> boost for every {0}% <color=#6ad29b>Recovery Efficiency</color> obtained, up to {2}% more <color=#f2c870>Holy DMG</color>.	2.5	1	160		1.25	1	320							5	3	5		true	509
20347	2	4	3	3	2	20304			Thorn [Recovery] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0} attacks received. Max {2} boosts.	5	10	2											5		5		true	108
20349	2	8	6	6	3	20304			Thorn [Recovery] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0} attacks received. Max {2} boosts.	5	15	2											5		5		true	109
20351	2	16	12	12	4	20304			Thorn [Recovery] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0} attacks received. Max {2} boosts.	5	20	2		5	40	2							5		5		true	110
20353	2	4	3	3	2	20308			Abundance [Recovery] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0}s of being alive. Max {2} boosts.	10	12	2											5		5		true	111
20355	2	8	6	6	3	20308			Abundance [Recovery] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0}s of being alive. Max {2} boosts.	10	18	2											5		5		true	112
20357	2	16	12	12	4	20308			Abundance [Recovery] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost for every {0}s of being alive. Max {2} boosts.	10	24	2		10	48	2							5		5		true	113
20359	2	4	3	3	2	20318			Torment [Recovery] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is lower than the opponent's.	20													5		5		true	114
20361	2	8	6	6	3	20318			Torment [Recovery] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is lower than the opponent's.	30													5		5		true	115
20363	2	16	12	12	4	20318			Torment [Recovery] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is lower than the opponent's.	40				80									5		5		true	116
20365	2	4	3	3	2	20326			Fulfillment [Recovery] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG every time when restoring HP. Max {1} boosts.	10	2												5		5		true	117
20369	2	8	6	6	3	20326			Fulfillment [Recovery] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG every time when restoring HP. Max {1} boosts.	15	2												5		5		true	118
20373	2	16	12	12	4	20326			Fulfillment [Recovery] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {0}% boost in <color=#f15265>Blood</color> DMG, <color=#77baf0>Spirit</color> DMG, and <color=#f2c870>Holy</color> DMG every time when restoring HP. Max {1} boosts.	20	2			40	2								5		5		true	119
20400	2	2	1	1	1	20400			Elemental Convergence [Holy DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	After launching a <color=#f2c870>Holy</color> Attack, makes the next Holy DMG deal {0}% more damage. Effective Interval: {1}s.	5	1												3				true	120
20412	2	2	1	1	1	20412			Triphase Domain [Holy DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Generates a Sacred Path under the enemy hit by a <color=#f2c870>Holy</color> Attack. Gains a {0}% <color=#f2c870>Holy DMG</color> boost on the path. The Sacred Path lasts {1}s.	5	5												3					121
20416	2	2	1	1	1	20416			Torment [Holy DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a <color=#f2c870>Holy DMG</color> boost when dealing <color=#f2c870>Holy DMG</color> to a target with lower HP. Receives a {1}% boost for every {0}% HP the target has lost.	20	2												3				true	122
20422	2	2	1	1	1	20422			Gale Step [Holy DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	For every {0} meters moved, the next <color=#f2c870>Holy DMG</color> is boosted by {1}%	10	5												3				true	123
20432	2	16	12	12	4	20432			Elemental Conversion [Holy DMG] - [Shield]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains {1}% <color=#fe8f7fc>Shield Strength</color> for every {0}% <color=#f2c870>Holy DMG</color>. (Max Boost: {2}%)	2	1	120		1	1	240							3	4			true	510
20434	2	16	12	12	4	20434			Elemental Conversion [Holy DMG] - [Recovery]	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains {1}% <color=#6ad29b>Recovery Efficiency</color> for every {0}% <color=#f2c870>Holy DMG</color>. (Max Boost: {2}%)	2	1	120		1	1	240							3	5			true	511
20436	2	4	3	3	2	20412			Triphase Domain [Holy DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Generates a Sacred Path under the enemy hit by a <color=#f2c870>Holy DMG</color>. Gains a {0}% <color=#f2c870>Holy DMG</color> boost on the path. The Sacred Path lasts {1}s.	10	5												3					126
20438	2	8	6	6	3	20412			Triphase Domain [Holy DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Generates a Sacred Path under the enemy hit by a <color=#f2c870>Holy DMG</color>. Gains a {0}% <color=#f2c870>Holy DMG</color> boost on the path. The Sacred Path lasts {1}s.	15	5												3					127
20440	2	16	12	12	4	20412			Triphase Domain [Holy DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Generates a Sacred Path under the enemy hit by a <color=#f2c870>Holy DMG</color>. Gains a {0}% <color=#f2c870>Holy DMG</color> boost on the path. The Sacred Path lasts {1}s.	20	5			40	5								3					128
20442	2	4	3	3	2	20422			Gale Step [Holy DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	For every {0} meters moved, the next <color=#f2c870>Holy DMG</color> is boosted by {1}%	10	10												3				true	129
20444	2	8	6	6	3	20422			Gale Step [Holy DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	For every {0} meters moved, the next <color=#f2c870>Holy DMG</color> is boosted by {1}%	10	15												3				true	130
20446	2	16	12	12	4	20422			Gale Step [Holy DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	For every {0} meters moved, the next <color=#f2c870>Holy DMG</color> is boosted by {1}%	10	20			10	40								3				true	131
20448	2	4	3	3	2	20400			Elemental Convergence [Holy DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	After launching a <color=#f2c870>Holy</color> Attack, makes the next <color=#f2c870>Holy DMG</color> deal {0}% more damage. Effective Interval: {1}s.	10	1												3				true	132
20450	2	8	6	6	3	20400			Elemental Convergence [Holy DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	After launching a <color=#f2c870>Holy</color> Attack, makes the next <color=#f2c870>Holy DMG</color> deal {0}% more damage. Effective Interval: {1}s.	15	1												3				true	133
20452	2	16	12	12	4	20400			Elemental Convergence [Holy DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	After launching a <color=#f2c870>Holy</color> Attack, makes the next <color=#f2c870>Holy DMG</color> deal {0}% more damage. Effective Interval: {1}s.	20	1			40	1								3				true	134
20454	2	4	3	3	2	20416			Torment [Holy DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a <color=#f2c870>Holy DMG</color> boost when dealing <color=#f2c870>Holy DMG</color> to a target with lower HP. Receives a {1}% boost for every {0}% HP the target has lost.	20	4												3				true	135
20456	2	8	6	6	3	20416			Torment [Holy DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a <color=#f2c870>Holy DMG</color> boost when dealing <color=#f2c870>Holy DMG</color> to a target with lower HP. Receives a {1}% boost for every {0}% HP the target has lost.	20	6												3				true	136
20458	2	16	12	12	4	20416			Torment [Holy DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a <color=#f2c870>Holy DMG</color> boost when dealing <color=#f2c870>Holy DMG</color> to a target with lower HP. Receives a {1}% boost for every {0}% HP the target has lost.	20	8			20	16								3				true	137
20500	2	2	1	1	1	20500			Indomitable [Blood DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f15265>Blood DMG</color> boost when HP is below {0}%.	20	14.4												1	6			true	512
20502	2	4	3	3	2	20500			Indomitable [Blood DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f15265>Blood DMG</color> boost when HP is below {0}%.	20	28.8												1	6			true	513
20504	2	8	6	6	3	20500			Indomitable [Blood DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f15265>Blood DMG</color> boost when HP is below {0}%.	20	43.2												1	6			true	514
20506	2	16	12	12	4	20500			Indomitable [Blood DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackRed.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f15265>Blood DMG</color> boost when HP is below {0}%.	20	57.6			24	115.2								1	6			true	515
20508	2	2	1	1	1	20508			Indomitable [Spirit DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#77baf0>Spirit DMG</color> boost when HP is below {0}%.	20	14.4												2	6			true	516
20510	2	4	3	3	2	20508			Indomitable [Spirit DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#77baf0>Spirit DMG</color> boost when HP is below {0}%.	20	28.8												2	6			true	517
20512	2	8	6	6	3	20508			Indomitable [Spirit DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#77baf0>Spirit DMG</color> boost when HP is below {0}%.	20	43.2												2	6			true	518
20514	2	16	12	12	4	20508			Indomitable [Spirit DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackBlue.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#77baf0>Spirit DMG</color> boost when HP is below {0}%.	20	57.6			24	115.2								2	6			true	519
20516	2	2	1	1	1	20516			Indomitable [Holy DMG] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f2c870>Holy DMG</color> boost when HP is below {0}%.	20	14.4												3	6			true	520
20518	2	4	3	3	2	20516			Indomitable [Holy DMG] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f2c870>Holy DMG</color> boost when HP is below {0}%.	20	28.8												3	6			true	521
20520	2	8	6	6	3	20516			Indomitable [Holy DMG] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f2c870>Holy DMG</color> boost when HP is below {0}%.	20	43.2												3	6			true	522
20522	2	16	12	12	4	20516			Indomitable [Holy DMG] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneAttackYellow.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#f2c870>Holy DMG</color> boost when HP is below {0}%.	20	57.6			24	115.2								3	6			true	523
20524	2	2	1	1	1	20524			Indomitable [Shield] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#fe8f7fc>Shield Strength</color> boost when HP is below {0}%.	20	10.8												4	6	4		true	524
20526	2	4	3	3	2	20524			Indomitable [Shield] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#fe8f7fc>Shield Strength</color> boost when HP is below {0}%.	20	21.6												4	6	4		true	525
20528	2	8	6	6	3	20524			Indomitable [Shield] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#fe8f7fc>Shield Strength</color> boost when HP is below {0}%.	20	32.4												4	6	4		true	526
20530	2	16	12	12	4	20524			Indomitable [Shield] IV	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneWhite.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#fe8f7fc>Shield Strength</color> boost when HP is below {0}%.	20	43.2			24	86.4								4	6	4		true	527
20532	2	2	1	1	1	20532			Indomitable [Recovery] I	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is below {0}%.	20	10.8												5	6	5		true	528
20534	2	4	3	3	2	20532			Indomitable [Recovery] II	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is below {0}%.	20	21.6												5	6	5		true	529
20536	2	8	6	6	3	20532			Indomitable [Recovery] III	Assets/Product/Texture/Image/UiTheatre5/UiTheatre5RuneGreen.png	Duplicate effects do not stack. Only the highest rarity applies.	Gains a {1}% <color=#6ad29b>Recovery Efficiency</color> boost when HP is below {0}%.	20	32.4												5	6	5		true	530
