Id	GradeId	CupCount	DefeatCount	CharacterId	Score	SkillIds[1]	SkillIds[2]	SkillIds[3]	EquipIds[1]	EquipIds[2]	EquipIds[3]	EquipIds[4]	EquipIds[5]	EquipIds[6]	EquipIds[7]	EquipIds[8]	EquipIds[9]	EquipIds[10]	Level	RelicIds[1]	RelicIds[2]	RelicIds[3]	RuneEvolves[1]	RuneEvolves[2]	RuneEvolves[3]	RuneEvolves[4]	RuneEvolves[5]	RuneEvolves[6]	RuneEvolves[7]	RuneEvolves[8]	RuneEvolves[9]	RuneEvolves[10]
461	3	1		2	500	10201			20508	20658	20758								2	40005			0	0	0							
462	3	1	1	2	500	10203	10204		20582	20700	20582								2	40016			0	0	0							
463	3	1	2	2	500	10206	10205		20524	20018	20718								2	40002			0	0	0							
464	3	1	3	2	500	10207	10209	10208	20566	20024	20784	20106							2	40114			0	0	0	0						
465	3	1	4	2	500	10204	10202	10206	20782	20802	20448	20826							2	40006			0	0	0	0						
466	3	2		2	500	10206	10203		20632	20532	20550								3	40112			0	0	0							
467	3	2	1	2	500	10202	10205		20600	20624	20365								3	40014			0	0	0							
468	3	2	2	2	500	10206	10210	10208	20782	20508	20518	20626							3	40009			0	0	0	0						
469	3	2	3	2	500	10210	10203	10209	20016	20255	20568	20834							3	40001			0	0	0	0						
470	3	2	4	2	500	10207	10210	10205	20818	20128	20128	20768	20760						3	40004			0	0	0	0	0					
471	3	3		2	500	10204	10206		20750	20558	20660								4	40011			0	0	0							
472	3	3	1	2	500	10209	10210	10203	20558	20016	20518	20359							4	40015			0	0	0	0						
473	3	3	2	2	500	10207	10205	10201	20774	20560	20834	20448							4	40002			0	0	0	0						
474	3	3	3	2	500	10205	10206	10203	20576	20154	20660	20046	20518						4	40114			0	0	0	0	0					
475	3	3	4	2	500	10201	10204	10208	20776	20802	20255	20702	20142						4	40114			0	0	0	0	0					
476	3	4		2	500	10206	10205	10201	20682	20558	20568	20347							5	40110	40104		0	0	0	0						
477	3	4	1	2	500	10209	10206	10205	20624	20400	20400	20160							5	40003	40103		0	0	0	0						
478	3	4	2	2	500	10205	10204	10207	20676	20534	20834	20734	20668						5	40115	40116		0	0	0	0	0					
479	3	4	3	2	500	10203	10208	10207	20442	20255	20702	20560	20776						5	40003	40105		0	0	0	0	0					
480	3	4	4	2	500	10209	10207	10202	20526	20576	20834	20060	20144	20778					5	40006	40105		0	0	0	0	0	0				
481	3	5		2	500	10203	10202	10209	20666	20046	20518	20058							6	40113	40109		0	0	0	0						
482	3	5	1	2	500	10207	10209	10202	20154	20142	20359	20826	20454						6	40005	40013		0	0	0	0	0					
483	3	5	2	2	500	10203	10205	10204	20802	20702	20154	20255	20626						6	40002	40108		0	0	0	0	0					
484	3	5	3	2	500	10208	10210	10202	20768	20142	20576	20586	20828	20444					6	40002	40115		0	0	0	0	0	0				
485	3	5	4	2	500	10203	10202	10207	20826	20720	20369	20554	20836	20770					6	40007	40017		0	0	0	0	0	0				
486	3	6		2	500	10202	10203	10206	20261	20784	20810	20400	20400						7	40109	40126		0	0	0	0	0					
487	3	6	1	2	500	10209	10202	10203	20142	20454	20249	20784	20734						7	40109	40004		0	0	0	0	0					
488	3	6	2	2	500	10203	10204	10208	20834	20626	20347	20245	20349	20804					7	40113	40004		0	0	0	0	0	0				
489	3	6	3	2	500	10208	10206	10201	20128	20245	20060	20728	20628	20812					7	40017	40101		0	0	0	0	0	0				
490	3	6	4	2	500	10201	10205	10206	20786	20770	20156	20156	20570						7	40010	40004		0	0	0	0	0					
491	3	7		2	500	10201	10202	10205	20110	20834	20400	20634	20510						8	40005	40107		0	0	0	0	0					
492	3	7	1	2	500	10210	10207	10202	20448	20768	20584	20265	20520	20536					8	40010	40005		0	0	0	0	0	0				
493	3	7	2	2	500	10206	10210	10208	20502	20804	20528	20704	20162	20456					8	40114	40109		0	0	0	0	0	0				
494	3	7	3	2	500	10210	10205	10207	20355	20636	20804	20528	20754						8	40001	40014		0	0	0	0	0					
495	3	7	4	2	500	10201	10206	10205	20554	20450	20654	20259	20218	20030	20446				8	40012	40116		0	0	0	20259	0	0	0			
496	3	8		2	500	10201	10207	10206	20834	20448	20255	20562	20251	20349					9	40017	40107	40104	0	0	0	0	0	0				
497	3	8	1	2	500	10210	10205	10207	20602	20450	20812	20054	20770	20162					9	40109	40004	40017	0	0	0	0	0	0				
498	3	8	2	2	500	10206	10203	10201	20678	20054	20778	20048	20048						9	40010	40101	40105	0	0	0	0	0					
499	3	8	3	2	500	10208	10204	10202	20156	20628	20048	20630	20338	20842	20164				9	40016	40012	40017	0	0	0	20630	20338	0	0			
500	3	8	4	2	500	10206	10205	10202	20828	20580	20164	20158	20050	20696	20200	20050	20253		9	40008	40018	40112	0	20580	20164	20158	20050	0	0	0	0	
501	3	9		2	500	10203	10201	10210	20768	20804	20512	20728	20836	20736					10	40003	40110	40016	0	0	0	0	0	0				
502	3	9	1	2	500	10206	10205	10203	20654	20712	20054	20504	20361						10	40002	40115	40022	0	0	0	0	0					
503	3	9	2	2	500	10206	10203	10208	20245	20620	20812	20696	20334	20062	20822				10	40016	40006	40103	0	0	0	20696	20334	0	0			
504	3	9	3	2	500	10206	10202	10209	20054	20357	20030	20794	20814	20838	20756	20792	20642		10	40004	40009	40115	0	20357	20030	20794	20814	0	0	0	0	
505	3	9	4	2	500	10208	10203	10201	20432	20640	20062	20642	20648	20741	20253	20146	20336	20680	10	40006	40112	40018	20432	20640	20062	20642	20648	0	0	0	0	0
506	3	10		2	500	10203	10201	10210	20768	20804	20512	20728	20836	20736					10	40003	40110	40016	0	0	0	0	0	0				
507	3	10	1	2	500	10206	10205	10203	20654	20712	20054	20504	20361						10	40002	40115	40022	0	0	0	0	0					
508	3	10	2	2	500	10206	10203	10208	20245	20620	20812	20696	20334	20062	20822				10	40016	40006	40103	0	0	0	20696	20334	0	0			
509	3	10	3	2	500	10206	10202	10209	20054	20357	20030	20794	20814	20838	20756	20792	20642		10	40004	40009	40115	0	20357	20030	20794	20814	0	0	0	0	
510	3	10	4	2	500	10208	10203	10201	20432	20640	20062	20642	20648	20741	20253	20146	20336	20680	10	40006	40112	40018	20432	20640	20062	20642	20648	0	0	0	0	0
511	3	11		2	500	10203	10201	10210	20768	20804	20512	20728	20836	20736					10	40003	40110	40016	0	0	0	0	0	0				
512	3	11	1	2	500	10206	10205	10203	20654	20712	20054	20504	20361						10	40002	40115	40022	0	0	0	0	0					
513	3	11	2	2	500	10206	10203	10208	20245	20620	20812	20696	20334	20062	20822				10	40016	40006	40103	0	0	0	20696	20334	0	0			
514	3	11	3	2	500	10206	10202	10209	20054	20357	20030	20794	20814	20838	20756	20792	20642		10	40004	40009	40115	0	20357	20030	20794	20814	0	0	0	0	
515	3	11	4	2	500	10208	10203	10201	20432	20640	20062	20642	20648	20741	20253	20146	20336	20680	10	40006	40112	40018	20432	20640	20062	20642	20648	0	0	0	0	0
516	3	12		2	500	10203	10201	10210	20768	20804	20512	20728	20836	20736					10	40003	40110	40016	0	0	0	0	0	0				
517	3	12	1	2	500	10206	10205	10203	20654	20712	20054	20504	20361						10	40002	40115	40022	0	0	0	0	0					
518	3	12	2	2	500	10206	10203	10208	20245	20620	20812	20696	20334	20062	20822				10	40016	40006	40103	0	0	0	20696	20334	0	0			
519	3	12	3	2	500	10206	10202	10209	20054	20357	20030	20794	20814	20838	20756	20792	20642		10	40004	40009	40115	0	20357	20030	20794	20814	0	0	0	0	
520	3	12	4	2	500	10208	10203	10201	20432	20640	20062	20642	20648	20741	20253	20146	20336	20680	10	40006	40112	40018	20432	20640	20062	20642	20648	0	0	0	0	0
521	3			3	500	10007			20616	20766									1	40011			0	0								
522	3		1	3	500	10005			20308	20600	20750								1	40111			0	0	0							
523	3		2	3	500	10004	10002		20318	20018	20832								1	40004			0	0	0							
524	3		3	3	500	10002	10001		20708	20632	20400								1	40004			0	0	0							
525	3		4	3	500	10001	10006	10002	20816	20516	20752	20243							1	40109			0	0	0	0						
526	3	1		3	500	10004			20616	20516	20600								2	40017			0	0	0							
527	3	1	1	3	500	10010	10004		20716	20682	20750								2	40013			0	0	0							
528	3	1	2	3	500	10010	10009		20516	20808	20818								2	40011			0	0	0							
529	3	1	3	3	500	10008	10004	10002	20500	20582	20618	20684							2	40016			0	0	0	0						
530	3	1	4	3	500	10005	10003	10007	20024	20400	20454	20610							2	40004			0	0	0	0						
531	3	2		3	500	10008	10003		20682	20516	20832								3	40003			0	0	0							
532	3	2	1	3	500	10006	10001		20808	20632	20752								3	40113			0	0	0							
533	3	2	2	3	500	10009	10003	10005	20824	20674	20702	20448							3	40015			0	0	0	0						
534	3	2	3	3	500	10003	10004	10009	20824	20726	20534	20347							3	40011			0	0	0	0						
535	3	2	4	3	500	10003	10005	10001	20052	20534	20784	20347	20802						3	40109			0	0	0	0	0					
536	3	3		3	500	10006	10009		20650	20018	20552								4	40115			0	0	0							
537	3	3	1	3	500	10002	10005	10006	20650	20674	20142	20752							4	40011			0	0	0	0						
538	3	3	2	3	500	10010	10004	10003	20608	20510	20106	20052							4	40002			0	0	0	0						
539	3	3	3	3	500	10006	10002	10009	20660	20534	20365	20552	20634						4	40010			0	0	0	0	0					
540	3	3	4	3	500	10004	10006	10010	20734	20510	20448	20684	20552						4	40111			0	0	0	0	0					
541	3	4		3	500	10008	10007	10006	20758	20558	20702	20046							5	40009	40014		0	0	0	0						
542	3	4	1	3	500	10005	10006	10004	20318	20718	20442	20768							5	40008	40107		0	0	0	0						
543	3	4	2	3	500	10007	10009	10005	20448	20584	20702	20818	20610						5	40007	40016		0	0	0	0	0					
544	3	4	3	3	500	10007	10002	10005	20752	20760	20760	20502	20058						5	40115	40115		0	0	0	0	0					
545	3	4	4	3	500	10006	10007	10008	20442	20576	20684	20162	20728	20048					5	40008	40005		0	0	0	0	0	0				
546	3	5		3	500	10009	10010	10003	20574	20154	20784	20734							6	40008	40017		0	0	0	0						
547	3	5	1	3	500	10001	10005	10009	20760	20726	20502	20510	20684						6	40007	40107		0	0	0	0	0					
548	3	5	2	3	500	10001	10006	10010	20634	20652	20154	20834	20660						6	40115	40015		0	0	0	0	0					
549	3	5	3	3	500	10010	10003	10001	20106	20448	20668	20562	20554	20820					6	40109	40113		0	0	0	0	0	0				
550	3	5	4	3	500	10010	10003	10009	20261	20604	20554	20060	20836	20570					6	40012	40125		0	0	0	0	0	0				
551	3	6		3	500	10002	10010	10001	20810	20584	20526	20154	20142						7	40007	40007		0	0	0	0	0					
552	3	6	1	3	500	10008	10009	10006	20802	20249	20668	20347	20255						7	40009	40016		0	0	0	0	0					
553	3	6	2	3	500	10007	10003	10004	20448	20106	20610	20060	20654	20520					7	40017	40107		0	0	0	0	0	0				
554	3	6	3	3	500	10002	10005	10003	20518	20456	20355	20054	20349	20048					7	40015	40007		0	0	0	0	0	0				
555	3	6	4	3	500	10002	10010	10007	20450	20562	20162	20828	20762						7	40109	40014		0	0	0	0	0					
556	3	7		3	500	10005	10010	10009	20684	20128	20261	20676	20510						8	40010	40102		0	0	0	0	0					
557	3	7	1	3	500	10009	10006	10003	20359	20249	20058	20536	20836	20456					8	40002	40114		0	0	0	0	0	0				
558	3	7	2	3	500	10002	10004	10009	20454	20604	20828	20620	20770	20245					8	40011	40103		0	0	0	0	0	0				
559	3	7	3	3	500	10003	10006	10008	20060	20678	20450	20720	20570						8	40115	40112		0	0	0	0	0					
560	3	7	4	3	500	10009	10003	10001	20586	20820	20512	20614	20756	20806	20230				8	40016	40014		0	0	0	20614	20756	0	0			
561	3	8		3	500	10009	10001	10003	20618	20602	20110	20578	20670	20762					9	40017	40108	40111	0	0	0	0	0	0				
562	3	8	1	3	500	10007	10003	10001	20046	20257	20836	20686	20369	20528					9	40007	40102	40018	0	0	0	0	0	0				
563	3	8	2	3	500	10007	10008	10003	20586	20450	20456	20349	20628						9	40113	40112	40017	0	0	0	0	0					
564	3	8	3	3	500	10002	10006	10003	20762	20450	20786	20146	20840	20764	20132				9	40011	40101	40124	0	0	0	20146	20840	0	0			
565	3	8	4	3	500	10002	10005	10004	20686	20230	20416	20304	20130	20572	20218	20214	20224		9	40016	40111	40023	0	20230	0	0	20130	0	0	0	0	
566	3	9		3	500	10006	10003	10010	20243	20586	20369	20786	20369	20456					10	40010	40005	40113	0	0	0	0	0	0				
567	3	9	1	3	500	10007	10010	10008	20578	20528	20754	20156	20778						10	40012	40013	40126	0	0	0	0	0					
568	3	9	2	3	500	10007	10002	10003	20586	20245	20048	20756	20506	20132	20588				10	40111	40019	40108	0	0	0	20756	20506	0	0			
569	3	9	3	3	500	10004	10003	10008	20562	20738	20738	20606	20841	20200	20696	20696	20158		10	40007	40114	40114	0	20738	20738	20606	20841	0	0	0	0	
570	3	9	4	3	500	10007	10004	10009	20656	20592	20742	20614	20590	20434	20422	20572	20830	20514	10	40114	40104	40126	20656	20592	20742	20614	20590	0	0	0	0	0
571	3	10		3	500	10006	10003	10010	20243	20586	20369	20786	20369	20456					10	40010	40005	40113	0	0	0	0	0	0				
572	3	10	1	3	500	10007	10010	10008	20578	20528	20754	20156	20778						10	40012	40013	40126	0	0	0	0	0					
573	3	10	2	3	500	10007	10002	10003	20586	20245	20048	20756	20506	20132	20588				10	40111	40019	40108	0	0	0	20756	20506	0	0			
574	3	10	3	3	500	10004	10003	10008	20562	20738	20738	20606	20841	20200	20696	20696	20158		10	40007	40114	40114	0	20738	20738	20606	20841	0	0	0	0	
575	3	10	4	3	500	10007	10004	10009	20656	20592	20742	20614	20590	20434	20422	20572	20830	20514	10	40114	40104	40126	20656	20592	20742	20614	20590	0	0	0	0	0
576	3	11		3	500	10006	10003	10010	20243	20586	20369	20786	20369	20456					10	40010	40005	40113	0	0	0	0	0	0				
577	3	11	1	3	500	10007	10010	10008	20578	20528	20754	20156	20778						10	40012	40013	40126	0	0	0	0	0					
578	3	11	2	3	500	10007	10002	10003	20586	20245	20048	20756	20506	20132	20588				10	40111	40019	40108	0	0	0	20756	20506	0	0			
579	3	11	3	3	500	10004	10003	10008	20562	20738	20738	20606	20841	20200	20696	20696	20158		10	40007	40114	40114	0	20738	20738	20606	20841	0	0	0	0	
580	3	11	4	3	500	10007	10004	10009	20656	20592	20742	20614	20590	20434	20422	20572	20830	20514	10	40114	40104	40126	20656	20592	20742	20614	20590	0	0	0	0	0
581	3	12		3	500	10006	10003	10010	20243	20586	20369	20786	20369	20456					10	40010	40005	40113	0	0	0	0	0	0				
582	3	12	1	3	500	10007	10010	10008	20578	20528	20754	20156	20778						10	40012	40013	40126	0	0	0	0	0					
583	3	12	2	3	500	10007	10002	10003	20586	20245	20048	20756	20506	20132	20588				10	40111	40019	40108	0	0	0	20756	20506	0	0			
584	3	12	3	3	500	10004	10003	10008	20562	20738	20738	20606	20841	20200	20696	20696	20158		10	40007	40114	40114	0	20738	20738	20606	20841	0	0	0	0	
585	3	12	4	3	500	10007	10004	10009	20656	20592	20742	20614	20590	20434	20422	20572	20830	20514	10	40114	40104	40126	20656	20592	20742	20614	20590	0	0	0	0	0
586	4			1	700	10105			20782	20600									1	40014			0	0								
587	4		1	1	700	10107			20524	20700	20632	20750							1	40015			0	0	0	0						
588	4		2	1	700	10109	10104		20016	20018									1	40012			0	0								
589	4		3	1	700	10110	10109		20700	20684	20106	20046							1	40011			0	0	0	0						
590	4		4	1	700	10103	10110	10108	20808	20552	20660	20353							1	40111			0	0	0	0						
591	4	1		1	700	10110			20816	20774	20574	20326							2	40113			0	0	0	0						
592	4	1	1	1	700	10107	10105		20558	20500									2	40014			0	0								
593	4	1	2	1	700	10108	10106		20508	20154	20502	20576							2	40001			0	0	0	0						
594	4	1	3	1	700	10103	10102	10104	20608	20128	20634	20353							2	40110			0	0	0	0						
595	4	1	4	1	700	10102	10109	10106	20702	20726	20243								2	40110			0	0	0							
596	4	2		1	700	10109	10107		20600	20774									3	40017			0	0								
597	4	2	1	1	700	10109	10105		20800	20684	20626	20052							3	40115			0	0	0	0						
598	4	2	2	1	700	10104	10110	10107	20824	20154	20046	20058							3	40113			0	0	0	0						
599	4	2	3	1	700	10105	10103	10106	20249	20400	20560								3	40003			0	0	0							
600	4	2	4	1	700	10101	10103	10107	20534	20552	20058	20504							3	40005			0	0	0	0						
601	4	3		1	700	10102	10104		20700	20784	20734	20243							4	40003			0	0	0	0						
602	4	3	1	1	700	10102	10107	10106	20558	20702	20660	20160							4	40016			0	0	0	0						
603	4	3	2	1	700	10105	10107	10108	20128	20046	20154								4	40008			0	0	0							
604	4	3	3	1	700	10108	10107	10104	20106	20634	20668	20754							4	40110			0	0	0	0						
605	4	3	4	1	700	10102	10109	10104	20400	20784	20770	20349	20670	20670					4	40004			0	0	0	0	0	0				
606	4	4		1	700	10103	10107	10104	20782	20652	20610	20142							5	40006	40116		0	0	0	0						
607	4	4	1	1	700	10109	10102	10110	20602	20752	20128								5	40002	40113		0	0	0							
608	4	4	2	1	700	10107	10104	10101	20249	20510	20249	20770							5	40002	40104		0	0	0	0						
609	4	4	3	1	700	10110	10103	10102	20726	20784	20450	20770	20670	20620					5	40114	40105		0	0	0	0	0	0				
610	4	4	4	1	700	10103	10102	10105	20536	20828	20828	20670	20578	20512					5	40115	40102		0	0	0	0	0	0				
611	4	5		1	700	10110	10101	10109	20454	20052	20526								6	40112	40126		0	0	0							
612	4	5	1	1	700	10108	10103	10102	20660	20768	20776	20048							6	40003	40011		0	0	0	0						
613	4	5	2	1	700	10105	10106	10101	20400	20353	20804	20762	20355	20728					6	40011	40010		0	0	0	0	0	0				
614	4	5	3	1	700	10105	10101	10109	20670	20662	20245	20048	20520	20048					6	40011	40101		0	0	0	0	0	0				
615	4	5	4	1	700	10110	10109	10108	20786	20728	20361	20736	20622	20522					6	40007	40125		0	0	0	0	0	0				
616	4	6		1	700	10104	10102	10110	20510	20365	20058	20620							7	40112	40015		0	0	0	0						
617	4	6	1	1	700	10103	10104	10106	20518	20618	20251	20450	20828	20820					7	40113	40126		0	0	0	0	0	0				
618	4	6	2	1	700	10101	10105	10106	20349	20670	20662	20712	20456	20612					7	40112	40013		0	0	0	0	0	0				
619	4	6	3	1	700	10110	10101	10102	20754	20361	20245	20369	20556	20564					7	40010	40101		0	0	0	0	0	0				
620	4	6	4	1	700	10108	10101	10103	20265	20836	20528	20538	20580	20630	20230				7	40007	40006		0	0	0	0	0	0	0			
621	4	7		1	700	10108	10107	10103	20347	20243	20245	20251	20156	20586					8	40013	40018		0	0	0	0	0	0				
622	4	7	1	1	700	10107	10106	10102	20670	20770	20162	20620	20612	20369					8	40007	40008		0	0	0	0	0	0				
623	4	7	2	1	700	10101	10106	10104	20144	20528	20612	20536	20224	20514					8	40004	40116		0	0	0	0	0	0				
624	4	7	3	1	700	10104	10110	10103	20662	20778	20048	20338	20806	20688	20630				8	40017	40016		0	0	0	0	0	0	0			
625	4	7	4	1	700	10105	10104	10110	20048	20812	20230	20622	20706	20664	20630	20840			8	40115	40101		0	0	20230	20622	20706	0	0	0		
626	4	8		1	700	10109	10106	10102	20156	20265	20736	20654	20156	20812					9	40008	40009	40105	0	0	0	0	0	0				
627	4	8	1	1	700	10107	10110	10101	20144	20636	20520	20628	20638	20351					9	40113	40124	40108	0	0	0	0	0	0				
628	4	8	2	1	700	10109	10110	10102	20628	20604	20144	20158	20351	20656	20606				9	40004	40112	40111	0	0	0	0	0	0	0			
629	4	8	3	1	700	10101	10110	10106	20245	20369	20522	20792	20638	20630	20304	20158			9	40017	40104	40102	0	0	20522	20792	20638	0	0	0		
630	4	8	4	1	700	10108	10107	10105	20741	20218	20304	20130	20422	20742	20838	20269	20696	20790	9	40001	40009	40113	20741	0	0	20130	0	0	0	0	0	0
631	4	9		1	700	10103	10106	10104	20520	20144	20770	20712	20606	20688					10	40001	40109	40015	0	0	0	0	0	0				
632	4	9	1	1	700	10109	10103	10106	20361	20450	20720	20544	20226	20742	20842				10	40110	40006	40101	0	0	0	0	0	0	0			
633	4	9	2	1	700	10102	10103	10101	20528	20355	20714	20416	20622	20841	20740	20730			10	40111	40107	40019	0	0	20714	0	20622	0	0	0		
634	4	9	3	1	700	10104	10108	10102	20642	20792	20564	20756	20357	20050	20446	20062	20218	20164	10	40012	40111	40124	20642	20792	20564	20756	20357	0	0	0	0	0
635	4	9	4	1	700	10108	10102	10104	20214	20452	20269	20842	20542	20738	20506	20592	20056	20680	10	40010	40016	40101	0	20452	20269	20842	20542	0	0	0	0	0
636	4	10		1	700	10103	10106	10104	20520	20144	20770	20712	20606	20688					10	40001	40109	40015	0	0	0	0	0	0				
637	4	10	1	1	700	10109	10103	10106	20361	20450	20720	20544	20226	20742	20842				10	40110	40006	40101	0	0	0	0	0	0	0			
638	4	10	2	1	700	10102	10103	10101	20528	20355	20714	20416	20622	20841	20740	20730			10	40111	40107	40019	0	0	20714	0	20622	0	0	0		
639	4	10	3	1	700	10104	10108	10102	20642	20792	20564	20756	20357	20050	20446	20062	20218	20164	10	40012	40111	40124	20642	20792	20564	20756	20357	0	0	0	0	0
640	4	10	4	1	700	10108	10102	10104	20214	20452	20269	20842	20542	20738	20506	20592	20056	20680	10	40010	40016	40101	0	20452	20269	20842	20542	0	0	0	0	0
641	4	11		1	700	10103	10106	10104	20520	20144	20770	20712	20606	20688					10	40001	40109	40015	0	0	0	0	0	0				
642	4	11	1	1	700	10109	10103	10106	20361	20450	20720	20544	20226	20742	20842				10	40110	40006	40101	0	0	0	0	0	0	0			
643	4	11	2	1	700	10102	10103	10101	20528	20355	20714	20416	20622	20841	20740	20730			10	40111	40107	40019	0	0	20714	0	20622	0	0	0		
644	4	11	3	1	700	10104	10108	10102	20642	20792	20564	20756	20357	20050	20446	20062	20218	20164	10	40012	40111	40124	20642	20792	20564	20756	20357	0	0	0	0	0
645	4	11	4	1	700	10108	10102	10104	20214	20452	20269	20842	20542	20738	20506	20592	20056	20680	10	40010	40016	40101	0	20452	20269	20842	20542	0	0	0	0	0
646	4	12		1	700	10103	10106	10104	20520	20144	20770	20712	20606	20688					10	40001	40109	40015	0	0	0	0	0	0				
647	4	12	1	1	700	10109	10103	10106	20361	20450	20720	20544	20226	20742	20842				10	40110	40006	40101	0	0	0	0	0	0	0			
648	4	12	2	1	700	10102	10103	10101	20528	20355	20714	20416	20622	20841	20740	20730			10	40111	40107	40019	0	0	20714	0	20622	0	0	0		
649	4	12	3	1	700	10104	10108	10102	20642	20792	20564	20756	20357	20050	20446	20062	20218	20164	10	40012	40111	40124	20642	20792	20564	20756	20357	0	0	0	0	0
650	4	12	4	1	700	10108	10102	10104	20214	20452	20269	20842	20542	20738	20506	20592	20056	20680	10	40010	40016	40101	0	20452	20269	20842	20542	0	0	0	0	0
651	4			2	700	10203			20824	20016									1	40004			0	0								
652	4		1	2	700	10210			20774	20524	20666	20550							1	40016			0	0	0	0						
653	4		2	2	700	10209	10204		20500	20824									1	40111			0	0								
654	4		3	2	700	10202	10204		20550	20576	20560	20768							1	40112			0	0	0	0						
655	4		4	2	700	10203	10202	10207	20832	20568	20660	20718							1	40016			0	0	0	0						
656	4	1		2	700	10205			20800	20708	20524	20666							2	40007			0	0	0	0						
657	4	1	1	2	700	10209	10201		20666	20816									2	40109			0	0								
658	4	1	2	2	700	10209	10206		20682	20255	20359	20365							2	40013			0	0	0	0						
659	4	1	3	2	700	10205	10202	10206	20326	20142	20668	20826							2	40110			0	0	0	0						
660	4	1	4	2	700	10202	10201	10204	20660	20255	20760								2	40006			0	0	0							
661	4	2		2	700	10203	10207		20782	20500									3	40001			0	0								
662	4	2	1	2	700	10208	10205		20766	20734	20243	20442							3	40001			0	0	0	0						
663	4	2	2	2	700	10202	10208	10206	20566	20243	20684	20142							3	40016			0	0	0	0						
664	4	2	3	2	700	10205	10208	10204	20526	20760	20347								3	40007			0	0	0							
665	4	2	4	2	700	10205	10202	10201	20652	20710	20510	20636							3	40003			0	0	0	0						
666	4	3		2	700	10206	10204		20816	20634	20510	20128							4	40112			0	0	0	0						
667	4	3	1	2	700	10209	10205	10203	20500	20448	20160	20710							4	40112			0	0	0	0						
668	4	3	2	2	700	10203	10206	10201	20710	20684	20154								4	40009			0	0	0							
669	4	3	3	2	700	10210	10206	10205	20353	20365	20552	20754							4	40003			0	0	0	0						
670	4	3	4	2	700	10205	10208	10210	20510	20660	20778	20804	20450	20349					4	40005			0	0	0	0	0	0				
671	4	4		2	700	10205	10210	10209	20766	20810	20602	20106							5	40113	40105		0	0	0	0						
672	4	4	1	2	700	10209	10202	10208	20702	20834	20400								5	40012	40106		0	0	0							
673	4	4	2	2	700	10208	10203	10205	20610	20726	20610	20662							5	40017	40101		0	0	0	0						
674	4	4	3	2	700	10201	10209	10210	20142	20448	20836	20654	20778	20156					5	40006	40011		0	0	0	0	0	0				
675	4	4	4	2	700	10206	10208	10209	20450	20786	20251	20712	20654	20162					5	40113	40014		0	0	0	0	0	0				
676	4	5		2	700	10209	10210	10208	20560	20768	20818								6	40007	40012		0	0	0							
677	4	5	1	2	700	10209	10203	10204	20726	20128	20826	20786							6	40013	40110		0	0	0	0						
678	4	5	2	2	700	10206	10203	10202	20576	20784	20736	20804	20444	20728					6	40011	40004		0	0	0	0	0	0				
679	4	5	3	2	700	10207	10205	10201	20578	20804	20804	20728	20704	20604					6	40110	40014		0	0	0	0	0	0				
680	4	5	4	2	700	10209	10203	10202	20144	20736	20612	20728	20830	20214					6	40002	40013		0	0	0	0	0	0				
681	4	6		2	700	10210	10204	10201	20802	20568	20534	20156							7	40007	40111		0	0	0	0						
682	4	6	1	2	700	10204	10207	10208	20052	20142	20586	20504	20060	20265					7	40010	40018		0	0	0	0	0	0				
683	4	6	2	2	700	10206	10205	10208	20156	20265	20712	20654	20144	20762					7	40012	40016		0	0	0	0	0	0				
684	4	6	3	2	700	10207	10202	10208	20456	20820	20245	20355	20363	20580					7	40011	40007		0	0	0	0	0	0				
685	4	6	4	2	700	10204	10207	10208	20245	20736	20712	20230	20830	20228	20247				7	40114	40008		0	0	0	0	0	0	0			
686	4	7		2	700	10207	10209	10201	20128	20502	20355	20257	20528	20144					8	40110	40112		0	0	0	0	0	0				
687	4	7	1	2	700	10202	10201	10207	20578	20704	20444	20536	20686	20456					8	40016	40115		0	0	0	0	0	0				
688	4	7	2	2	700	10210	10202	10208	20251	20678	20686	20786	20218	20842					8	40014	40112		0	0	0	0	0	0				
689	4	7	3	2	700	10201	10204	10207	20670	20812	20620	20132	20218	20814	20304				8	40001	40112		0	0	0	0	0	0	0			
690	4	7	4	2	700	10208	10209	10207	20762	20804	20218	20706	20592	20422	20640	20458			8	40010	40126		0	0	0	20706	20592	0	0	0		
691	4	8		2	700	10210	10207	10204	20686	20804	20520	20512	20156	20754					9	40110	40102	40115	0	0	0	0	0	0				
692	4	8	1	2	700	10203	10210	10205	20251	20450	20612	20355	20672	20336					9	40001	40107	40113	0	0	0	0	0	0				
693	4	8	2	2	700	10207	10203	10208	20686	20828	20804	20740	20730	20738	20556				9	40112	40004	40101	0	0	0	0	0	0	0			
694	4	8	3	2	700	10207	10210	10204	20828	20257	20830	20542	20638	20132	20606	20130			9	40007	40015	40114	0	0	20830	20542	20638	0	0	0		
695	4	8	4	2	700	10202	10205	10204	20542	20840	20452	20790	20544	20530	20540	20540	20452	20622	9	40110	40111	40114	20542	20840	20452	20790	20544	0	0	0	0	0
696	4	9		2	700	10208	10205	10206	20450	20162	20778	20670	20814	20530					10	40003	40114	40101	0	0	0	0	0	0				
697	4	9	1	2	700	10201	10204	10202	20349	20054	20562	20741	20050	20028	20452				10	40004	40116	40019	0	0	0	0	0	0	0			
698	4	9	2	2	700	10210	10202	10205	20828	20156	20132	20648	20840	20226	20690	20592			10	40003	40104	40017	0	0	20132	20648	20840	0	0	0		
