SkillLevelId	Ability
11743034	0
11743035	0
12432801	0
12432802	0
12432803	0
12432804	0
12432805	0
12432806	0
12432807	0
12432808	0
12432809	0
12432810	0
12432811	0
12432812	0
12432813	0
12432814	0
12432815	0
12432816	0
12432817	0
12432818	0
12432819	0
12432820	0
12432821	0
12432822	0
12432823	0
12432824	0
12432825	0
12432826	0
12432827	0
12432828	0
12432829	0
12432830	0
12432831	0
12432832	0
12432833	0
12432834	0
12432835	0
12432901	0
12432902	0
12432903	0
12432904	0
12432905	0
12432906	0
12432907	0
12432908	0
12432909	0
12432910	0
12432911	0
12432912	0
12432913	0
12432914	0
12432915	0
12432916	0
12432917	0
12432918	0
12432919	0
12432920	0
12432921	0
12432922	0
12432923	0
12432924	0
12432925	0
12432926	0
12432927	0
12432928	0
12432929	0
12432930	0
12432931	0
12432932	0
12432933	0
12432934	0
12432935	0
12433001	0
12433002	0
12433003	0
12433004	0
12433005	0
12433006	0
12433007	0
12433008	0
12433009	0
12433010	0
12433011	0
12433012	0
12433013	0
12433014	0
12433015	0
12433016	0
12433017	0
12433018	0
12433019	0
12433020	0
12433021	0
12433022	0
12433023	0
12433024	0
12433025	0
12433026	0
12433027	0
12433028	0
12433029	0
12433030	0
12433031	0
12433032	0
12433033	0
12433034	0
12433035	0
10552801	0
10552802	0
10552803	0
10552804	0
10552805	0
10552806	0
10552807	0
10552808	0
10552809	0
10552810	0
10552811	0
10552812	0
10552813	0
10552814	0
10552815	0
10552816	0
10552817	0
10552818	0
10552819	0
10552820	0
10552821	0
10552822	0
10552823	0
10552824	0
10552825	0
10552826	0
10552827	0
10552828	0
10552829	0
10552830	0
10552831	0
10552832	0
10552833	0
10552834	0
10552835	0
10552901	0
10552902	0
10552903	0
10552904	0
10552905	0
10552906	0
10552907	0
10552908	0
10552909	0
10552910	0
10552911	0
10552912	0
10552913	0
10552914	0
10552915	0
10552916	0
10552917	0
10552918	0
10552919	0
10552920	0
10552921	0
10552922	0
10552923	0
10552924	0
10552925	0
10552926	0
10552927	0
10552928	0
10552929	0
10552930	0
10552931	0
10552932	0
10552933	0
10552934	0
10552935	0
10553001	0
10553002	0
10553003	0
10553004	0
10553005	0
10553006	0
10553007	0
10553008	0
10553009	0
10553010	0
10553011	0
10553012	0
10553013	0
10553014	0
10553015	0
10553016	0
10553017	0
10553018	0
10553019	0
10553020	0
10553021	0
10553022	0
10553023	0
10553024	0
10553025	0
10553026	0
10553027	0
10553028	0
10553029	0
10553030	0
10553031	0
10553032	0
10553033	0
10553034	0
10553035	0
10262801	0
10262802	0
10262803	0
10262804	0
10262805	0
10262806	0
10262807	0
10262808	0
10262809	0
10262810	0
10262811	0
10262812	0
10262813	0
10262814	0
10262815	0
10262816	0
10262817	0
10262818	0
10262819	0
10262820	0
10262821	0
10262822	0
10262823	0
10262824	0
10262825	0
10262826	0
10262827	0
10262828	0
10262829	0
10262830	0
10262831	0
10262832	0
10262833	0
10262834	0
10262835	0
10262901	0
10262902	0
10262903	0
10262904	0
10262905	0
10262906	0
10262907	0
10262908	0
10262909	0
10262910	0
10262911	0
10262912	0
10262913	0
10262914	0
10262915	0
10262916	0
10262917	0
10262918	0
10262919	0
10262920	0
10262921	0
10262922	0
10262923	0
10262924	0
10262925	0
10262926	0
10262927	0
10262928	0
10262929	0
10262930	0
10262931	0
10262932	0
10262933	0
10262934	0
10262935	0
10263001	0
10263002	0
10263003	0
10263004	0
10263005	0
10263006	0
10263007	0
10263008	0
10263009	0
10263010	0
10263011	0
10263012	0
10263013	0
10263014	0
10263015	0
10263016	0
10263017	0
10263018	0
10263019	0
10263020	0
10263021	0
10263022	0
10263023	0
10263024	0
10263025	0
10263026	0
10263027	0
10263028	0
10263029	0
10263030	0
10263031	0
10263032	0
10263033	0
10263034	0
10263035	0
