Id	Name	Title	NameplateQuality	Group	Description	NameplateGetWay	NameplateUpgradeType	DecomposeExp	UpgradeExp	ConvertItemId	ConvertItemCount	ExpireTimeStr	Duration	PlusTime	IconType	Icon	Params[1]	Params[2]	Hint[1]	Hint[2]	BackBoard	OutLineColor	QualityIcon	EffectRes
17061101	176	176	1	711	67	29	2	0	0	0	0		0	0	2		2011	20000	200000177	450000069	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061102	176	176	2	711	67	29	2	0	0	0	0		0	0	2		2011	45000	200000177	450000069	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061103	176	176	3	711	67	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar12.png			200000177	450000069				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061201	178	178	1	712	71	29	2	0	0	0	0		0	0	2		2012	20000	200000179	450000073	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061202	178	178	2	712	71	29	2	0	0	0	0		0	0	2		2012	45000	200000179	450000073	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061203	178	178	3	712	71	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar09.png			200000179	450000073				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061301	180	180	1	713	75	29	2	0	0	0	0		0	0	2		2013	20000	200000181	450000077	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061302	180	180	2	713	75	29	2	0	0	0	0		0	0	2		2013	45000	200000181	450000077	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061303	180	180	3	713	75	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar04.png			200000181	450000077				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061401	182	182	1	714	79	29	2	0	0	0	0		0	0	2		2014	20000	200000183	450000081	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061402	182	182	2	714	79	29	2	0	0	0	0		0	0	2		2014	45000	200000183	450000081	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061403	182	182	3	714	79	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar20.png			200000183	450000081				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061501	184	184	1	715	83	29	2	0	0	0	0		0	0	2		2015	20000	200000185	450000085	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061502	184	184	2	715	83	29	2	0	0	0	0		0	0	2		2015	45000	200000185	450000085	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061503	184	184	3	715	83	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar22.png			200000185	450000085				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061601	186	186	1	716	87	29	2	0	0	0	0		0	0	2		2016	20000	200000187	450000089	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061602	186	186	2	716	87	29	2	0	0	0	0		0	0	2		2016	45000	200000187	450000089	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061603	186	186	3	716	87	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar18.png			200000187	450000089				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061701	188	188	1	717	91	29	2	0	0	0	0		0	0	2		2017	20000	200000189	450000093	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061702	188	188	2	717	91	29	2	0	0	0	0		0	0	2		2017	45000	200000189	450000093	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061703	188	188	3	717	91	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar06.png			200000189	450000093				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061801	190	190	1	718	95	29	2	0	0	0	0		0	0	2		2018	20000	200000191	450000097	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061802	190	190	2	718	95	29	2	0	0	0	0		0	0	2		2018	45000	200000192	450000097	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061803	190	190	3	718	95	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar14.png			200000191	450000097				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17061901	193	193	1	719	99	29	2	0	0	0	0		0	0	2		2019	20000	200000194	450000101	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17061902	193	193	2	719	99	29	2	0	0	0	0		0	0	2		2019	45000	200000194	450000101	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17061903	193	193	3	719	99	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar15.png			200000194	450000101				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062001	195	195	1	720	103	29	2	0	0	0	0		0	0	2		2020	20000	200000196	450000105	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062002	195	195	2	720	103	29	2	0	0	0	0		0	0	2		2020	45000	200000196	450000105	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062003	195	195	3	720	103	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar17.png			200000196	450000105				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062101	197	197	1	721	107	29	2	0	0	0	0		0	0	2		2021	20000	200000198	450000109	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062102	197	197	2	721	107	29	2	0	0	0	0		0	0	2		2021	45000	200000198	450000109	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062103	197	197	3	721	107	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar19.png			200000198	450000109				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062201	199	199	1	722	111	29	2	0	0	0	0		0	0	2		2022	20000	200000200	450000113	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062202	199	199	2	722	111	29	2	0	0	0	0		0	0	2		2022	45000	200000200	450000113	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062203	199	199	3	722	111	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar07.png			200000200	450000113				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062301	201	201	1	723	210202	29	2	0	0	0	0		0	0	2		2023	20000	203	204	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062302	201	201	2	723	210202	29	2	0	0	0	0		0	0	2		2023	45000	203	204	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062303	201	201	3	723	210202	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar24.png			203	204				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062401	205	205	1	724	206	29	2	0	0	0	0		0	0	2		2024	20000	200000207	450000208	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062402	205	205	2	724	206	29	2	0	0	0	0		0	0	2		2024	45000	200000207	450000208	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062403	205	205	3	724	206	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar27.png			200000207	450000208				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062501	209	209	1	725	210	29	2	0	0	0	0		0	0	2		2025	20000	200000211	450000212	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062502	209	209	2	725	210	29	2	0	0	0	0		0	0	2		2025	45000	200000211	450000212	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062503	209	209	3	725	210	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar29.png			200000211	450000212				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062601	213	213	1	726	214	29	2	0	0	0	0		0	0	2		2026	20000	200000215	450000216	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062602	213	213	2	726	214	29	2	0	0	0	0		0	0	2		2026	45000	200000215	450000216	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062603	213	213	3	726	214	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar28.png			200000215	450000216				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062701	217	217	1	727	218	29	2	0	0	0	0		0	0	2		2027	20000	200000219	450000220	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png	
17062702	217	217	2	727	218	29	2	0	0	0	0		0	0	2		2027	45000	200000219	450000220	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png	
17062703	217	217	3	727	218	29	2	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar25.png			200000219	450000220				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab
17062801	221	221	1	728	222	223	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourseT203.png			223					
17062802	224	224	2	729	225	226	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourseT202.png			226					
17062803	227	227	2	730	228	229	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourseT201.png			229					
17062804	230	230	3	731	231	232	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCourse01.png			232					Assets/Product/Effect/Prefab/FxUi/FxUiCourseCombatlicense/FxUiNameplateCourse01.prefab
17062901	233	233	2	732	234	236	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetDlcHuntT201.png			235					
17062902	237	237	2	733	238	236	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetDlcHuntT202.png			239					
17062903	240	240	3	734	241	236	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetDlcHuntT301.png			242					Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainDlcHunt.prefab
17063001	243	243	2	735	244	245	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBfrt.png								
17063101	246	246	3	736	247	200000248	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateAccumulatedPay01.png								Assets/Product/Effect/Prefab/FxUi/FxUiMain/FxUiNameplateAccumulatedPay.prefab
17063201	249	249	3	737	250	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot01.png								
17063301	252	252	3	738	253	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot02.png								
17063401	254	254	3	739	255	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot03.png								
17063501	256	256	3	740	257	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot04.png								
17063601	258	258	3	741	259	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot05.png								
17063701	260	260	3	742	261	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot06.png								
17063801	262	262	3	743	263	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot07.png								
17063901	264	264	3	747	265	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot08.png								
17064001	266	266	3	746	267	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot09.png								
17064101	268	268	3	748	269	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot10.png								
17064201	270	270	1	749	271	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre501.png								
17064202	273	273	2	750	274	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre502.png								
17064203	275	275	3	751	276	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre503.png								
17064301	277	277	1	752	278	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre504.png								
17064302	279	279	2	753	280	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre505.png								
17064303	281	281	3	754	282	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre506.png								
17064401	286	286	3	756	287	288	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateFashionSuit1.png								Assets/Product/Effect/Prefab/FxUi/FxUiNameplateFashionSuit/FxUiNameplateFashionSuit01.prefab
17064601	292	292	1	758	293	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre507.png								
17064602	294	294	2	759	295	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre508.png								
17064603	296	296	3	760	297	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre509.png								
17064604	298	298	3	761	299	300	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre510.png								
17064701	301	301	1	762	302	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre511.png								
17064702	303	303	2	763	304	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre512.png								
17064703	305	305	3	764	306	272	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateTheatre513.png								
17064704	307	307	3	765	308	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot12.png								
17064705	309	309	3	766	310	251	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateBossInshot11.png								
17064706	311	311	3	767	312	313	1	0	0	0	0		0	0	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateUnfadingCerulean01.png								Assets/Product/Effect/Prefab/FxUi/FxUiNameplateFashionSuit/FxUiNameplateFashionSuit02.prefab
