Id	EventId	StepId	Type	OptionDesc[1]	OptionDesc[2]	OptionDesc[3]	OptionDesc[4]	OptionDownDesc[1]	OptionDownDesc[2]	OptionDownDesc[3]	OptionDownDesc[4]	OptionType[1]	OptionType[2]	OptionType[3]	OptionType[4]	OptionItemType[1]	OptionItemType[2]	OptionItemType[3]	OptionItemType[4]	OptionItemId[1]	OptionItemId[2]	OptionItemId[3]	OptionItemId[4]	OptionItemCount[1]	OptionItemCount[2]	OptionItemCount[3]	OptionItemCount[4]	OptionNextStepGroupId[1]	OptionNextStepGroupId[2]	OptionNextStepGroupId[3]	OptionNextStepGroupId[4]	Title	TitleContent	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset	StepRewardItemType	StepRewardItemId[1]	StepRewardItemId[2]	StepRewardItemId[3]	StepRewardItemCount[1]	StepRewardItemCount[2]	StepRewardItemCount[3]	RoleIcon	OptionCondition[1]	OptionCondition[2]	OptionCondition[3]	OptionCondition[4]	FightNodeId	EffectGroupId	NextStepId
70	120	1202	3																													Jewel Hunter	You reach a deal with the jewel hunter.	Jewel Hunter	Thank you. Thank you very much. It was a pleasure doing business with you.	You reach a good deal with the man in black and take the Red Teardrop Pendant.	Take the Pendant	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg	2	101			1			Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png							
71	120	1203	3																													Jewel Hunter	You reach a deal with the jewel hunter.	Jewel Hunter	Thank you. Thank you very much. It was a pleasure doing business with you.	You reach a good deal with the man in black and take the Blue Teardrop Pendant.	Take the Pendant	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg	2	102			1			Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png							
72	120	1204	3																													Jewel Hunter	You reach a deal with the jewel hunter.	Jewel Hunter	Thank you. Thank you very much. It was a pleasure doing business with you.	You reach a good deal with the man in black and take the Red and the Blue Teardrop Pendant.	Take the Pendant	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg	2	101	102		1	1		Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png							
73	120	1205	1																													Jewel Hunter	You don't have anything to offer.	Jewel Hunter	Nothing...? That's unfortunate... Well, I'll be on my way, then...	You state that you don't have any treasure to offer for this deal and the jewel hunter leaves in disappointment.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg								Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png						150005	
74	120	1206	2	Agree to the trade	Decline the trade			Proceed with the trade	Turn him down			1	3			2	0			96	0			1	0			12061	12062			Jewel Hunter	The jewel hunter's eyes glimmer.	Jewel Hunter	Wait... This... I will offer you everything I have for this!	The man shows immense interest in your ring and states that he is willing to trade all of his gems (Red and Blue Teardrop Pendant) for your Merlin's Jewel.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg								Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png							
75	120	1207	2	Agree to the trade	Decline the trade			Proceed with the trade	Turn him down			1	3			2	0			96	0			1	0			12071	12072			Jewel Hunter	The jewel hunter is trying to change your mind.	Jewel Hunter	Still no? What if I add one more? I swear this is all the gems I have!	He frantically stops you as he sees that you are not pleased with his offer and declares that he can add in another Yellow Teardrop Pendant.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg								Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png							
76	120	1208	3																													Jewel Hunter	The jewel hunter is delighted.	Jewel Hunter	Great. Wonderful. I'm glad you are up for the deal. Thank you very much.	The man in black reached a deal with you even though he is a little reluctant.	Take the Pendant	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg	2	101	102	103	1	1	1	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png							
77	120	1209	1																													Jewel Hunter	The jewel hunter breaks into a bawl.	Jewel Hunter	No, wait... Please give it another thought... Wait... Please...	You decide to turn down the man's solicitation and keep the gem.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory405.jpg								Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png						150005	
78	121	1211	2	Take the Cursed Antique Book	Examine the undeciphered antique book	Dismiss and leave		Take the Antique Book	Use Biomimetic Blood	Leave		3	1	3		0	2	0		0	104	0		0	1	0		12111	12112	12113		The wisdom named "Forbiddance"	You enter the hidden dungeon.	Hidden Dungeon	Only the sound of dripping water	You discover a carefully hidden dungeon deep within the tunnel. Inside, a decomposed corpse sits with its hands cuffed to the wall and an antique book—that's giving off an ominous, cursed aura—next to its feet. The text looks like a learning tool for a language long-lost.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg															
79	121	1212	3																													The wisdom named "Forbiddance"	You enter the hidden dungeon.	Hidden Dungeon	You bring with you the Cursed Power.	You grab the Cursed Antique Book, but the power that the Forbidden Knowledge brings comes with a price.	Accept the Antique Book	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg	2	99			1									150006	
80	121	1213	3																													The wisdom named "Forbiddance"	You enter the hidden dungeon.	Hidden Dungeon	You convert the Cursed Power	You clear your mind before you pore through the antique book until daybreak. To your surprise, the forgotten language is needed to understand the antique book the young academic has given you. You uncover its wisdom and got a glimpse of the ultimate enlightenment.	Convert the Antique Book	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg	2	100			1									150006	
81	121	1214	1																													The wisdom named "Forbiddance"	You enter the hidden dungeon.	Hidden Dungeon	Only the sound of dripping water	You leave quickly, knowing all too well that there is a price to pay for stealing a peek at the Forbidden Knowledge.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory437.jpg															
82	122	1221	2	Confront it (Enter a difficult battle)	Avoid it							3	3			0	0			0	0			0	0			12211	12212			Executioner	You notice danger approaching from afar.	Al Grey Von the Executioner	...Searching...	Creations from the ancient civilization wander the halls of the fortress. Wielding its heavy greatsword, an intelligent machine with self-consciousness will cut down every intruder.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg								Assets/Product/Texture/Image/RoleStory/WuzangNormal01.png							
83	122	1222	5																													Executioner	You decide to start a challenge.	Al Grey Von the Executioner	...Unidentified device approaching... Ready for battle...	Such a dangerous machine should not be left unchecked. It's time to put it to an end.	Prepare for battle!	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg								Assets/Product/Texture/Image/RoleStory/WuzangNormal01.png					70031		
84	122	1223	1																													Executioner	You decide to avoid the fight.	Al Grey Von the Executioner	...Searching... No sign of life detected...	Best to avoid a machine as dangerous as this.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory417.jpg								Assets/Product/Texture/Image/RoleStory/WuzangNormal01.png							
85	123	1231	2	Use 3 Biomimetic Blood to treat him	Dismiss and leave			Heal him	Leave quickly			1	3			1	0			96120	0			3	0			12311	12312			Warrior Who Survived	You found a dying warrior.	Wounded Warrior	Please... help me...	A badly wounded soldier lies motionless in a room at the end of the tunnel. Judging from his state and attire, he must be part of the religious expedition and will not last long if he does not get treated in time.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg								Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png							
86	123	1232	2	Encourage him to join you	He goes back to the ground for recovery.			Proceed to recruitment	Let him go back			3	3			0	0			0	0			0	0			12321	12322			Warrior Who Survived	You saved him.	Wounded Warrior	Thank you for saving my life. I will tell you what happened earlier.	You patch up the lucky survivor and stop his bleeding. As his condition stabilizes, he begins to tell you his story. His expedition was wiped out during a battle with the Guardian, leaving him wandering alone in the tunnel. He searched continuously for a way to the core of the fortress, but to no avail. He advises you to abandon your quest because the other side of the deep sea is not what a mortal can bear.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg								Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png							
87	123	1233	1																													Warrior Who Survived	There's nothing you can do.	Wounded Warrior	I understand that you don't have extra supplies. Go. Don't worry about me.	The horrible state that the warrior is in shakes you to the core, but sadly, without any extra supplies, there's nothing you can do for him but leave.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg								Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png							
88	123	1234	3																													Warrior Who Survived	You chose him.	Wounded Warrior	Thank you for having faith in me. I will fight 'til my last breath.	You gather that an experienced warrior can provide you with a wealth of knowledge down the road and attempt once more to persuade him to follow you into the sea. He agrees without hesitation.	Recruit companion	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg	4	9002			1			Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png							
89	123	1235	3																													Warrior Who Survived	You chose the supplies.	Wounded Warrior	You should choose an item from the box if you insist on going. It'll come in handy.	You thank the warrior for his advice but tell him that you will not stop here. He hands you all of his equipment, hoping that it will turn the odds in your favor.	Open the box	Assets/Product/Texture/Image/BgStory/Bgstory516.jpg	3	2			1			Assets/Product/Texture/Image/RoleStory/ShibingNormal01.png							
90	124	1241	2	Medical supplies obtained	Disassemble this robot			Biomimetic Blood obtained	Disassemble it			3	3			0	0			0	0			0	0			12411	12412			Final Treatment	You meet a medic bot.	Med Bot MK-1	Hi... Do you... require... m-medical attention.	A commercial medic bot from the last century wanders up and down the tunnel. It seems to still be carrying a few sets of medical supplies. You can also disassemble and see what you can find.	Made up your mind	Assets/Product/Texture/Image/BgStory/BgStory570.jpg								Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png							
91	124	1242	3																													Final Treatment	You accept its treatment.	Med Bot MK-1	B-b-b-bat-battery... low. Shutting... down.	As the medic bot takes out medical supplies, it uses up the last bit of its power.	Accept supplies	Assets/Product/Texture/Image/BgStory/BgStory570.jpg	1	96120			3			Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png							
92	124	1243	3																													Final Treatment	You disassemble the robot.	Med Bot MK-1	...	After spending quite some time taking the robot apart, you discover its storage space.	Open the storage space	Assets/Product/Texture/Image/BgStory/BgStory570.jpg	3	1			1			Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png							
93	125	1251	2	Pick up the invitation letter				Proceed to recruitment				3				0				0				0				12511				Discarded Roundtable	You barge in somewhere you don't belong.	Roundtable Lobby	Intense and heavy atmosphere	You accidentally open a secret door in the tunnel and enter a completely different world. An elegant roundtable stands in the middle of the majestic, solemn room. This is a place every outlier dreams of for their beginning and end. On the table, the final invitation awaits.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory529.jpg															
94	125	1252	3																													Discarded Roundtable	You depart from where you don't belong.	Roundtable Lobby	Intense and heavy atmosphere	Neither you nor I have ever been alone, Curse Queller—reads the line on the letter.	Recruit companion	Assets/Product/Texture/Image/BgStory/Bgstory529.jpg	4	9001			1										
95	126	1261	2	Take the Tinbread Cookies	Take an Artifact			Tinbread Cookies obtained	Obtain an Artifact			3	3			0	0			0	0			0	0			12611	12612			Burnt-Out Campfire	You found a camp of another Curse Queller.	Abandoned Campground	Not even a dying ember left in the campfire.	A burnt-out campfire comes into view at one end of the tunnel. It looks abandoned, but neatly arranged in a pile beside it are some Artifacts, Tinbread Cookies, and a simple note that reads, "For the one after me, and the one after."	Made up your mind	Assets/Product/Texture/Image/BgStory/BgStory568.jpg															
96	126	1262	3																													Burnt-Out Campfire	You take the supplies.	Abandoned Campground	You feel a trace of warmth.	You respect the intention of the writer and take the supplies, but leave the Artifacts for whoever might come next.	Accept supplies	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	1	96119			12										
97	126	1263	3																													Burnt-Out Campfire	You take an Artifact.	Abandoned Campground	You feel a trace of warmth.	You respect the intention of the writer and take an Artifact, but leave the supplies for whoever might come next.	Select Artifacts	Assets/Product/Texture/Image/BgStory/BgStory568.jpg	3	1			1										
98	127	1271	2	Take the Biomimetic Blood offered as a sacrifice	Take the blade offered a as sacrifice	Attempt to interpret the inscriptions (requires activation of Insight)		Biomimetic Blood obtained	Relic obtained	Relic obtained		3	3	3		0	0	0		0	0	0		0	0	0		12711	12712	12713		Crumbled Religious Monument	You discover some mysterious ruins.	Mysterious Ruins	Mysterious and Somber	A crumbling monument stands alone deep inside the tunnel, the letters on it illegible from years of corrosion. Those who would pray to it have long been lost to time, and all that remains is a few relics hidden away in this lightless corner.	Made up your mind	Assets/Product/Texture/Image/BgStory/BgStory571.jpg											1005046				
99	127	1272	3																													Crumbled Religious Monument	You take the offerings at the altar.	Mysterious Ruins	It's time to leave.	You take the Biomimetic Blood that was there as an offering as a gift from thousand years past.	Accept supplies	Assets/Product/Texture/Image/BgStory/BgStory571.jpg	1	96120			5										
100	127	1273	3																													Crumbled Religious Monument	You take the blade from the altar.	Mysterious Ruins	It's time to leave.	You take the blade that was there as an offering. Works of bladesmiths from eons ago must be unlike those from the present. Surely this blade will have its unique uses.	Select Relic	Assets/Product/Texture/Image/BgStory/BgStory571.jpg	2	108			1										
101	127	1274	3																													Crumbling Religious Monument	You take the blade from the altar.	Mysterious Ruins	It's time to leave.	You try to decipher the ancient inscriptions on the monument. The texts tell of a once-magnificent civilization brought down by a sudden catastrophe. As you read, fragmented tales of bygone eras come alive before you, and you seem to gain some insight.	Gain Insight	Assets/Product/Texture/Image/BgStory/BgStory571.jpg	7	6			1										
102	128	1281	2	Accept Branding	Refuse and leave			Curse obtained	Leave quickly			3	3			0	0			0	0			0	0			12811	12812			The Brand of Void	You discover a bizarre palace.	Bizarre Palace	A Statue of the Devil stands erect	At the end of a tunnel that's different from the one leading to the bottom of the ocean is a battered Statue of the Devil. In the Devil's hand is a branding iron, burning eternally as it awaits its next victim who will inherit the Forbidden Brand.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg															
103	128	1282	3																													The Brand of Void	You accept branding.	Bizarre Palace	The statue turns crimson red.	You extend your left arm to let the ancient curse course into your body. The indelible marks that will follow you to your grave burn in your body without a moment's rest. You struggle your way out as you hold in the pain.	Absorb the Brand	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg	2	94			1										
104	128	1283	1																													The Brand of Void	You refuse to be branded.	Bizarre Palace	It is unwise to stay here for long.	Cradle stops you in your tracks. This curse is much more than what someone like you can bear.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory425.jpg															
105	129	1291	2	Use 3 bottles of Biomimetic Blood to forcefully take the gem.	Embed Merlin's Jewel into your right eye	Leave without doing anything		Consume Biomimetic Blood	Embed the Gem	Leave quickly		1	2	3		1	2	0		96120	96	0		3	1	0		12911	12912	12913		Statue of the Crowned	You observed the Statue.	Statue of the Crowned	Stands unwavering	At the very end of a long and bleak tunnel, a statue of someone about to be crowned stands firm in front of you. Embedded in its left eye is a diamond emitting bright, violet shimmers, while the right eye looks strangely empty. After a closer look, you are certain that there are hidden mechanisms.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory579.jpg															
106	129	1292	3																													Statue of the Crowned	You destroyed the statue	Statue of the Crowned	Stands unwavering	You smash through the statue's secret mechanisms with brute force, damaging the gem in the process.	Remove the Gem	Assets/Product/Texture/Image/BgStory/BgStory579.jpg	2	98			1										
107	129	1293	1																													Statue of the Crowned	You leave the place	Statue of the Crowned	Stands unwavering	You are not interested in the statue and decide to carry on with your journey.	Continue Journey	Assets/Product/Texture/Image/BgStory/BgStory579.jpg															
108	129	1294	2	Retrieve Merlin's Jewel	Take the Amethyst of the Indigo Waves			Retrieve the gem	Gem obtained			3	1			0	2			0	96			0	1			12941	12942			Statue of the Crowned	A hidden compartment of the statue pops out	Statue of the Crowned	A crackling noise is coming out of the hidden compartment.	After a few low rumbles, a hidden compartment on the statue pops out. You figure out the mechanisms in the statue and realize that you need to choose between the gem embedded in the right and left eye sockets.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory579.jpg															
109	129	1295	1																													Statue of the Crowned	A hidden compartment of the statue pops back in	Statue of the Crowned	A crackling noise is coming out of the hidden compartment.	There is something about this gem that speaks to you and you decide to keep it.	Continue Journey	Assets/Product/Texture/Image/BgStory/BgStory579.jpg														150009	
110	129	1296	3																													Statue of the Crowned	A hidden compartment of the statue pops back in	Statue of the Crowned	A crackling noise is coming out of the hidden compartment.	The glimmering purple gem is more to your liking and you decide to take it.	Continue Journey	Assets/Product/Texture/Image/BgStory/BgStory579.jpg	2	97			1										
111	130	1301	2	Confront it (Enter a difficult battle)	Avoid it			Enter the Challenge	Leave quickly			3	3			0	0			0	0			0	0			13011	13012			An end named "Lunacy"	You notice danger approaching from afar.	Beelzebub the Ludicrous	Knowledge... I must find more knowledge...	Countless have fallen and lost their souls on the way in their endless search for the origin of the world. The crazed young man in front of you is only but one.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory568.jpg								Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png							
112	130	1302	5																													An end named "Lunacy"	You decide to start a challenge.	Beelzebub the Ludicrous	You... Do you wish to become my knowledge...?	It is time to put these vile sins to an end.	Prepare for battle!	Assets/Product/Texture/Image/BgStory/BgStory568.jpg								Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png					70041		
113	130	1303	1																													An End Named "Lunacy"	You notice danger approaching from afar.	Beelzebub the Ludicrous	Knowledge... Knowledge...	The future might hold many unknown dangers. It's better not to risk it all now.	Continue Journey	Assets/Product/Texture/Image/BgStory/BgStory568.jpg								Assets/Product/Texture/Image/RoleStory/JiabailieNormal01.png							
114	131	1311	2	Place 10 Tinbread Cookies on the altar.	You are not interested in these altars.			Consume Tinbread Cookies	Leave quickly			1	3			1	0			96119	0			10	0			13111	13112			Crimson Altar	You discover a strange altar.	Blood-red Altar	It demands an offering.	A mahogany altar sits quietly in the corner of the aquarium, its surfaces a relief showing various legendary crimson creatures. The bottom of the altar is rigged with hidden mechanisms and requires a sacrifice to activate.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg															
115	131	1312	3																													Crimson Altar	You present it with an offering.	Blood-red Altar	It is satisfied.	You lay a few coins onto the altar and the mechanism on the bottom pops open, showing sacrifices that were hidden out of your sight earlier.	Accept the sacrifices	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg	3	2			1										
116	131	1313	1																													Crimson Altar	You leave the place	Blood-red Altar	It is empty.	You ignore this eerie altar and turn to leave.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory625.jpg															
117	132	1321	2	Use 3 bottles of Biomimetic Blood to complete the painting	Leave silently			Consume Biomimetic Blood	Leave quickly			1	3			1	0			96120	0			3	0			13211	13212			Another starry sky	You notice a starry sky that is missing a piece.	Starry Wall	She is incomplete.	In an open space inside the aquarium, giant murals fill the entire dome. Luminous star clusters gleam in a tranquil night sky, but the giant painting seems to be missing a piece.	Make up your mind	Assets/Product/Texture/Image/BgStory/BgStory590.jpg															
118	132	1322	3																													Another starry sky	Refill with Biomimetic Blood	Starry Wall	She is complete.	As you finish filling the missing part of the sky with Biomimetic Blood instead of paint, all the stars on the screen explode in rainbow colors. The sky cracks in half before the remains of a meteor fall from it. It is a product not of the civilizations of this world.	Relic obtained	Assets/Product/Texture/Image/BgStory/BgStory590.jpg	2	118			1										
119	132	1323	1																													Another starry sky	You leave the place	Starry Wall	She is wailing.	You don't feel qualified to participate in the restoration of such a masterpiece and leave silently.	Continue Journey	Assets/Product/Texture/Image/BgStory/BgStory590.jpg															
120	133	1331	2	Take the remaining Tinbread Cookies	Take the last invitation letter			Tinbread Cookies obtained	Proceed to recruitment			3	3			0	0			0	0			0	0			13311	13312			Crimson Saint	You discover a mysterious hall.	Mysterious Hall	Eerily silent and desolate	Deep in the aquarium is a tiny hall built by believers of an ancient forbidden faith to worship the crimson creatures. Inside the abandoned hall, a girl in a deep crimson robe rests motionlessly on a chair. This is where the last successor of this forbidden faith took her last breath.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg															
121	133	1332	3																													Crimson Saint	Inheritance obtained	Mysterious Hall	Eerily silent and desolate	The church left behind a considerable amount of wealth. Though it is not rightfully yours, you can probably put it to better use.	Accept the Tinbread Cookies	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg	1	96119			9										
122	133	1333	3																													Crimson Saint	Take the secret scripture	Mysterious Hall	Eerily silent and desolate	You take the scripture left by the church that contains a thorough map of the deep sea. The aquarium has a lot more passages than you thought and footsteps of the Roundtable echo through the walls. Perhaps you will be lucky enough to find survivors of the Crimson Corrosion.	Proceed to recruitment	Assets/Product/Texture/Image/BgStory/Bgstory622.jpg	4	9001			1										
123	134	1341	2	Clean up the battlefield	Scan your surroundings			Search for Artifacts	Look for your companions			3	3			0	0			0	0			0	0			13411	13412			Remnants of Gunfire	You discover a historic battlefield.	A historic battlefield	Scarred and wasted	At the end of a narrow passage is a vast expanse of space. It looks to be a historic battle site littered with countless remains of crimson creatures and bits of machines piled into heaps. Thousands of years have not washed away any signs of the ghastly, bleak devastation.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg															
124	134	1342	3																													Remnants of Gunfire	You cleaned up the battlefield.	A historic battlefield	Scarred and wasted	You explore the remnants of this battle. The sky has been silent for thousands of dawns and dusks, but many of the supplies are still usable.	Choose Artifacts	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg	3	1			1										
125	134	1343	3																													Remnants of Gunfire	You try to search for traces of others.	A historic battlefield	Scarred and wasted	You explore the area around the ancient battlefield. You meet a few adventurers from the Ancient Roundtable who have set up camp near the ruins, but after decades of wandering, they are happy to join your cause.	Recruit companion	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg	4	9001			1										
126	135	1351	2	Explore the area to see if you can find anything				Look for supplies				3				0				0				0				13511				Dusty Memories	You discovered gigantic remains.	Hall of Remains	Filled with despair	Deep inside the aquarium, in an unusually spacy area, stand the remains of a mechanical structure built using ancient technology. It looks to be part of a giant building, but its appearance is a reminder of the ship named "Eden" in the Mythical Age that once carried the heroes. Now, however, it lies at the bottom of the world as if to seal away with it all the legends from the beginning of time.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory610.jpg															
127	135	1352	3																													Dusty Memories	There is nothing you can do.	Hall of Remains	Filled with despair	Unfortunately, you failed to find a way into the remains, as if it were trying to reject the visits of those after its time. You search for supplies around the remains and leave disappointed.	Collect supplies	Assets/Product/Texture/Image/BgStory/Bgstory610.jpg	1	96120			4										
128	136	1361	2	Accept the gift				Accept the gift				3				0				0				0				13611				Before the journey ends...	She returns.	Cradle	Curse Queller... your journey's end is within your reach... Please accept my gift...	The long, arduous journey is coming to an end and the girl's duty will end with it, but she still wishes to be of service to you while it lasts.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory624.jpg								Assets/Product/Texture/Image/RoleStory/V130mlnNormal05.png							
129	136	1362	3																													Before the journey ends...	She leaves for a short while.	Cradle	Thank you... Curse Queller...	No matter where you end up, she will be there to witness your destiny.	Accept the gift	Assets/Product/Texture/Image/BgStory/Bgstory624.jpg	3	1			1			Assets/Product/Texture/Image/RoleStory/V130mlnNormal04.png							
130	137	1371	2	Be ready and leave no regrets				Look carefully				3				0				0				0				13711				Approaching Tide	With determination in your eyes	Somber Tunnel	Water that hits the curtains over and over sounds like the rise and fall of the waves.	The end of your journey is near as the low rumbles of the tide get louder. You check your equipment to make sure you are ready for what's to come.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg															
131	137	1372	3																													Approaching Tide	You are ready.	Somber Tunnel	Water that hits the curtains over and over sounds like the rise and fall of the waves.	You clear out the entire perimeter, taking anything that might be of use for what's coming.	Recruit companion	Assets/Product/Texture/Image/BgStory/Bgstory623.jpg	4	9001			1										
132	138	1381	2	Accept Branding	Refuse and leave			Blessing obtained	Leave			3	3			0	0			0	0			0	0			13811	13812			The Brand of Infinity	You discover a sacred palace.	Pristine Palace	A Statue of the Angle stands erect	At an eerie corner of the ocean bottom, you discover a sacred palace, where an ivory white angle stands in the center. With a branding iron that burns eternally in its hand, it's ready to bless the next believer with its divine prayers.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory506.jpg															
133	138	1382	3																													The Brand of Infinity	You accept branding.	Pristine Palace	The statue turns pure white.	You extend your right arm to let the ancient blessing trickle into your body. Golden marks that shine eternally purify every inch of your body. You enjoy feeling as light as air as you gently float out.	Absorb the Brand	Assets/Product/Texture/Image/BgStory/Bgstory506.jpg	2	95			1										
134	138	1383	1																													The Brand of Infinity	You refuse to be branded.	Pristine Palace	It's time to leave.	Cradle stops you in your tracks. This blessing may not be what it seems.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory506.jpg															
135	139	1391	2	Help him escape (Enter a difficult battle)	Avoid it			Enter the Challenge	Leave			3	3			0	0			0	0			0	0			13911	13912			Seduced by the Abyss	You notice danger approaching from afar.	Grey	...Who did this...	In the deep depths of the sea, wails of the lost can be heard not far away. Ghosts of war roaming the shore of the abyss yearn to be freed.	Make up your mind	Assets/Product/Texture/Image/BgStory/Bgstory626.jpg								Assets/Product/Texture/Image/RoleStory/KamuNomal01.png							
136	139	1392	5																													Seduced by the Abyss	You decide to start a challenge.	Grey	You... It's you... It's gotta be you!	You can't bear to leave him to suffer alone and decides to set him free.	Prepare for battle!	Assets/Product/Texture/Image/BgStory/Bgstory626.jpg								Assets/Product/Texture/Image/RoleStory/KamuNomal01.png					70051		
137	139	1393	1																													Abyssal Captive	You decide to avoid the fight.	Grey	I want to go back home... my real home...	Such agonizing wails must spell danger. Better make a detour.	Continue Journey	Assets/Product/Texture/Image/BgStory/Bgstory626.jpg								Assets/Product/Texture/Image/RoleStory/KamuNomal01.png							
138	140	1401	1																													Ocean Guardian	The Ocean Guardian glares at you from atop a watch tower.	Entrance to the Sea		You arrive at the end of the fortress where the underwater tunnel begins. The Guardian has been waiting for you.	Face her	Assets/Product/Texture/Image/BgStory/Bgstory399.jpg								Assets/Product/Texture/Image/RoleStory/LamiyaNormal01.png							1402
139	140	1402	1																													Ocean Guardian	The Ocean Guardian raises its spear.	Ocean Guardian	Guardian of the Ocean. Gatekeeper of Forbiddance.	The unfortunate soul destined to be trapped by ignorance.	Continue	Assets/Product/Texture/Image/BgStory/Bgstory399.jpg								Assets/Product/Texture/Image/RoleStory/LamiyaNormal01.png							1403
140	140	1403	1																													Ocean Guardian	The Ocean Guardian gives a warning.	Ocean Guardian	Guardian of the Ocean. Gatekeeper of Forbiddance.	Your wishful thinking must be quenched.	Continue	Assets/Product/Texture/Image/BgStory/Bgstory399.jpg								Assets/Product/Texture/Image/RoleStory/LamiyaNormal01.png							1404
141	140	1404	1																													Ocean Guardian	The Ocean Guardian leaps down from its towering lookout as the sky churns and dims.	Cradle	Guide	...	Continue	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg								Assets/Product/Texture/Image/RoleStory/V130mlnNormal06.png							1405
142	140	1405	5																													Ocean Guardian	The Ocean Guardian prepares for battle.	Cradle	Guide	The only way through is to defeat her.	Prepare for battle!	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg								Assets/Product/Texture/Image/RoleStory/V130mlnNormal03.png					30081		
143	141	1411	1																													After Clash	The Tree Guardian has been defeated.	Entrance to the Sea	Opening slowly	The last trace of the Guardian fades as the entrance to the ocean depths opens.	Continue	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg															1412
144	141	1412	2	Enter the tunnel (Continue with journey)	Look around (Future choice)			Continue Journey	Look around			3	3			0	0			0	0			0	0			14121	14122			After Clash	The entrance to the sea is opening up slowly.	Cradle	Guide	Let's go. We're now one step closer to our goal.	Made up your mind	Assets/Product/Texture/Image/BgStory/Bgstory398.jpg								Assets/Product/Texture/Image/RoleStory/V130mlnNormal04.png							
