Id	TaskId[1]	TaskId[2]	TaskId[3]	TaskId[4]	TaskId[5]	TaskId[6]	TaskId[7]	TaskId[8]	TaskId[9]	TaskId[10]	TaskId[11]	TaskId[12]	TaskId[13]	TaskId[14]	TaskId[15]	TaskId[16]	TaskId[17]	TaskId[18]	TaskId[19]	TaskId[20]	TaskId[21]	TaskId[22]	TaskId[23]	TaskId[24]	TaskId[25]	TaskId[26]	TaskId[27]	TaskId[28]	TaskId[29]	TaskId[30]	TaskId[31]	TaskId[32]	TaskId[33]	TaskId[34]	TaskId[35]	TaskId[36]	TaskId[37]	TaskId[38]	TaskId[39]	TaskId[40]	TaskId[41]	TaskId[42]	TaskId[43]	TaskId[44]	TaskId[45]	TaskId[46]	TaskId[47]	TaskId[48]	TaskId[49]	TaskId[50]	TaskId[51]	TaskId[52]	TaskId[53]	TaskId[54]	TaskId[55]	TaskId[56]	DayTaskId[1]	DayTaskId[2]	DayTaskId[3]	DayTaskId[4]	DayTaskId[5]	DayTaskId[6]	DayTaskId[7]	TimeId	PlayerCondition[1]	Duration	WeekTaskId[1]	WeekTaskId[2]	WeekTaskId[3]	WeekTaskId[4]	WeekTaskId[5]	ReissueMailId
529	120531	120532	120534	120535	120536	120537	120547	120564	120550	120551	120552	120565																																																				39454								
530	120538	120539	120540																																																													39705								
531	120541																																																															39806								
532	120542																																																															39805								
533	120543																																																															39110								
534	120544																																																															39458								
535	99834	99835	99836	99837	99838	99839	99840	99841																																																								39912								
536	99800	99801	99802	99803	99804	99805	99806	99807	99808	99809	99810	99811	99812	99813	99814	99815	99816	99817	99818	99819	99820	99821	99822	99823	99824	99825	99826	99827	99828	99829	99830	99831	99832	99833	99869	99870	99871	99872	99873	99874	99931	99932	99933	99934	99935	99936	99702	99703	99704	99705	99706	99707	99708	99709	99710	99711								34								
537	40835	40836	40837	40838	40839	40840	40841	40842	40843	40844																																																						40028								
538	82229	82230	82231	82232	82233																																																											40101								
539	82234	82235	82236	82237	82238	82239	82240	82241	82242																																																							40101								
540	82243	82244	82245	82246																																																												40101								
541																																																									12509	12510	12511					40102								
542	240496	240497	240498	240499	240500																																																											11951								
570	240501	240502	240503	240504	240505																																																											11952								
1003	2120021	2120022	2120023	2120024	2120025	2120026	2120027	2120028	2120029	2120030																																															2120020							10030								
10001																																																									3000001	3000002	3000003	3000004	3000005			1400005								
10002	3000006	3000007																																																														1400005								
10003																																																									3000010	3000011						1400006								
10004	3000012	3000013	3000014	3000015	3000016	3000017	3000018	3000019	3000020	3000021	3000022	3000023																																																				1400006								
10005	2120031	2120032	2120033	2120034	2120035																																																											1400012								
10006	2120040	2120041	2120042																																																						2120043	2120044	2120045	2120046	2120047			1400013								
1001																																																																								
1002	3000006	3000007																																																																						
3000100	3000103	3000104																																																																						
3000110	3000110	3000111	3000112	3000113	3000114																																																																			
3000120																																																																								
3000130	3000126	3000127	3000128	3000129	3000130																																																																			
3000150	3000150	3000151	3000152	3000153	3000154	3000155																																																																		
3000160	3000161	3000162	3000163																																																													2160000								
3000170																																																																2160001								
3000171	3000173	3000174	3000175																																																													2160001								
3000180																																																									3000190	3000191	3000192	3000193	3000194	3000195		2160113								
3000181	3000196	3000197	3000198	3000199	3000200																																																											2160113								
3000190	3000210	3000211	3000212																																																						3000213	3000214	3000215	3000216	3000217			2160132								
3000200	3000250	3000251	3000252	3000253	3000254	3000255	3000256	3000257	3000258	3000259																																															3000260							2160359								
3000201	3000270	3000271	3000272	3000273	3000274																																																											2160395								
3000202	3000275	3000276	3000277	3000278	3000279	3000280	3000281	3000282	3000283																																																							2160395								
3000203	3000284	3000285	3000286	3000287																																																												2160395								
3000204	3000288	3000289	3000290	3000291	3000292	3000293	3000294	3000295	3000296	3000297	3000298	3000299	3000300	3000301	3000302	3000303	3000304	3000305	3000306	3000307	3000308	3000309	3000310	3000311	3000312	3000313	3000314	3000315	3000316	3000317	3000318	3000319	3000320	3000321	3000322	3000323	3000544	3000545	3000546	3000547																								2160420								
3000205	3000523	3000524	3000525	3000526	3000527	3000528	3000529	3000530	3000531	3000532	3000533	3000534	3000535	3000536	3000537	3000538	3000539	3000540	3000541	3000542																																												2160408								
3000206																																																																2160409			3000554	3000555	3000620	3000621	3000622	
3000207																																																																2160424			3000797	3000798	3000799	3000800	3000801	
3000208	3000802	3000803	3000804	3000805	3000806	3000807	3000808	3000809	3000810	3000811	3000812	3000813	3000814	3000815	3000816	3000817	3000818	3000819	3000820	3000821	3000822	3000823	3000825	3000826	3000829	3000831	3000832	3000833	3000835	3000836	3000837	3000839																																2160427								
3000209	3000840	3000841	3000842	3000843	3000844																																																											2160438								
3000210	3000845	3000846	3000847	3000848	3000849	3000850	3000851	3000852																																																								2160438								
3000211	3000853	3000854	3000855	3000856	3000857																																																											2160438								
3000212	3000963	3000964	3000965	3000966	3000967																																																											2160461								
3000213	3000968	3000969	3000970	3000971	3000972	3000973	3000974	3000975																																																								2160461								
3000214	3000977	3000978	3000979	3000980	3000981																																																											2160461								
3000215	3000987	3000988	3000989	3000990	3000991	3000992	3000993	3000994	3000995	3000996	3000997	3000998	3000999	3001000	3001001	3001002	3001003	3001004	3001005	3001006	3001007	3001008	3001009	3001010	3001011	3001012	3001013	3001014	3001015	3001016	3001017	3001018																																2160467								
3000216																																																																2160468			3000982	3000983	3000984	3000985	3000986	
3000217	3001019	3001020	3001021	3001022	3001023	3001024	3001025	3001026	3001027	3001028	3001029	3001030	3001031	3001032	3001033	3001034	3001035	3001036	3001037	3001038																																												2160469								
3000218	3001132	3001133	3001134	3001135	3001136	3001137	3001138	3001139	3001140	3001141	3001142	3001143	3001144	3001145	3001146	3001147	3001148	3001149	3001150	3001151	3001152	3001153	3001154	3001155	3001156	3001157	3001158	3001159	3001160	3001161																																		2160485								
3000219																																																																2160486			3001162	3001163	3001164	3001165	3001166	
3000220	3001167	3001168	3001169	3001170	3001171																																																											2160489								
3000221	3001172	3001173	3001174	3001175	3001176	3001177	3001178	3001179																																																								2160489								
3000222	3001180	3001181	3001182	3001183	3001184																																																											2160489								
3000223	3001297	3001298	3001299	3001300	3001301	3001302	3001303	3001304	3001305	3001306	3001307	3001308	3001309	3001310	3001311	3001312	3001313	3001314	3001315	3001316	3001317	3001318	3001319	3001320	3001321	3001322	3001323	3001324	3001325	3001326	3001327	3001328	3001329	3001330	3001331																													2160524								
3000224																																																																2160525			3001272	3001273	3001274	3001275	3001276	
3000225	3001277	3001278	3001279	3001280	3001281	3001282	3001283	3001284	3001285	3001286	3001287	3001288	3001289	3001290	3001291	3001292	3001293	3001294	3001295	3001296																																												2160526								
3000226	3001446	3001447	3001448	3001449	3001450																																																											2160541								
3000227	3001451	3001452	3001453	3001454	3001455	3001456	3001457	3001458																																																								2160541								
3000228	3001459	3001460	3001461	3001462	3001463																																																											2160541								
3000229	3001494	3001495	3001496	3001497	3001498																																																											2160571								
3000230	3001499	3001500	3001501	3001502	3001503	3001504	3001505	3001506																																																								2160571								
3000231	3001507	3001508	3001509	3001510	3001511																																																											2160571								
3000232																																																									12503	12504	12505					38609								
3000233	3001643	3001644	3001645	3001646	3001647																																																											41802								
3000234	3001587	3001588	3001589	3001590	3001591	3001592	3001593	3001594	3001595	3001596	3001597	3001598	3001599	3001600	3001601	3001602	3001603	3001604	3001605	3001606	3001607	3001608	3001609	3001610	3001611	3001612	3001613	3001614	3001615	3001616	3001617	3001618	3001619	3001620	3001621																													2160590								
3000235																																																																2160591			3001555	3001556	3001557	3001558	3001559	
3000236	3001560	3001561	3001562	3001563	3001564	3001565	3001566	3001567	3001568	3001569	3001570	3001571	3001572	3001573	3001574	3001575	3001576	3001577	3001578	3001579																																												2160592								
543																																																																40604								
544	120553	120554	120555																																																													40901								
545	120556																																																															40301								
546	120557																																																															40302								
547	120558																																																															40303								
548	91142	91143	91144	91145	91146																																																											40112								
549	82247	82248	82249	82250	82251																																																											41401								
550	82252	82253	82254	82255	82256	82257	82258	82259																																																								41401								
551	82260	82261	82262	82263	82264																																																											41401								
554	99898	99899	99901	99902	99903	99904	99905	99906	99907	99908	99909	99910	99911																																																			41501								
555	99954	99955	99956	99957	99958																																																											41802								
556	99960	99961	99962	99963	99964	99965	99966	99967	99968	99969	99970	99971	99972	99973	99974	99975	99976	99977	99978	99979	99980	99981	99982	99983	99984																																							42102								
557																																																									12512	12513	12514					41803								
558	120559	120560	120561	120562	120563	120564	120565																																																									41905								
559	120566	120567	120568																																																													41808								
560	120569																																																															41603								
561	120570																																																															41604								
562	120571																																																															41605								
563	120572																																																															41101								
564	120573																																																															41101								
565	120574																																																															41101								
566	120575																																																															41101								
567																																																									12515	12516	12517					42508								
571	99770	99771	99772	99773	99774	99775	99776	99777	99778	99779	99780																																																					42711								
572	99742	99743	99744	99745	99746	99747	99748	99749	99750	99751	99752	99753	99754	99755	99756	99757	99758	99759	99760	99761	99762	99763	99764	99765	99766	99767	99768	99769																																				43001								
573	240506	240507	240508	240509	240510																																																											11953								
574	91147	91148	91149	91150	91151																																																											42702								
575	120576	120577	120578	120579	120580	120581	120582																																																									42957								
576	120583	120584	120585																																																													42911								
577	120586																																																															42401								
578	120587																																																															42402								
579	120588																																																															42101								
580	120589																																																															42404								
581	240511	240512	240513	240514	240515																																																											11954								
591	10000	10001	10002	10003	10004	10005	10006	10007																																																								43301								
592																																																									10008	10009	10010	10011	10012	10013		43301								
593	10014	10015	10016	10017	10018	10019	10020	10021	10022	10023	10024	10025																																																				43301								
594	91152	91153	91154	91155	91156																																																											43902								
595																																																									12529	12530	12531					43601								
596	12518	12519	12520	12521	12522	12523	12524	12525																																																								43510								
597																																																																151			12526	12527	12528			
598	12535	12536	12537	12538	12539	12540	12541	12542																																																								45101								
599	12543	12544	12545	12546	12547	12548																																																										46301	845030							
602	140229	140230	140231	140232	140233	140234	140235	140236																																																								48035								
610	120603	120604																																																														44101								
611	120605	120606																																																														44108								
612	120607	120608																																																														44109								
613	120609	120610	120611	120612																																																												44110								
614	120613																																																															44111								
615	120590	120591	120592	120593	120594	120595	120596	120597																																																								43505								
616	120598	120599	120600																																																													43911								
617	120601																																																															43201								
618	120602																																																															43202								
619	99781	99782	99783	99784	99785	99786	99787	99788	99789	99790	99791																																																					44901								
620	91157	91158	91159	91160	91161																																																											44402								
621	40845	40846	40847	40848	40849	40850	40851	40852																																																								44601								
622																																																									12532	12533	12534					44410								
623	140001	140002	140003	140004	140005	140006	140007	140008																																																								44910								
3000237	3001622	3001623	3001624	3001625	3001626																																																											2160604								
3000238	3001627	3001628	3001629	3001630	3001631	3001632	3001633	3001634																																																								2160604								
3000239	3001635	3001636	3001637	3001638	3001639																																																											2160604								
624	140009	140010	140011	140012	140013																																																											11955								
625	10045	10046	10047	10048	10051	10053	10055	10057																																																								45501								
627	120614	120615	120616	120617	120618	120619	120620	120621																																																								44555								
628	120622	120623	120624																																																													44704								
629	120625																																																															44702								
630	120626																																																															44703								
631	120627																																																															44705								
632	120628																																																															44501								
633	99037																																																															45601								
634	140014	140015	140016	140017	140018	140019	140020	140021	140022	140023	140024	140025	140026	140027	140028	140029																																																45201								
635	140030	140031	140032	140033	140034	140035	140036	140037	140038	140039	140040	140041	140042	140043	140044	140045																																																45201								
636	91162	91163	91164	91165	91166																																																											45712								
637	140071	140072	140073	140074	140075	140076	140077	140078	140079	140080	140081	140082																																																				46930								
638	140083	140084	140085	140086	140087																																																											46930								
639																																																									12400	12401	12402					45715								
640	120629	120630	120631	120632	120633	120634																																																										45106								
641	120635	120636	120637																																																													45301								
642	120638																																																															45802								
643	120639																																																															45803								
644	150001	150002	150003	150004	150005	150006	150007																																																									46101								
645	150008	150009	150010	150011	150012	150013	150014																																																									46102								
646	150015	150016	150017	150018	150019	150020	150021																																																									46103								
647	150022	150023	150024	150025	150026	150027	150028																																																									46104								
648	140066	140067	140068	140058	140059	140060	140061	140062	140063	140064	140065																																																					46401								
649	120640																																																															45803								
650																																																																46301								
651	91167	91168	91169	91170	91171																																																											46710								
652																																																									120662	120663	120664					46707								
653	120641	120642	120643	120644	120645	120646	120647																																																									46902								
659	120648																																																															46902								
660	120649	120650	120651																																																													46201								
661	120652																																																															46203								
662	120653																																																															46204								
663	120654																																																															46921								
664	120655																																																															46921								
665	120656																																																															46921								
666	120657																																																															46921								
667	120658																																																															46920								
668	120659																																																															46920								
669	120660																																																															46920								
670	120661																																																															46920								
671																																																									99792	99793	99794					47351								
672	99795	99796	99797	99798	99799																																																											47351								
701	990099																																																															47001								90144
702	150029	150030	150031	150032	150033	150034	150035																																																									47401								
703	150036	150037	150038	150039	150040	150041	150042																																																									47402								
704	150043	150044	150045	150046	150047	150048	150049																																																									47403								
705	150050	150051	150052	150053	150054	150055	150056																																																									47404								
706	140088	140089	140090																																																						140091							47501								
707	140106	140107	140108	140109	140110	140111	140112	140113	140114	140115	140116	140117	140207	140208	140209	140210	140211																																																							
708	140118	140119	140120	140121	140122	140123																																																										47121								
709	91172	91173	91174	91175	91176																																																											47704								
710	120665	120666	120667	120668	120669	120670																																																										47920								
711	120671	120672	120673																																																													47101								
712	120674																																																															47408								
713	120675																																																															47406								
714	120676																																																															47407								
715	120677																																																															47911								
716																																																									12549	12550	12551					47702								
717	100150	100151	100152	100153	100154	100155	100156	100157	100158	100159	100160	100161																																																				48128								
718	240810	240811	240812	240813	240814	240815	240816	240817	240818	240819	240820	240821	240822	240823	240824	240825																																																48501								
719	240830	240831	240832																																																																					
720	240801	240802	240803	240804	240805	240806	240807	240808	240809	240826	240827	240828	240829																																																			48501								
721																																																									12552	12553	12554					48119								
723	240763	240764	240765																																																													48820								
726	91177	91178	91179	91180	91181																																																											48112								
727	120678	120679	120680	120681	120682	120683	120684																																																									48121								
728	120685																																																															48706								
729	120686	120687	120688																																																													48705								
730	120689																																																															48704								
731	120690																																																															48702								
732	120691																																																															48701								
733	140200	140201	140202	140203	140204																																																											48801								
734	99044																																																															48135								
735	140212	140213	140214	140215	140216	140217	140218	140219	140220																																																							48601								
