Id	SourceGroupId	Type	Priority	PreTaskId	Result	RewardId	GroupId	LoginVisible	Condition[0]	StartTime	EndTime
3001108	0	2	9880	0	1	5002489	0	0	2012	2025/5/14 7:00	2025/6/25 7:00
3001109	0	2	9870	0	1	5002490	0	0	2013	2025/5/14 7:00	2025/6/25 7:00
3001110	0	2	9860	0	100	5002491	0	0	2014	2025/5/14 7:00	2025/6/25 7:00
3001111	0	2	9550	0	200	5002492	0	0	2015	2025/5/14 7:00	2025/6/25 7:00
3001112	0	2	9540	0	300	5002493	0	0	2016	2025/5/14 7:00	2025/6/25 7:00
3001113	0	2	9830	0	1	5002494	0	0	2017	2025/5/14 7:00	2025/6/25 7:00
3001114	0	2	9810	0	1	5002496	0	0	2018	2025/5/14 7:00	2025/6/25 7:00
3001115	0	2	9770	0	3	5002497	0	0	2019	2025/5/14 7:00	2025/6/25 7:00
3001116	0	2	9790	0	3	5002498	0	0	2020	2025/5/14 7:00	2025/6/25 7:00
3001117	0	2	9890	0	1	5002495	0	0	2021	2025/5/14 7:00	2025/6/25 7:00
3001118	0	2	9800	0	1	5002499	0	0	2022	2025/5/14 7:00	2025/6/25 7:00
3001119	1001	3	9790	0	1	5002470	0	0	30001	2025/5/19 7:00	2025/6/30 7:00
3001120	1001	3	9780	0	2	5002471	0	0	30002	2025/5/19 7:00	2025/6/30 7:00
3001121	1001	3	9770	0	3	5002472	0	0	30003	2025/5/19 7:00	2025/6/30 7:00
3001122	1001	3	9760	0	4	5002473	0	0	30004	2025/5/19 7:00	2025/6/30 7:00
3001123	1001	3	9750	0	5	5002474	0	0	30005	2025/5/19 7:00	2025/6/30 7:00
3001124	1001	3	9740	0	6	5002475	0	0	30006	2025/5/19 7:00	2025/6/30 7:00
3001125	1001	3	9730	0	200000	5002476	0	0	30011	2025/5/19 7:00	2025/6/30 7:00
3001126	1001	3	9720	0	400000	5002477	0	0	30012	2025/5/19 7:00	2025/6/30 7:00
3001127	1002	3	9710	0	1	5002478	0	0	30013	2025/5/19 7:00	2025/6/30 7:00
3001128	1002	3	9700	0	2	5002479	0	0	30014	2025/5/19 7:00	2025/6/30 7:00
3001129	1002	3	9690	0	100000	5002480	0	0	30019	2025/5/19 7:00	2025/6/30 7:00
3001130	1002	3	9680	0	200000	5002481	0	0	30026	2025/5/19 7:00	2025/6/30 7:00
3001332	0	2	10000	0	1	5003016	0	0	2000	2025/6/25 7:00	2025/8/6 7:00
3001333	0	2	9635	0	5	5003020	0	0	2003	2025/6/25 7:00	2025/8/6 7:00
3001334	0	2	9960	0	1	5003017	0	0	2004	2025/6/25 7:00	2025/8/6 7:00
3001335	0	2	9650	0	2	5003018	0	0	2005	2025/6/25 7:00	2025/8/6 7:00
3001336	0	2	9640	0	3	5003019	0	0	2006	2025/6/25 7:00	2025/8/6 7:00
3001337	0	2	9530	0	1	5003026	0	0	2016	2025/6/25 7:00	2025/8/6 7:00
3001338	0	2	9880	0	1	5003021	0	0	2012	2025/6/25 7:00	2025/8/6 7:00
3001339	0	2	9870	0	1	5003022	0	0	2013	2025/6/25 7:00	2025/8/6 7:00
3001340	0	2	9860	0	100	5003023	0	0	2014	2025/6/25 7:00	2025/8/6 7:00
3001341	0	2	9550	0	200	5003024	0	0	2015	2025/6/25 7:00	2025/8/6 7:00
3001342	0	2	9540	0	300	5003025	0	0	2016	2025/6/25 7:00	2025/8/6 7:00
3001343	0	2	9830	0	1	5002494	0	0	2017	2025/6/25 7:00	2025/8/6 7:00
3001344	0	2	9810	0	1	5003029	0	0	2018	2025/6/25 7:00	2025/8/6 7:00
3001345	0	2	9770	0	3	5003030	0	0	2019	2025/6/25 7:00	2025/8/6 7:00
3001346	0	2	9790	0	3	5003030	0	0	2020	2025/6/25 7:00	2025/8/6 7:00
3001347	0	2	9890	0	1	5003028	0	0	2021	2025/6/25 7:00	2025/8/6 7:00
3001348	0	2	9800	0	1	5003032	0	0	2022	2025/6/25 7:00	2025/8/6 7:00
3001349	1001	3	9790	0	1	5003003	0	0	30001	2025/6/30 7:00	2025/8/11 7:00
3001350	1001	3	9780	0	2	5003004	0	0	30002	2025/6/30 7:00	2025/8/11 7:00
3001351	1001	3	9770	0	3	5003005	0	0	30003	2025/6/30 7:00	2025/8/11 7:00
3001352	1001	3	9760	0	4	5003006	0	0	30004	2025/6/30 7:00	2025/8/11 7:00
3001353	1001	3	9750	0	5	5003007	0	0	30005	2025/6/30 7:00	2025/8/11 7:00
3001354	1001	3	9740	0	6	5003008	0	0	30006	2025/6/30 7:00	2025/8/11 7:00
3001355	1001	3	9730	0	200000	5003009	0	0	30011	2025/6/30 7:00	2025/8/11 7:00
3001356	1001	3	9720	0	400000	5003010	0	0	30012	2025/6/30 7:00	2025/8/11 7:00
3001357	1002	3	9710	0	1	5003011	0	0	30013	2025/6/30 7:00	2025/8/11 7:00
3001358	1002	3	9700	0	2	5003012	0	0	30014	2025/6/30 7:00	2025/8/11 7:00
3001359	1002	3	9690	0	100000	5003013	0	0	30019	2025/6/30 7:00	2025/8/11 7:00
3001360	1002	3	9680	0	200000	5003014	0	0	30026	2025/6/30 7:00	2025/8/11 7:00
3001464	0	2	10000	0	1	10001	0	0	2000	2025/8/6 7:00	2025/9/19 5:00
3001465	0	2	9635	0	5	10004	0	0	2003	2025/8/6 7:00	2025/9/19 5:00
3001466	0	2	9960	0	1	10005	0	0	2004	2025/8/6 7:00	2025/9/19 5:00
3001467	0	2	9650	0	2	10006	0	0	2005	2025/8/6 7:00	2025/9/19 5:00
3001468	0	2	9640	0	3	10007	0	0	2006	2025/8/6 7:00	2025/9/19 5:00
3001469	0	2	9930	0	300	65480	0	0	120446	2025/8/6 7:00	2025/9/19 5:00
3001470	0	2	9880	0	1	10013	0	0	2012	2025/8/6 7:00	2025/9/19 5:00
3001471	0	2	9870	0	1	10014	0	0	2013	2025/8/6 7:00	2025/9/19 5:00
3001472	0	2	9860	0	100	10015	0	0	2014	2025/8/6 7:00	2025/9/19 5:00
3001473	0	2	9550	0	200	10016	0	0	2015	2025/8/6 7:00	2025/9/19 5:00
3001474	0	2	9540	0	300	10017	0	0	2016	2025/8/6 7:00	2025/9/19 5:00
3001475	0	2	9830	0	1	10018	0	0	2017	2025/8/6 7:00	2025/9/19 5:00
3001476	0	2	9810	0	1	10019	0	0	2018	2025/8/6 7:00	2025/9/19 5:00
3001477	0	2	9770	0	3	10020	0	0	2019	2025/8/6 7:00	2025/9/19 5:00
3001478	0	2	9790	0	3	10021	0	0	2020	2025/8/6 7:00	2025/9/19 5:00
3001479	0	2	9890	0	1	10022	0	0	2021	2025/8/6 7:00	2025/9/19 5:00
3001480	0	2	9800	0	1	10023	0	0	2022	2025/8/6 7:00	2025/9/19 5:00
3001481	1001	3	9790	0	1	5003312	0	0	30001	2025/8/11 7:00	2025/9/22 5:00
3001482	1001	3	9780	0	2	5003313	0	0	30002	2025/8/11 7:00	2025/9/22 5:00
3001483	1001	3	9770	0	3	5003314	0	0	30003	2025/8/11 7:00	2025/9/22 5:00
3001484	1001	3	9760	0	4	5003315	0	0	30004	2025/8/11 7:00	2025/9/22 5:00
3001485	1001	3	9750	0	5	5003316	0	0	30005	2025/8/11 7:00	2025/9/22 5:00
3001486	1001	3	9740	0	6	5003317	0	0	30006	2025/8/11 7:00	2025/9/22 5:00
3001487	1001	3	9730	0	200000	5003318	0	0	30011	2025/8/11 7:00	2025/9/22 5:00
3001488	1001	3	9720	0	400000	5003319	0	0	30012	2025/8/11 7:00	2025/9/22 5:00
3001489	1002	3	9710	0	1	5003320	0	0	30013	2025/8/11 7:00	2025/9/22 5:00
3001490	1002	3	9700	0	2	5003321	0	0	30014	2025/8/11 7:00	2025/9/22 5:00
3001491	1002	3	9690	0	100000	5003322	0	0	30019	2025/8/11 7:00	2025/9/22 5:00
3001492	1002	3	9680	0	200000	5003323	0	0	30026	2025/8/11 7:00	2025/9/22 5:00
3001512	1001	3	9790	0	1	5003312	0	0	30001	2024/8/6 7:00	2024/8/11 7:00
3001513	1001	3	9780	0	2	5003313	0	0	30002	2024/8/6 7:00	2024/8/11 7:00
3001514	1001	3	9770	0	3	5003314	0	0	30003	2024/8/6 7:00	2024/8/11 7:00
3001515	1001	3	9760	0	4	5003315	0	0	30004	2024/8/6 7:00	2024/8/11 7:00
3001516	1001	3	9750	0	5	5003316	0	0	30005	2024/8/6 7:00	2024/8/11 7:00
3001517	1001	3	9740	0	6	5003317	0	0	30006	2024/8/6 7:00	2024/8/11 7:00
3001518	1001	3	9730	0	200000	5003318	0	0	30011	2024/8/6 7:00	2024/8/11 7:00
3001519	1001	3	9720	0	400000	5003319	0	0	30012	2024/8/6 7:00	2024/8/11 7:00
3001520	1002	3	9710	0	1	5003320	0	0	30013	2024/8/6 7:00	2024/8/11 7:00
3001521	1002	3	9700	0	2	5003321	0	0	30014	2024/8/6 7:00	2024/8/11 7:00
3001522	1002	3	9690	0	100000	5003322	0	0	30019	2024/8/6 7:00	2024/8/11 7:00
3001523	1002	3	9680	0	200000	5003323	0	0	30026	2024/8/6 7:00	2024/8/11 7:00
3001525	0	2	10000	0	1	5003344	0	0	2000	2025/9/19 5:00	2025/11/13 5:00
3001526	0	2	9635	0	5	5003348	0	0	2003	2025/9/19 5:00	2025/11/13 5:00
3001527	0	2	9960	0	1	5003345	0	0	2004	2025/9/19 5:00	2025/11/13 5:00
3001528	0	2	9650	0	2	5003346	0	0	2005	2025/9/19 5:00	2025/11/13 5:00
3001529	0	2	9640	0	3	5003347	0	0	2006	2025/9/19 5:00	2025/11/13 5:00
3001530	0	2	9530	0	300	5003354	0	0	2016	2025/9/19 5:00	2025/11/13 5:00
3001531	0	2	9880	0	1	5003349	0	0	2012	2025/9/19 5:00	2025/11/13 5:00
3001532	0	2	9870	0	1	5003350	0	0	2013	2025/9/19 5:00	2025/11/13 5:00
3001533	0	2	9860	0	100	5003351	0	0	2014	2025/9/19 5:00	2025/11/13 5:00
3001534	0	2	9550	0	200	5003352	0	0	2015	2025/9/19 5:00	2025/11/13 5:00
3001535	0	2	9540	0	300	5003353	0	0	2016	2025/9/19 5:00	2025/11/13 5:00
3001536	0	2	9830	0	1	5003355	0	0	2017	2025/9/19 5:00	2025/11/13 5:00
3001537	0	2	9810	0	1	5003357	0	0	2018	2025/9/19 5:00	2025/11/13 5:00
3001538	0	2	9770	0	3	5003358	0	0	2019	2025/9/19 5:00	2025/11/13 5:00
3001539	0	2	9790	0	3	5003359	0	0	2020	2025/9/19 5:00	2025/11/13 5:00
3001540	0	2	9890	0	1	5003356	0	0	2021	2025/9/19 5:00	2025/11/13 5:00
3001541	0	2	9800	0	1	5003360	0	0	2022	2025/9/19 5:00	2025/11/13 5:00
3001542	1001	3	9790	0	1	5003331	0	0	30001	2025/9/22 5:00	2025/11/17 5:00
3001543	1001	3	9780	0	2	5003332	0	0	30002	2025/9/22 5:00	2025/11/17 5:00
3001544	1001	3	9770	0	3	5003333	0	0	30003	2025/9/22 5:00	2025/11/17 5:00
3001545	1001	3	9760	0	4	5003334	0	0	30004	2025/9/22 5:00	2025/11/17 5:00
3001546	1001	3	9750	0	5	5003335	0	0	30005	2025/9/22 5:00	2025/11/17 5:00
3001547	1001	3	9740	0	6	5003336	0	0	30006	2025/9/22 5:00	2025/11/17 5:00
3001548	1001	3	9730	0	200000	5003337	0	0	30011	2025/9/22 5:00	2025/11/17 5:00
3001549	1001	3	9720	0	400000	5003338	0	0	30012	2025/9/22 5:00	2025/11/17 5:00
3001550	1002	3	9710	0	1	5003339	0	0	30013	2025/9/22 5:00	2025/11/17 5:00
3001551	1002	3	9700	0	2	5003340	0	0	30014	2025/9/22 5:00	2025/11/17 5:00
3001552	1002	3	9690	0	100000	5003341	0	0	30019	2025/9/22 5:00	2025/11/17 5:00
3001553	1002	3	9680	0	200000	5003342	0	0	30026	2025/9/22 5:00	2025/11/17 5:00
3001699	0	2	10000	0	1	10001	0	0	2000	2025/11/13 5:00	
3001700	0	2	9635	0	5	10004	0	0	2003	2025/11/13 5:00	
3001701	0	2	9960	0	1	10005	0	0	2004	2025/11/13 5:00	
3001702	0	2	9650	0	2	10006	0	0	2005	2025/11/13 5:00	
3001703	0	2	9640	0	3	10007	0	0	2006	2025/11/13 5:00	
3001704	0	2	9530	0	300	65480	0	0	120446	2025/11/13 5:00	
3001705	0	2	9880	0	1	10013	0	0	2012	2025/11/13 5:00	
3001706	0	2	9870	0	1	10014	0	0	2013	2025/11/13 5:00	
3001707	0	2	9860	0	100	10015	0	0	2014	2025/11/13 5:00	
3001708	0	2	9550	0	200	10016	0	0	2015	2025/11/13 5:00	
3001709	0	2	9540	0	300	10017	0	0	2016	2025/11/13 5:00	
3001710	0	2	9830	0	1	10018	0	0	2017	2025/11/13 5:00	
3001711	0	2	9810	0	1	10019	0	0	2018	2025/11/13 5:00	
3001712	0	2	9770	0	3	10020	0	0	2019	2025/11/13 5:00	
3001713	0	2	9790	0	3	10021	0	0	2020	2025/11/13 5:00	
3001714	0	2	9890	0	1	10022	0	0	2021	2025/11/13 5:00	
3001715	0	2	9800	0	1	10023	0	0	2022	2025/11/13 5:00	
3001716	1001	3	9790	0	1	5003312	0	0	30001	2025/11/17 5:00	2026/3/23 5:00
3001717	1001	3	9780	0	2	5003313	0	0	30002	2025/11/17 5:00	2026/3/23 5:00
3001718	1001	3	9770	0	3	5003314	0	0	30003	2025/11/17 5:00	2026/3/23 5:00
3001719	1001	3	9760	0	4	5003315	0	0	30004	2025/11/17 5:00	2026/3/23 5:00
3001720	1001	3	9750	0	5	5003316	0	0	30005	2025/11/17 5:00	2026/3/23 5:00
3001721	1001	3	9740	0	6	5003317	0	0	30006	2025/11/17 5:00	2026/3/23 5:00
3001722	1001	3	9730	0	200000	5003318	0	0	30011	2025/11/17 5:00	2026/3/23 5:00
3001723	1001	3	9720	0	400000	5003319	0	0	30012	2025/11/17 5:00	2026/3/23 5:00
3001724	1002	3	9710	0	1	5003320	0	0	30013	2025/11/17 5:00	2026/3/23 5:00
3001725	1002	3	9700	0	2	5003321	0	0	30014	2025/11/17 5:00	2026/3/23 5:00
3001726	1002	3	9690	0	100000	5003322	0	0	30019	2025/11/17 5:00	2026/3/23 5:00
3001727	1002	3	9680	0	200000	5003323	0	0	30026	2025/11/17 5:00	2026/3/23 5:00
140107	0	108	9900	0	1	69106	0	0	140120		
140108	0	108	9800	0	1	69107	0	0	140121		
140109	0	108	9700	0	1	69108	0	0	140122		
140110	0	108	9600	0	1	69109	0	0	140123		
7801	0	71	10000	0	15	701221	0	0	7801		
7802	0	71	9990	0	18	701222	0	0	7802		
7803	0	71	9980	0	3	701223	0	0	7803		
7804	0	71	9970	0	10	701224	0	0	7804		
7805	0	71	9960	0	2	701225	0	0	7805		
7806	0	71	9950	0	3	701226	0	0	7806		
7807	0	71	9940	0	3	701227	0	0	7807		
7808	0	71	9930	0	1	701228	0	0	7808		
7811	0	71	9920	0	3	701229	0	0	7811		
7812	0	71	9910	0	5	701230	0	0	7812		
7814	0	71	9890	0	1	701232	0	0	7814		
7815	0	71	9880	0	20	701233	0	0	7815		
7816	0	71	9870	0	16	701234	0	0	7816		
7817	0	71	9860	0	3	701235	0	0	7817		
7818	0	71	9850	0	2	701236	0	0	7818		
7819	0	71	9840	0	1	701237	0	0	7819		
7821	0	71	9830	0	4	701238	0	0	7821		
7822	0	71	9820	0	1	701239	0	0	7822		
7813	0	71	9811	0	26	701231	0	0	7813		
7823	0	71	9810	0	1	701240	0	0	7823		
7824	0	71	9800	0	1	701241	0	0	7824		
7825	0	71	9790	0	1	701242	0	0	7825		
7826	0	71	9780	0	35	701243	0	0	7826		
7827	0	71	9770	0	3	701244	0	0	7827		
7828	0	71	9760	0	10	701245	0	0	7828		
7831	0	71	9750	0	5	701246	0	0	7831		
7832	0	71	9740	0	4	701247	0	0	7832		
7833	0	71	9730	0	1	701248	0	0	7833		
7834	0	71	9720	0	1	701249	0	0	7834		
7835	0	71	9710	0	40	701250	0	0	7835		
7836	0	71	9700	0	3	701251	0	0	7836		
7837	0	71	9690	0	24	701252	0	0	7837		
7838	0	71	9680	0	1	701253	0	0	7838		
7841	0	71	9670	0	6	701254	0	0	7841		
7842	0	71	9660	0	2	701255	0	0	7842		
7843	0	71	9650	0	4	701256	0	0	7843		
7844	0	71	9640	0	1	701257	0	0	7844		
7845	0	71	9630	0	45	701258	0	0	7845		
7846	0	71	9620	0	18	701259	0	0	7846		
7847	0	71	9610	0	4	701260	0	0	7847		
7848	0	71	9600	0	1	701261	0	0	7848		
7851	0	71	9590	0	6	701262	0	0	7851		
7852	0	71	9580	0	20	701263	0	0	7852		
7853	0	71	9570	0	8	701264	0	0	7853		
7854	0	71	9560	0	100	701265	0	0	7854		
7855	0	71	9550	0	5	701266	0	0	7855		
7856	0	71	9540	0	30	701267	0	0	7856		
7857	0	71	9530	0	4	701268	0	0	7857		
7858	0	71	9520	0	1	701269	0	0	7858		
7861	0	71	9510	0	7	701270	0	0	7861		
7862	0	71	9500	0	7	701271	0	0	7862		
7863	0	71	9490	0	55	701272	0	0	7863		
7864	0	71	9480	0	5	701273	0	0	7864		
7865	0	71	9470	0	24	701274	0	0	7865		
7866	0	71	9460	0	40	701275	0	0	7866		
7867	0	71	9450	0	1	701276	0	0	7867		
7868	0	71	9440	0	1	701277	0	0	7868		
3000	0	4	19999	0	30	30000	0	0	3000		
3001	0	4	19998	0	50	30010	0	0	3001		
3002	0	4	19997	0	80	30020	0	0	3002		
3003	0	4	19996	0	100	30030	0	0	3003		
3040	0	4	19699	0	10	30400	0	0	3040		
3041	0	4	19698	0	30	30410	0	0	3041		
3042	0	4	19697	0	50	30420	0	0	3042		
3043	0	4	19696	0	100	30430	0	0	3043		
11060101	0	4	19599	0	48000	30480	0	0	11060101		
11060102	0	4	19598	0	128000	30481	0	0	11060102		
11060103	0	4	19597	0	240000	30482	0	0	11060103		
11060104	0	4	19596	0	480000	30483	0	0	11060104		
11060105	0	4	19595	0	580000	30484	0	0	11060105		
11060201	0	4	19594	0	48000	30480	0	0	11060201		
11060202	0	4	19593	0	128000	30481	0	0	11060202		
11060203	0	4	19592	0	240000	30482	0	0	11060203		
11060204	0	4	19591	0	480000	30483	0	0	11060204		
11060205	0	4	19590	0	580000	30484	0	0	11060205		
11060301	0	4	19589	0	48000	30480	0	0	11060301		
11060302	0	4	19588	0	128000	30481	0	0	11060302		
11060303	0	4	19587	0	240000	30482	0	0	11060303		
11060304	0	4	19586	0	480000	30483	0	0	11060304		
11060305	0	4	19585	0	580000	30484	0	0	11060305		
11060401	0	4	19584	0	48000	30480	0	0	11060401		
11060402	0	4	19583	0	128000	30481	0	0	11060402		
11060403	0	4	19582	0	240000	30482	0	0	11060403		
11060404	0	4	19581	0	480000	30483	0	0	11060404		
11060405	0	4	19580	0	580000	30484	0	0	11060405		
11060501	0	4	19579	0	48000	30480	0	0	11060501		
11060502	0	4	19578	0	128000	30481	0	0	11060502		
11060503	0	4	19577	0	240000	30482	0	0	11060503		
11060504	0	4	19576	0	480000	30483	0	0	11060504		
11060505	0	4	19575	0	580000	30484	0	0	11060505		
11060601	0	4	19574	0	48000	30480	0	0	11060601		
11060602	0	4	19573	0	128000	30481	0	0	11060602		
11060603	0	4	19572	0	240000	30482	0	0	11060603		
11060604	0	4	19571	0	480000	30483	0	0	11060604		
11060605	0	4	19570	0	580000	30484	0	0	11060605		
11060701	0	4	19569	0	48000	30480	0	0	11060701		
11060702	0	4	19568	0	128000	30481	0	0	11060702		
11060703	0	4	19567	0	240000	30482	0	0	11060703		
11060704	0	4	19566	0	480000	30483	0	0	11060704		
11060705	0	4	19565	0	580000	30484	0	0	11060705		
11060801	0	4	19564	0	48000	30480	0	0	11060801		
11060802	0	4	19563	0	128000	30481	0	0	11060802		
11060803	0	4	19562	0	240000	30482	0	0	11060803		
11060804	0	4	19561	0	480000	30483	0	0	11060804		
11060805	0	4	19560	0	580000	30484	0	0	11060805		
11060901	0	4	19559	0	48000	30480	0	0	11060901		
11060902	0	4	19558	0	128000	30481	0	0	11060902		
11060903	0	4	19557	0	240000	30482	0	0	11060903		
11060904	0	4	19556	0	480000	30483	0	0	11060904		
11060905	0	4	19555	0	580000	30484	0	0	11060905		
11061001	0	4	19554	0	48000	30480	0	0	11061001		
11061002	0	4	19553	0	128000	30481	0	0	11061002		
11061003	0	4	19552	0	240000	30482	0	0	11061003		
11061004	0	4	19551	0	480000	30483	0	0	11061004		
11061005	0	4	19550	0	580000	30484	0	0	11061005		
11061101	0	4	19549	0	48000	30480	0	0	11061101		
11061102	0	4	19548	0	128000	30481	0	0	11061102		
11061103	0	4	19547	0	240000	30482	0	0	11061103		
11061104	0	4	19546	0	480000	30483	0	0	11061104		
11061105	0	4	19545	0	580000	30484	0	0	11061105		
11061201	0	4	19544	0	48000	30480	0	0	11061201		
11061202	0	4	19543	0	128000	30481	0	0	11061202		
11061203	0	4	19542	0	240000	30482	0	0	11061203		
11061204	0	4	19541	0	480000	30483	0	0	11061204		
11061205	0	4	19540	0	580000	30484	0	0	11061205		
11061301	0	4	19539	0	48000	30480	0	0	11061301		
11061302	0	4	19538	0	128000	30481	0	0	11061302		
11061303	0	4	19537	0	240000	30482	0	0	11061303		
11061304	0	4	19536	0	480000	30483	0	0	11061304		
11061305	0	4	19535	0	580000	30484	0	0	11061305		
11061401	0	4	19534	0	48000	30480	0	0	11061401		
11061402	0	4	19533	0	128000	30481	0	0	11061402		
11061403	0	4	19532	0	240000	30482	0	0	11061403		
11061404	0	4	19531	0	480000	30483	0	0	11061404		
11061405	0	4	19530	0	580000	30484	0	0	11061405		
11061501	0	4	19529	0	48000	30480	0	0	11061501		
11061502	0	4	19528	0	128000	30481	0	0	11061502		
11061503	0	4	19527	0	240000	30482	0	0	11061503		
11061504	0	4	19526	0	480000	30483	0	0	11061504		
11061505	0	4	19525	0	580000	30484	0	0	11061505		
11061601	0	4	19524	0	48000	30480	0	0	11061601		
11061602	0	4	19523	0	128000	30481	0	0	11061602		
11061603	0	4	19522	0	240000	30482	0	0	11061603		
11061604	0	4	19521	0	480000	30483	0	0	11061604		
11061605	0	4	19520	0	580000	30484	0	0	11061605		
11061701	0	4	19519	0	48000	30480	0	0	11061701		
11061702	0	4	19518	0	128000	30481	0	0	11061702		
11061703	0	4	19517	0	240000	30482	0	0	11061703		
11061704	0	4	19516	0	480000	30483	0	0	11061704		
11061705	0	4	19515	0	580000	30484	0	0	11061705		
11061801	0	4	19514	0	48000	30480	0	0	11061801		
11061802	0	4	19513	0	128000	30481	0	0	11061802		
11061803	0	4	19512	0	240000	30482	0	0	11061803		
11061804	0	4	19511	0	480000	30483	0	0	11061804		
11061805	0	4	19510	0	580000	30484	0	0	11061805		
11061901	0	4	19509	0	48000	30480	0	0	11061901		
11061902	0	4	19508	0	128000	30481	0	0	11061902		
11061903	0	4	19507	0	240000	30482	0	0	11061903		
11061904	0	4	19506	0	480000	30483	0	0	11061904		
11061905	0	4	19505	0	580000	30484	0	0	11061905		
11062001	0	4	19504	0	48000	30480	0	0	11062001		
11062002	0	4	19503	0	128000	30481	0	0	11062002		
11062003	0	4	19502	0	240000	30482	0	0	11062003		
11062004	0	4	19501	0	480000	30483	0	0	11062004		
11062005	0	4	19500	0	580000	30484	0	0	11062005		
11062101	0	4	19499	0	48000	30480	0	0	11062101		
11062102	0	4	19498	0	128000	30481	0	0	11062102		
11062103	0	4	19497	0	240000	30482	0	0	11062103		
11062104	0	4	19496	0	480000	30483	0	0	11062104		
11062105	0	4	19495	0	580000	30484	0	0	11062105		
11062201	0	4	19494	0	48000	30480	0	0	11062201		
11062202	0	4	19493	0	128000	30481	0	0	11062202		
11062203	0	4	19492	0	240000	30482	0	0	11062203		
11062204	0	4	19491	0	480000	30483	0	0	11062204		
11062205	0	4	19490	0	580000	30484	0	0	11062205		
11062301	0	4	19489	0	48000	30480	0	0	11062301		
11062302	0	4	19488	0	128000	30481	0	0	11062302		
11062303	0	4	19487	0	240000	30482	0	0	11062303		
11062304	0	4	19486	0	480000	30483	0	0	11062304		
11062305	0	4	19485	0	580000	30484	0	0	11062305		
11062401	0	4	19484	0	48000	30480	0	0	11062401		
11062402	0	4	19483	0	128000	30481	0	0	11062402		
11062403	0	4	19482	0	240000	30482	0	0	11062403		
11062404	0	4	19481	0	480000	30483	0	0	11062404		
11062405	0	4	19480	0	580000	30484	0	0	11062405		
11062501	0	4	19479	0	48000	30480	0	0	11062501		
11062502	0	4	19478	0	128000	30481	0	0	11062502		
11062503	0	4	19477	0	240000	30482	0	0	11062503		
11062504	0	4	19476	0	480000	30483	0	0	11062504		
11062505	0	4	19475	0	580000	30484	0	0	11062505		
11062601	0	4	19474	0	48000	30480	0	0	11062601		
11062602	0	4	19473	0	128000	30481	0	0	11062602		
11062603	0	4	19472	0	240000	30482	0	0	11062603		
11062604	0	4	19471	0	480000	30483	0	0	11062604		
11062605	0	4	19470	0	580000	30484	0	0	11062605		
11062701	0	4	19469	0	48000	30480	0	0	11062701		
11062702	0	4	19468	0	128000	30481	0	0	11062702		
11062703	0	4	19467	0	240000	30482	0	0	11062703		
11062704	0	4	19466	0	480000	30483	0	0	11062704		
11062705	0	4	19465	0	580000	30484	0	0	11062705		
11062801	0	4	19464	0	48000	30480	0	0	11062801		
11062802	0	4	19463	0	128000	30481	0	0	11062802		
11062803	0	4	19462	0	240000	30482	0	0	11062803		
11062804	0	4	19461	0	480000	30483	0	0	11062804		
11062805	0	4	19460	0	580000	30484	0	0	11062805		
11062901	0	4	19459	0	48000	30480	0	0	11062901		
11062902	0	4	19458	0	128000	30481	0	0	11062902		
11062903	0	4	19457	0	240000	30482	0	0	11062903		
11062904	0	4	19456	0	480000	30483	0	0	11062904		
11062905	0	4	19455	0	580000	30484	0	0	11062905		
11063001	0	4	19454	0	48000	30480	0	0	11063001		
11063002	0	4	19453	0	128000	30481	0	0	11063002		
11063003	0	4	19452	0	240000	30482	0	0	11063003		
11063004	0	4	19451	0	480000	30483	0	0	11063004		
11063005	0	4	19450	0	580000	30484	0	0	11063005		
11064001	0	4	19449	0	48000	30480	0	0	11064001		
11064002	0	4	19448	0	128000	30481	0	0	11064002		
11064003	0	4	19447	0	240000	30482	0	0	11064003		
11064004	0	4	19446	0	480000	30483	0	0	11064004		
11064005	0	4	19445	0	580000	30484	0	0	11064005		
11065001	0	4	19444	0	48000	30480	0	0	11065001		
11065002	0	4	19443	0	128000	30481	0	0	11065002		
11065003	0	4	19442	0	240000	30482	0	0	11065003		
11065004	0	4	19441	0	480000	30483	0	0	11065004		
11065005	0	4	19440	0	580000	30484	0	0	11065005		
11066001	0	4	19439	0	48000	30480	0	0	11066001		
11066002	0	4	19438	0	128000	30481	0	0	11066002		
11066003	0	4	19437	0	240000	30482	0	0	11066003		
11066004	0	4	19436	0	480000	30483	0	0	11066004		
11066005	0	4	19435	0	580000	30484	0	0	11066005		
11067001	0	4	19434	0	48000	30480	0	0	11067001		
11067002	0	4	19433	0	128000	30481	0	0	11067002		
11067003	0	4	19432	0	240000	30482	0	0	11067003		
11067004	0	4	19431	0	480000	30483	0	0	11067004		
11067005	0	4	19430	0	580000	30484	0	0	11067005		
11068001	0	4	19429	0	48000	30480	0	0	11068001		
11068002	0	4	19428	0	128000	30481	0	0	11068002		
11068003	0	4	19427	0	240000	30482	0	0	11068003		
11068004	0	4	19426	0	480000	30483	0	0	11068004		
11068005	0	4	19425	0	580000	30484	0	0	11068005		
11069001	0	4	19424	0	48000	30480	0	0	11069001		
11069002	0	4	19423	0	128000	30481	0	0	11069002		
11069003	0	4	19422	0	240000	30482	0	0	11069003		
11069004	0	4	19421	0	480000	30483	0	0	11069004		
11069005	0	4	19420	0	580000	30484	0	0	11069005		
11070001	0	4	19419	0	48000	30480	0	0	11070001		
