SkipId	Origin	UiName	ParamId	Explain	FunctionalId	IsHideFunc	CustomParams[1]	CustomParams[2]	CustomParams[3]	CustomParams[4]	CustomParams[5]	ConditionId	IsRecord	TimeId	NotShowUI[1]	NotShowUI[2]	NotShowUI[3]	StartTime	CloseTime
849	3	UiNewFuben	12070203	Go to Stronghold mode	10103	1													
850	3	UiNewFuben	12070303	Go to Stronghold mode	10103	1													
851	3	UiNewFuben	12070402	Go to Stronghold mode	10103	1													
852	3	UiNewFuben	12080103	Go to Stronghold mode	10103	1													
853	3	UiNewFuben	12080203	Go to Stronghold mode	10103	1													
854	3	UiNewFuben	12080303	Go to Stronghold mode	10103	1													
855	3	UiNewFuben	12080402	Go to Stronghold mode	10103	1													
856	3	UiNewFuben	12160105	Go to Stronghold Mode	10103	1													
857	3	UiNewFuben	12170105	Go to Stronghold Mode	10103	1													
858	3	UiNewFuben	12180101	Go to Stronghold Mode	10103	1													
859	3	UiNewFuben	12190105	Go to Stronghold mode	10103	1													
860	3	UiNewFuben	12200105	Go to Stronghold mode	10103	1													
861	3	UiNewFuben	12210105	Go to Stronghold mode	10103	1													
862	3	UiNewFuben	12220109	Go to Stronghold mode	10103	1													
863	3	UiNewFuben	12230109	Go to Stronghold mode	10103	1													
864	3	UiNewFuben	12240109	Go to Stronghold mode	10103	1													
865	3	UiNewFuben	12250109	Go to Stronghold mode	10103	1													
866	3	UiNewFuben	12260109	Go to Stronghold mode	10103	1													
899	7	SkipUiNewFubenChapterBfrt	1	Go to Stronghold Chapter List (Jump to the latest chapter)	10103	1													
900	1	UiNewFuben		Go to Normal Story		1													
901	1	UiNewFuben		Go to Normal Story		1													
902	1	UiNewFuben		Go to Hidden Story	10102	1													
903	1	UiNewFuben		Go to Normal Story		1													
904	1	UiNewFuben		Go to Hidden Story	10102	1													
905	1	UiNewFuben		Go to Normal Story		1													
906	1	UiNewFuben		Go to Hidden Story	10102	1													
907	1	UiNewFuben		Go to Normal Story		1													
908	1	UiNewFuben		Go to Hidden Story	10102	1													
909	1	UiNewFuben		Go to Normal Story		1													
910	1	UiNewFuben		Go to Hidden Story	10102	1													
911	1	UiNewFuben		Go to Normal Story		1													
912	1	UiNewFuben		Go to Hidden Story	10102	1													
913	1	UiNewFuben		Go to Normal Story		1													
914	1	UiNewFuben		Go to Hidden Story	10102	1													
915	1	UiNewFuben		Go to Hidden Story	10102	1													
2000	4			Login		1													
2001	4			Battery		1													
2002	4			Battery		1													
2003	1	UiNewFuben		Go to Stage		1													
2004	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
2005	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
2006	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
2007	7	OnOpenUiOnlineBoss		Go to Co-op	10302	1													
2008	6	UiBag		Go to Enhance	301	1	1	0	0										
2009	6	UiBag		Go to Enhance	301	1	1	0	0										
2010	6	UiBag		Go to Enhance	301	1	2	0	0										
2011	1	UiCharacterSystemV2P6		Go to Upgrade Your Member	101	1	0												
2012	6	UiShop		Buy item	1001	1	1	0											
2013	7	SkipToBuyAssetPanel		Redeem Battery		1	4												
2014	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
2015	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
2016	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
2017	4			Go to Interact		1													
2018	8	SkipDormMain		Go to Dormitory	902	1							1						
3000	1	UiNewFuben		Go to Main Stage		1													
3001	1	UiNewFuben		Go to Main Stage		1													
3002	1	UiNewFuben		Go to Main Stage		1													
3003	1	UiNewFuben		Go to Main Stage		1													
3020	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3021	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3022	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3023	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3030	7	OnOpenUiOnlineBoss		Go to Event Stage	10302	1													
3031	7	OnOpenUiOnlineBoss		Go to Event Stage	10302	1													
3032	7	OnOpenUiOnlineBoss		Go to Event Stage	10302	1													
3033	7	OnOpenUiOnlineBoss		Go to Event Stage	10302	1													
3040	7	OnOpenUiFubenBossSingle		Go to Phantom Pain Cage	10203	1							1						
3041	7	OnOpenUiFubenBossSingle		Go to Phantom Pain Cage	10203	1							1						
3042	7	OnOpenUiFubenBossSingle		Go to Phantom Pain Cage	10203	1							1						
3043	7	OnOpenUiFubenBossSingle		Go to Phantom Pain Cage	10203	1							1						
3050	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3051	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3052	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3053	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3060	7	OnOpenUiMoneyReward		Go to Mission	1301	1													
3061	7	OnOpenUiMoneyReward		Go to Mission	1301	1													
3062	7	OnOpenUiMoneyReward		Go to Mission	1301	1													
3063	7	OnOpenUiMoneyReward		Go to Mission	1301	1													
3064	3	UiNewFuben	10030402	Complete Nightmare Story 3-2		1													
3065	3	UiNewFuben	10030403	Complete Nightmare Story 3-3		1													
3066	3	UiNewFuben	10030404	Complete Nightmare Story 3-4		1													
3067	3	UiNewFuben	10030501	Complete Nightmare Story 3-5		1													
3068	3	UiNewFuben	10030502	Complete Nightmare Story 3-6		1													
3069	3	UiNewFuben	10030503	Complete Nightmare Story 3-7		1													
3070	3	UiNewFuben	10030504	Complete Nightmare Story 3-8		1													
3071	3	UiNewFuben	10030602	Complete Nightmare Story 3-10		1													
3072	3	UiNewFuben	10030603	Complete Nightmare Story 3-11		1													
3073	3	UiNewFuben	10030604	Complete Nightmare Story 3-12		1													
3074	3	UiNewFuben	10040401	Complete Nightmare Story 4-1		1													
3075	3	UiNewFuben	10040402	Complete Nightmare Story 4-2		1													
3076	3	UiNewFuben	10040403	Complete Nightmare Story 4-3		1													
3077	3	UiNewFuben	10040404	Complete Nightmare Story 4-4		1													
3078	3	UiNewFuben	10040501	Complete Nightmare Story 4-5		1													
3079	3	UiNewFuben	10040502	Complete Nightmare Story 4-6		1													
3080	3	UiNewFuben	10040503	Complete Nightmare Story 4-7		1													
3081	3	UiNewFuben	10040504	Complete Nightmare Story 4-8		1													
3082	3	UiNewFuben	10040601	Complete Nightmare Story 4-9		1													
3083	3	UiNewFuben	10040602	Complete Nightmare Story 4-10		1													
3084	3	UiNewFuben	10040603	Complete Nightmare Story 4-11		1													
3085	3	UiNewFuben	10040604	Complete Nightmare Story 4-12		1													
3100	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3101	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3102	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3103	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3104	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3105	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3106	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3107	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3108	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3109	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3110	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3120	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3121	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3122	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3123	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3124	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3125	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3130	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3131	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3132	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3133	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3134	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3135	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3136	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3140	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3141	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3142	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3143	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3144	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3145	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3146	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3150	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3151	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3152	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3153	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3160	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3161	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3162	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3163	6	UiShop		Go to Coating Shop	1001	1	1	0	501										
3170	6	UiBag		Go to Inventory	301	1	1	0	0										
3171	6	UiBag		Go to Inventory	301	1	1	0	0										
3172	6	UiBag		Go to Inventory	301	1	1	0	0										
3173	6	UiBag		Go to Inventory	301	1	1	0	0										
3174	6	UiBag		Go to Inventory	301	1	1	0	0										
3175	6	UiBag		Go to Inventory	301	1	1	0	0										
3176	6	UiBag		Go to Inventory	301	1	1	0	0										
3177	6	UiBag		Go to Inventory	301	1	1	0	0										
3178	6	UiBag		Go to Inventory	301	1	1	0	0										
3180	6	UiBag		Go to Inventory	301	1	2	0	0										
3181	6	UiBag		Go to Inventory	301	1	2	0	0										
3182	6	UiBag		Go to Inventory	301	1	2	0	0										
3183	6	UiBag		Go to Inventory	301	1	2	0	0										
3184	6	UiBag		Go to Inventory	301	1	2	0	0										
3185	6	UiBag		Go to Inventory	301	1	2	0	0										
3186	6	UiBag		Go to Inventory	301	1	2	0	0										
3187	6	UiBag		Go to Inventory	301	1	2	0	0										
3188	6	UiBag		Go to Inventory	301	1	2	0	0										
3190	6	UiBag		Go to Inventory	301	1	1	0	0										
3191	6	UiBag		Go to Inventory	301	1	1	0	0										
3192	6	UiBag		Go to Inventory	301	1	1	0	0										
3193	6	UiBag		Go to Inventory	301	1	1	0	0										
3194	6	UiBag		Go to Inventory	301	1	1	0	0										
3195	6	UiBag		Go to Inventory	301	1	1	0	0										
3196	6	UiBag		Go to Inventory	301	1	1	0	0										
3197	6	UiBag		Go to Inventory	301	1	1	0	0										
3198	6	UiBag		Go to Inventory	301	1	1	0	0										
3199	6	UiBag		Go to Inventory	301	1	1	0	0										
3200	6	UiBag		Go to Inventory	301	1	1	0	0										
3201	6	UiBag		Go to Inventory	301	1	1	0	0										
3202	6	UiBag		Go to Inventory	301	1	1	0	0										
3203	6	UiBag		Go to Inventory	301	1	1	0	0										
3204	6	UiBag		Go to Inventory	301	1	1	0	0										
3210	6	UiBag		Go to Inventory	301	1	2	0	0										
3211	6	UiBag		Go to Inventory	301	1	2	0	0										
3212	6	UiBag		Go to Inventory	301	1	2	0	0										
3213	6	UiBag		Go to Inventory	301	1	2	0	0										
3214	6	UiBag		Go to Inventory	301	1	2	0	0										
3215	6	UiBag		Go to Inventory	301	1	2	0	0										
3216	6	UiBag		Go to Inventory	301	1	2	0	0										
3217	6	UiBag		Go to Inventory	301	1	2	0	0										
3218	6	UiBag		Go to Inventory	301	1	2	0	0										
3219	6	UiBag		Go to Inventory	301	1	2	0	0										
3220	6	UiBag		Go to Inventory	301	1	2	0	0										
3221	6	UiBag		Go to Inventory	301	1	2	0	0										
3222	6	UiBag		Go to Inventory	301	1	2	0	0										
3223	6	UiBag		Go to Inventory	301	1	2	0	0										
3224	6	UiBag		Go to Inventory	301	1	2	0	0										
3230	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3231	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3232	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3233	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3234	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3235	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3236	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3237	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3238	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3239	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
3240	8	SkipDormMain		Go to Dormitory	902	1							1						
3241	8	SkipDormMain		Go to Dormitory	902	1							1						
3242	8	SkipDormMain		Go to Dormitory	902	1							1						
3243	8	SkipDormMain		Go to Dormitory	902	1							1						
3300	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3301	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3302	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3303	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3304	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3305	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3306	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3307	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3310	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3311	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3312	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3313	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3314	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3315	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3316	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3317	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3320	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3321	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3322	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3323	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3324	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3325	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3326	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3327	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3330	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3331	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3332	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3333	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3334	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3335	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3336	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3337	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3340	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3341	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3342	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3343	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3344	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3345	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3346	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3347	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3350	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3351	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3352	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3353	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3354	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3355	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3356	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3357	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3360	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3361	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3362	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3363	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3364	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3365	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3366	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3367	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3370	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3371	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3372	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3373	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3374	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3375	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3376	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3377	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3380	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3381	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3382	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3383	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3384	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3385	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3386	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3387	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3390	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3391	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3392	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3393	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3394	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3395	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3396	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3397	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3400	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3401	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3402	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3403	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3404	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3405	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3406	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3407	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3410	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3411	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3412	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3413	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3414	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3415	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3416	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3417	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3420	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3421	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3422	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3423	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3424	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3425	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3426	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3427	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3430	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3431	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3432	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3433	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3434	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3435	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3436	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3437	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3500	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3501	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3502	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3503	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3504	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3505	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3506	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3507	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3508	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3509	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3510	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3511	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3512	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3513	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3514	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3515	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3516	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3517	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3518	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3519	1	UiCharacterSystemV2P6		Go to Members	101	1	0												
3520	6	UiBag		Go to Inventory	301	1	1	0	0										
3521	6	UiBag		Go to Inventory	301	1	1	0	0										
3522	6	UiBag		Go to Inventory	301	1	1	0	0										
3523	6	UiBag		Go to Inventory	301	1	1	0	0										
3524	6	UiBag		Go to Inventory	301	1	1	0	0										
3525	6	UiBag		Go to Inventory	301	1	1	0	0										
3526	6	UiBag		Go to Inventory	301	1	1	0	0										
3527	6	UiBag		Go to Inventory	301	1	1	0	0										
3528	6	UiBag		Go to Inventory	301	1	1	0	0										
3529	6	UiBag		Go to Inventory	301	1	1	0	0										
3530	6	UiBag		Go to Inventory	301	1	1	0	0										
3531	6	UiBag		Go to Inventory	301	1	1	0	0										
3532	6	UiBag		Go to Inventory	301	1	1	0	0										
3533	6	UiBag		Go to Inventory	301	1	1	0	0										
3534	6	UiBag		Go to Inventory	301	1	1	0	0										
3535	6	UiBag		Go to Inventory	301	1	1	0	0										
3536	6	UiBag		Go to Inventory	301	1	1	0	0										
3537	6	UiBag		Go to Inventory	301	1	1	0	0										
3538	6	UiBag		Go to Inventory	301	1	1	0	0										
3539	6	UiBag		Go to Inventory	301	1	1	0	0										
3540	6	UiBag		Go to Inventory	301	1	1	0	0										
3550	6	UiBag		Go to Inventory	301	1	1	0	0										
3551	6	UiBag		Go to Inventory	301	1	1	0	0										
3552	6	UiBag		Go to Inventory	301	1	1	0	0										
3553	6	UiBag		Go to Inventory	301	1	1	0	0										
3554	6	UiBag		Go to Inventory	301	1	1	0	0										
3555	6	UiBag		Go to Inventory	301	1	1	0	0										
3556	6	UiBag		Go to Inventory	301	1	1	0	0										
3557	6	UiBag		Go to Inventory	301	1	1	0	0										
3558	6	UiBag		Go to Inventory	301	1	1	0	0										
3559	6	UiBag		Go to Inventory	301	1	1	0	0										
3560	6	UiBag		Go to Inventory	301	1	1	0	0										
3561	6	UiBag		Go to Inventory	301	1	1	0	0										
3562	6	UiBag		Go to Inventory	301	1	1	0	0										
3563	6	UiBag		Go to Inventory	301	1	1	0	0										
3570	1	UiBaseEquip		Go to Infrastructure	901	1													
3571	1	UiBaseEquip		Go to Infrastructure	901	1													
3572	1	UiBaseEquip		Go to Infrastructure	901	1													
3573	1	UiBaseEquip		Go to Infrastructure	901	1													
3600	4			Back to Main		1													
3601	4			Back to Main		1													
3602	4			Back to Main		1													
3603	4			Back to Main		1													
3604	4			Back to Main		1													
3605	4			Back to Main		1													
3606	4			Back to Main		1													
3607	4			Back to Main		1													
3608	4			Back to Main		1													
3609	4			Back to Main		1													
3610	6	UiSocial		Go to Friends	801	1	0	1	0										
3611	6	UiSocial		Go to Friends	801	1	0	1	0										
3612	6	UiSocial		Go to Friends	801	1	0	1	0										
3613	6	UiSocial		Go to Friends	801	1	0	1	0										
3620	6	UiSocial		Go to Friends	801	1	0	1	0										
3621	6	UiSocial		Go to Friends	801	1	0	1	0										
3622	6	UiSocial		Go to Friends	801	1	0	1	0										
3623	6	UiSocial		Go to Friends	801	1	0	1	0										
3630	1	UiNewFuben		Go to Main Stage	2001	1													
3631	1	UiNewFuben		Go to Main Stage	2001	1													
3632	1	UiNewFuben		Go to Main Stage	2001	1													
3633	1	UiNewFuben		Go to Main Stage	2001	1													
3640	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3641	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3642	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3643	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3650	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3651	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3652	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3653	1	UiFavorabilityNew		Go to Interact with Your Members	1400	1													
3660	1	UiNewFuben		Go to Upgrade		1													
3661	1	UiNewFuben		Go to Upgrade		1													
3662	1	UiNewFuben		Go to Upgrade		1													
3663	1	UiNewFuben		Go to Upgrade		1													
3664	1	UiNewFuben		Go to Upgrade		1													
3665	1	UiNewFuben		Go to Upgrade		1													
3666	1	UiNewFuben		Go to Upgrade		1													
3667	1	UiNewFuben		Go to Upgrade		1													
3801	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3802	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3803	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3804	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3805	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3806	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3807	7	OnOpenUiArena		Go to War Zone	10204	1							1						
3808	7	OnOpenUiArena		Go to War Zone	10204	1							1						
4000	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield to earn score	10309	1	1												
4001	7	OnOpenUiOnlineBoss		Go to Co-op	10302	1													
4002	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
4003	7	OnOpenUiOnlineBoss		Go to Co-op (very small chance)	10302	1	4												
4100	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
4101	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
4102	7	OnOpenRepeatChallengeActivity		Advance to Simulated Battlefield	10309	1	1						1						
4103	7	SkipToRepeatChallengeActivityShopByIndex		Advance to Simulated Battlefield: Material Shop	1001	1	2								UiActivityBriefShop	UiDlcMultiPlayerShop	UiTemple2Shop		
4104	7	SkipToRepeatChallengeActivityShopByIndex		Simulation Shop Exchange	1001	1	2								UiActivityBriefShop	UiDlcMultiPlayerShop	UiTemple2Shop		
5009	7	OnOpenMainLineStage		Main Story - Chapter 9 (check Share-Fuben-Mainline-Chapter.tab, fill in the 1st stage ID of the chapter)	10308	1	10090101												
5010	7	OnOpenMainLineStage		Main Story - Chapter 10 (check Share-Fuben-Mainline-Chapter.tab, fill in the 1st stage ID of the chapter)	10308	1	10100101												
5011	7	OnOpenMainLineStage		Main Story - Chapter 11 (check Share-Fuben-Mainline-Chapter.tab, fill in the 1st stage ID of the chapter)	10308	1	10110101												
5012	7	OnOpenMainLineStage		Main Story - Chapter 12 (check Share-Fuben-Mainline-Chapter.tab, fill in the 1st stage ID of the chapter)	10308	1	10120101												
