Id	Type	AttribId	PromotedId
8756	1	8334	9398
8565	1	8565	9398
8566	1	8565	9398
8574	1	8565	9398
8581	1	8565	9398
8765	1	8565	9398
8767	1	8565	9398
8776	1	8565	9398
8582	1	8565	9398
8583	1	8565	9398
9984	2	10	8190
8313	1	8313	8313
8316	1	8316	8316
8318	1	8318	8318
9349	1	9349	0
9357	2	0	0
9372	1	9372	0
9353	3	9353	1
9365	3	9365	1
9375	3	9375	1
9376	3	9376	1
8235	2	8235	0
8236	1	8235	0
8237	2	8235	0
8238	2	8235	0
8567	1	8567	8567
8568	1	8568	8567
8570	1	8570	8570
8569	2	9305	9399
8571	2	9305	9399
9359	2	9359	9299
8575	2	8575	9299
8578	2	8575	9299
8579	2	8575	9299
8576	2	8575	9299
9366	2	9366	9299
9368	1	9347	9399
8153	1	9347	9199
8154	1	9347	9199
8155	1	9347	9199
8028	1	9347	9199
8056	1	9347	9199
8074	1	9347	9199
8101	1	9347	9199
9370	2	9370	9299
8757	3	8440	8390
8759	2	8235	0
8760	1	8235	0
8758	1	8235	0
8730	2	8235	0
9916	2	9086	9299
8762	1	9337	9399
8763	1	9337	9399
9371	3	9337	9199
8761	1	9347	9199
8764	1	9347	9199
9108	1	4205	0
8193	2	8535	9398
8194	2	8535	9398
8775	1	8775	8766
8777	2	8775	8766
8778	2	8775	8766
8779	2	8775	8766
8780	2	8775	8766
8402	1	8762	9199
8403	3	9337	9199
8404	3	9337	9199
8769	2	8769	9299
8770	2	8575	9299
8771	2	8575	9299
8772	2	8769	9299
8781	2	8769	9299
9377	1	5005	0
8195	1	5005	0
8196	1	5005	0
8197	1	5005	1
9005	1	5005	0
9102	1	5005	0
9106	1	4205	0
9107	1	4205	0
8782	1	8782	9398
8783	1	8783	9398
8784	1	8565	9398
8020	1	8565	9398
8008	1	8565	9398
8009	1	8565	9398
8016	1	8565	9398
9051	1	8565	9398
9052	1	8565	9398
9053	1	8565	9398
9054	1	8565	9398
9055	1	8565	9398
9056	1	8565	9398
9057	1	8565	9398
9058	1	8565	9398
9059	1	8565	9398
9100	1	8565	9398
9101	1	8565	9398
8788	1	8510	0
87881	1	8510	0
87882	2	8510	0
8789	1	8565	9398
8790	2	8555	9399
8026	2	2	1
5009	2	9086	9299
8017	1	9347	9199
8018	1	9347	9199
8019	1	9347	9199
8021	2	8021	9299
8022	2	8769	9299
8023	2	8769	9299
8024	2	8769	9299
8025	2	8025	9299
8039	2	8769	9299
8046	2	8021	9299
9006	1	8510	0
9008	3	9098	0
9031	2	2	1
9032	1	9098	9399
9027	3	2	0
9028	0	8510	0
9023	0	2	0
9024	0	2	0
8047	2	8555	9399
8030	1	8792	8792
8031	1	8792	8792
8032	1	8792	8792
8051	1	8792	8792
8033	1	9347	9199
8034	1	0	0
8035	1	9347	9199
8036	1	9347	9199
8059	1	9347	9199
8040	1	5005	0
8041	1	5005	0
8042	1	5005	1
8044	1	5005	1
8045	1	5005	0
5027	2	9086	9299
9104	2	9104	0
9105	2	9104	0
8048	1	8048	9199
8049	1	8050	9199
8050	1	8050	9199
8052	1	8052	0
8057	1	8052	0
8058	1	8052	0
8053	1	8762	9199
8062	1	8762	9199
9122	1	8510	1
9123	1	5005	1
9124	1	5005	1
5034	1	10	0
5037	1	10	0
9127	3	9353	1
9128	2	9330	9199
8063	1	8052	0
8064	1	8052	0
8065	1	8052	0
8066	1	8052	0
8067	1	8052	0
9129	1	8510	1
8068	1	9347	9199
8069	1	0	0
8070	1	9347	9199
8071	1	5005	0
8073	2	807301	1
8075	2	807301	1
8076	2	807301	1
8077	2	8575	1
8078	1	9347	9199
9130	1	5001	5001
9131	1	5001	5001
9132	1	5001	5001
9144	1	5001	5001
9147	1	5001	5001
9148	1	5001	5001
9149	1	5001	5001
8081	1	8510	1
8082	1	8510	1
8083	1	0	0
8084	0	8060	8192
8085	0	8060	8192
8086	0	8060	8192
8110	2	2	0
8111	2	2	0
8112	2	2	0
8113	2	2	0
8120	3	3	0
8130	3	3	0
8131	3	3	0
8140	3	3	0
8141	3	3	0
8150	3	4	0
8160	3	4	0
8170	3	4	0
8180	3	4	0
8190	1	12	0
8310	3	4	0
8311	3	4	0
9002	3	4	0
8320	3	832	0
8322	3	833	0
8331	3	833	0
8333	3	833	0
8350	3	835	0
8352	3	835	0
99125	1	10	0
99210	1	10	0
99135	1	10	0
99136	1	10	0
99137	1	10	0
99138	2	10	0
99139	2	10	0
99140	1	10	0
99141	1	10	0
99142	1	10	0
99143	1	10	0
99144	1	10	0
99145	1	10	0
99146	1	10	0
99147	1	10	0
99148	1	10	0
99149	1	10	0
99150	1	10	0
99151	1	10	0
99152	1	10	0
99153	1	10	0
99154	1	10	0
99155	1	10	0
99156	1	10	0
99157	1	10	0
99158	1	10	0
99159	1	10	0
99160	1	10	0
99211	1	10	0
99212	1	10	0
99213	1	10	0
99214	1	10	0
99215	1	10	0
99216	1	10	0
50271	1	10	0
50272	1	10	0
50273	1	10	0
50274	1	10	0
50275	1	10	0
50276	1	10	0
50277	1	10	0
50278	1	10	0
50279	1	10	0
50291	1	10	0
50292	1	10	0
50293	1	10	0
50294	1	10	0
50295	1	10	0
50296	1	10	0
50341	1	10	0
50297	1	10	0
50298	1	10	0
50299	1	10	0
50300	1	10	0
50301	1	10	0
50342	1	10	0
50343	1	10	0
50344	1	10	0
50345	1	10	0
50346	1	10	0
50347	1	10	0
50348	1	10	0
50349	1	10	0
50350	1	10	0
50351	1	10	0
50352	1	10	0
50370	1	10	0
50371	1	10	0
50372	1	10	0
5006	3	9064	9410
5016	3	9064	9410
50161	3	9064	9410
5026	1	1107	1
5014	1	1107	1
5015	1	0	0
5017	1	0	0
4702	3	1003	1
9501	1	83	0
8321	1	84	0
8161	1	85	0
70010	3	7001	9410
70020	3	7002	9410
70030	3	7003	9410
70040	3	7004	9410
70050	3	7005	9410
70150	3	7005	9410
70060	3	7006	9410
70070	3	7007	9410
70080	3	7008	9410
70120	3	7012	9410
70130	3	7013	9410
70230	3	7013	9410
70110	3	7001	9410
70111	3	7001	9410
70112	3	7001	9410
70090	3	7001	9410
70100	3	7001	9410
70011	3	7001	9410
70021	3	7002	9410
70031	3	7003	9410
70041	3	7004	9410
70140	3	104031	104031
70051	3	7005	9410
70061	3	7006	9410
70071	3	7007	9410
70081	3	7008	9410
71030	3	7008	9410
70121	3	7012	9410
70131	3	7013	9410
70231	3	7013	9410
70330	5	103041	103041
71020	3	7102	9410
71021	3	7102	9410
71120	3	104031	104031
70220	3	7002	9410
70221	3	102046	102046
70320	3	7002	9410
71040	3	104031	104031
71070	3	104031	104031
71090	3	104031	104031
71051	3	114036	114036
71061	4	152036	152036
72021	3	104031	104031
72031	3	104031	104031
70311	3	7001	9410
70000	3	7002	9410
70122	3	102026	102026
71304	3	7001	9410
78511	3	8511	8511
79001	3	7001	9410
79002	3	7001	9410
79003	3	7001	9410
79004	3	7001	9410
79005	3	7001	9410
79006	3	7001	9410
79007	3	7001	9410
79008	3	7001	9410
79009	3	7001	9410
79010	3	7001	9410
79011	3	7001	9410
79012	3	7001	9410
79013	3	7001	9410
79014	3	7001	9410
79015	3	7001	9410
79016	3	7001	9410
79017	3	7001	9410
79018	3	7001	9410
79019	3	7001	9410
79020	3	7001	9410
79021	3	7001	9410
79022	3	7001	9410
79023	3	7001	9410
79024	3	7001	9410
79025	3	7001	9410
79026	3	7001	9410
79027	3	7001	9410
79028	3	7001	9410
79029	3	7001	9410
79030	3	7001	9410
79031	3	7001	9410
79032	3	7001	9410
79033	3	7001	9410
79034	3	7001	9410
79035	3	70010	9410
79036	3	70010	9410
79037	3	70010	9410
79038	3	70010	9410
79039	1	8575	8575
50061	3	9064	9410
81100	1	8110	8110
81110	1	8120	8120
81200	1	9734	9734
81201	1	9734	9734
81209	1	8805	60002
81210	1	9735	9735
93200	1	7408	9330
81300	1	8130	8130
81309	1	8807	60002
81310	1	8132	8132
81400	1	8140	8140
81401	1	8141	8141
81410	1	8141	8141
81411	1	8141	8141
81420	2	8142	8142
81430	1	8143	8143
81431	1	8143	60001
81500	1	8150	8150
81501	1	8801	60001
81509	1	8801	60001
81510	1	8152	8152
81609	1	8808	60002
81600	1	8160	8160
81610	1	8161	8161
81700	1	8170	8170
81701	1	8172	8171
81709	1	8809	60001
81710	1	8170	8170
81720	1	8175	9399
81721	1	8558	8558
81800	1	8180	8180
81809	1	8802	60002
81810	1	8181	8181
81900	1	8190	8190
81909	1	8810	60003
81910	1	8191	8191
81920	1	8192	8192
82100	2	88	8210
82101	2	88	8211
20100	2	8210	8210
20110	2	8210	8210
82130	2	8213	8215
82140	2	8214	8214
82150	2	8215	8215
82151	2	82151	82151
82160	1	8216	8216
83100	1	8310	8310
83101	1	8312	8312
83109	1	8811	60001
83110	1	8311	8311
83200	3	8320	8320
83220	3	8330	8330
83229	3	8812	60003
83230	3	8331	8331
83111	1	8311	8311
83102	1	8310	8310
87010	2	8701	8701
87020	2	8701	8701
87030	2	8701	8703
87050	2	8701	8701
87310	2	8731	8731
87311	2	87311	87311
87320	2	8731	8731
87330	3	8731	8733
87360	1	8736	8736
87370	2	8737	8736
87380	1	8736	8736
87390	2	8737	1
87400	2	8737	1
87410	2	8737	8741
87420	2	8742	8742
87430	2	8737	8743
87440	2	8744	99
87500	1	8750	8750
87510	2	8751	8751
87520	2	8752	8752
87530	2	8753	8753
87540	1	8754	8754
87550	2	8755	8755
87560	2	8756	8756
83400	1	8340	8340
83500	3	8350	8350
83501	3	8351	8351
83502	3	7407	9391
83520	3	8352	8352
83521	3	83521	83521
83529	3	8813	60003
83530	3	8353	8353
83600	2	83600	83600
83601	2	83601	83601
83602	2	83600	83600
83603	1	8170	8170
83609	2	8814	60003
83610	2	83602	83602
83800	3	8380	8380
83801	3	8806	60004
83802	3	8806	8354
83803	3	8806	8352
83804	3	8380	8381
83809	3	8381	60001
83810	3	8382	8382
83900	2	8390	8390
83901	1	8390	8390
83902	2	8393	8393
84000	1	8400	8400
84001	1	8400	8401
84002	1	8400	8401
84003	1	8400	8402
84004	1	8400	8402
84005	1	8400	8402
84006	1	8400	8402
84007	1	8400	8400
84200	1	8420	8420
84206	1	8426	8426
84209	1	8817	60003
84210	1	8420	8420
84201	2	8420	8421
84202	2	8420	8421
84203	2	8420	8422
84204	2	8420	8422
84205	2	8420	8422
84300	2	8430	9315
84301	2	8430	9317
84302	2	8432	8432
84310	2	8431	9316
84311	2	8431	9318
84100	2	84120	84120
84109	2	8816	60003
84111	2	84130	84130
811000	1	81100	81100
811100	1	81200	81200
811200	1	81100	81100
811201	1	81100	81100
811300	1	81200	81200
812000	1	81300	81300
813000	1	81300	81300
813100	1	81310	81310
814000	1	8140	81400
814010	1	81410	9420
814100	1	81410	9420
814200	2	81420	9400
814300	1	81430	9400
815000	1	8150	9400
816000	1	8160	9400
817000	1	8170	9400
817021	1	8170	9400
818000	1	81800	9400
818021	1	8802	60002
819000	1	81900	81900
821000	2	88	9400
201000	2	82100	82100
201100	2	82100	82100
821300	2	82130	82150
821400	2	82140	82150
821500	2	82150	9400
821501	2	82150	9400
821600	1	82160	81600
831000	1	83100	83100
831100	1	83110	83110
870100	2	83100	9400
870200	2	87010	9400
870300	2	87010	87030
870500	2	87010	87010
870600	1	87620	87620
870601	1	87601	87601
870602	1	87601	87601
870603	1	87601	87601
870604	1	87601	87601
870605	1	87601	87601
870606	1	87606	87606
870607	1	87606	87606
870608	1	87606	87606
870609	1	87606	87606
870610	1	87607	87607
870620	1	87620	87620
835000	3	83500	83500
835200	3	83520	83520
836000	2	83600	83610
837000	2	83700	83700
837009	2	8815	60003
837021	2	8803	60002
837100	2	83710	83710
837001	2	8804	60004
83705	2	83705	83705
837011	2	83700	83700
837012	2	83700	83700
837111	2	83710	83712
837112	2	83710	83712
837113	2	83710	83713
837013	2	83700	83700
837114	2	83710	83713
837115	2	83711	83714
839000	2	8391	8391
841000	2	84100	84100
841100	2	84110	84110
841001	2	84100	84101
841101	2	84110	84111
84400	2	8440	8392
84401	0	8440	0
84402	0	8440	0
84403	0	8440	0
84404	0	8440	0
84405	0	8440	0
845000	2	8430	9315
845099	2	9900	9901
845002	2	8434	9320
846000	2	8460	8460
846100	2	8461	8461
846001	2	8462	8462
846003	2	8460	8460
845001	2	8433	9319
847100	2	8471	8470
847200	2	8472	8470
85010	2	8471	8470
85020	2	8472	8470
848100	2	8482	84200
848200	2	8482	84201
848300	2	8483	84300
848400	2	8482	84200
84900	2	8490	8491
84901	2	8490	8491
84902	2	8490	8491
84903	2	8491	8493
97630	2	9763	8492
82200	1	8220	8220
82202	1	8221	8221
81301	1	8130	9499
83103	1	8310	9498
87011	2	8701	9499
818001	1	81800	9499
81601	1	8160	9499
817001	1	8170	9499
814001	1	8140	9499
837002	2	83700	9499
81511	1	8152	9499
84313	2	8431	9499
70222	3	7002	9498
81901	1	8190	9498
81432	1	8143	9499
82201	1	8220	9497
83604	2	83600	9499
83231	3	8331	9498
82152	2	82151	9499
85100	0	8510	8510
85300	2	8531	9321
85301	2	8532	9323
85310	2	8531	9321
85400	1	8350	8350
85500	1	8550	8550
85550	2	8555	8555
85560	2	8556	8556
85480	2	8555	8555
85490	2	8556	8556
85491	2	8557	8557
80720	2	8556	8556
85350	2	8535	9401
85360	2	8536	9401
85460	0	8512	8512
85470	0	8512	8512
85570	2	8537	9402
85620	2	8562	8562
82300	2	8563	8563
83340	2	8571	8571
83360	1	8571	8571
83370	1	8571	8571
83130	2	8313	9403
83160	2	8316	9403
83180	2	8318	8318
85800	2	8316	9403
84950	2	8495	0
84951	2	8495	0
84952	2	8495	0
84953	2	8495	0
84954	2	8495	0
84955	2	8495	0
84956	2	8495	0
84960	2	8496	0
82350	1	8235	8235
82450	1	8245	9404
85650	1	8568	9405
85660	1	8568	9406
85651	1	8565	9404
85661	1	8565	9404
85652	1	8568	9405
85670	2	8704	8704
85671	2	8705	8705
85680	2	8568	8568
85690	2	8572	8572
85691	2	8572	8572
85692	2	8572	8572
85695	2	8572	8572
85752	1	8575	8575
846002	2	8462	8462
85101	2	8510	8510
85700	2	8570	8570
70210	3	7001	9410
85770	1	9347	9411
85771	1	9347	9411
85750	1	8575	8575
85751	1	8575	8575
87620	1	8762	8762
87630	1	8762	8763
87590	1	8759	8759
87591	1	8759	8759
87650	1	8497	8497
87651	1	8765	8765
87760	1	8765	8765
85820	1	8497	8497
80430	1	8497	8497
87750	1	8775	8766
87751	1	8775	8767
87752	1	8775	8768
87753	1	8775	8769
87754	1	8775	8768
87611	1	9347	9199
87690	1	8769	8769
87691	1	8769	8769
87692	1	8769	8769
87720	1	8769	9299
87810	2	8781	9299
81950	1	8512	8512
81960	1	8512	8512
87850	1	8759	8759
87851	0	8513	8512
87852	1	8498	8497
87853	1	8760	8759
84020	1	9706	9199
84021	1	8762	9199
80530	1	8762	9199
80620	1	8762	9199
81530	1	9707	9199
81531	1	9347	9199
81532	1	9708	9199
81533	1	9708	9199
81534	1	9708	9199
81535	1	9707	9199
80740	1	9708	9199
87820	1	8782	8782
87830	1	8783	8782
87821	1	8782	8782
87831	1	8783	8782
87901	2	8790	8790
87902	2	8791	8791
80730	2	8791	8791
80210	2	8021	9299
80211	2	8021	9299
80212	2	8021	9299
80461	2	8021	9299
80250	2	8025	9299
80251	2	8025	9299
80400	2	8025	9299
80401	2	8025	9299
80710	2	8025	9299
80330	1	8033	8794
80331	1	8036	8795
80332	1	8033	8794
80333	1	8033	8794
80334	1	8033	8794
80360	1	8033	8796
80361	1	8036	8795
80590	1	8033	8796
80680	1	9347	9199
80681	1	9347	9199
80690	1	9347	9199
80700	1	9347	9199
80701	1	9347	9199
80300	1	8792	8792
80301	1	8793	8793
80302	1	8792	8792
80303	1	8793	8793
80450	2	8025	9299
80480	1	8048	9199
80490	1	8050	9199
80500	1	8050	9199
80529	0	8440	0
80528	0	8440	0
80527	0	8440	0
80526	0	8440	0
91290	1	8510	1
91221	1	8510	1
91222	1	8510	1
80600	1	8060	1
80602	1	8060	1
80790	2	8562	8562
80791	2	8756	8756
80800	3	8380	8380
80801	3	8380	8380
80631	1	8052	0
80632	1	8052	0
80633	1	8052	0
80634	1	8052	0
80871	1	8052	0
80731	2	807301	1
80732	2	807301	1
80810	1	8510	1
80811	1	8510	1
80820	1	8510	1
80821	1	8510	1
93660	1	7301	9190
94660	1	7301	9290
95660	1	7301	9391
93790	1	7302	9190
94790	1	7302	9290
95790	1	7302	9391
93220	2	7303	9190
94220	2	7303	9290
95220	2	7303	9391
93250	2	7301	9190
94250	2	7301	9290
95250	2	7301	9391
93160	3	7304	9391
93161	2	7304	9290
93162	2	7304	9190
93130	2	7401	9391
93131	2	7401	9290
93132	2	7401	9190
93133	2	7401	9190
93140	2	7402	9391
93141	2	7402	9290
93142	2	7402	9190
93120	2	7403	9391
93121	2	7403	9290
93122	2	7403	9190
93129	2	7403	9190
93173	2	7305	9391
93174	2	7305	9290
93175	2	7305	9190
93073	2	7306	9190
93074	2	7306	9290
93075	2	7306	9391
93034	2	7307	9190
93035	2	7307	9290
93036	2	7307	9391
90682	2	7308	9190
90683	2	7308	9290
90684	2	7308	9391
90213	3	7309	9190
90214	3	7309	9290
90215	3	7309	9391
93295	2	7409	9190
93296	2	7409	9290
93297	2	7409	9391
93307	2	7410	9190
93308	2	7410	9290
93309	2	7410	9391
93334	2	7412	9190
93335	2	7412	9290
93336	2	7412	9391
93344	2	7413	9190
93345	2	7413	9290
93346	2	7413	9391
93324	3	7414	9190
93325	3	7414	9290
93326	3	7414	9391
92031	3	7301	9190
20060	1	9037	9303
20061	1	9021	9203
20062	1	9536	9100
20063	1	9037	9303
20064	1	9037	9303
20065	1	9037	9303
20066	1	9037	9303
20067	1	9037	9303
20068	1	9037	9303
20069	1	9037	9303
90000	1	90000	90000
90001	1	9021	9021
90002	1	90002	90002
90003	1	90003	90004
90004	1	90004	90004
90007	1	90007	90007
90008	1	90008	90004
90009	1	90009	90004
90020	1	9002	9002
90920	1	9002	9002
90030	3	9003	9300
90031	3	9003	9300
90032	3	9004	9310
90040	3	7	9300
90041	3	7	9300
90060	1	9522	9300
90090	3	9009	9302
90091	3	9054	9312
90100	3	9010	9300
90110	3	9011	9302
90111	3	9029	9312
90120	3	9012	9300
90121	3	9012	9300
90130	3	9013	9300
90140	3	9014	9300
90150	3	9015	9300
90160	3	9016	9300
90161	3	9030	9310
90170	3	9017	9300
90171	3	9017	9300
90180	3	9018	9300
90181	3	9018	9300
90182	3	9028	9310
90190	3	9019	9300
90191	3	88	9300
90192	3	88	9300
90193	3	9056	9310
90200	3	9014	9300
90210	3	9021	9303
90211	3	9021	9303
90212	3	9052	9313
90220	2	9022	9303
90221	2	9023	9313
90222	1	9022	9303
90230	3	9021	9300
90250	2	9025	9303
90251	2	9027	9313
90260	3	9026	9304
90330	2	9033	9303
90331	2	9048	9313
90340	2	9037	9303
90341	2	9034	9303
90342	2	9034	9303
90343	2	9049	9313
90350	2	9035	9303
90351	2	9035	9303
90352	2	9035	9303
90360	2	9036	9303
90361	2	9036	9303
90362	2	9055	9313
90370	3	9037	9304
90371	3	9049	9314
90372	1	9037	9304
90380	2	9038	9304
90381	2	9038	9304
90382	2	9038	9304
90383	2	9038	9304
90384	2	9038	9204
90390	2	9039	9300
90400	2	9040	9303
90410	2	9003	9304
90411	2	9041	9304
90420	2	9042	9304
90421	2	9053	9314
90430	3	9043	9303
90431	3	90431	9303
90432	3	9043	9303
90433	3	9047	9313
90440	3	9044	9304
90450	2	9045	9303
90460	2	9046	9303
90470	3	9015	9300
90480	3	9016	9300
90490	3	9010	9300
90500	1	9050	9303
90501	1	6	0
90502	0	8171	0
90505	0	84	0
90506	1	84	0
90507	3	9536	9100
90508	1	9050	9303
90600	1	9060	9306
90610	1	9061	9306
90611	1	9061	9306
90620	1	9062	9306
90630	1	9063	9305
90640	1	9064	9064
90650	1	9065	9065
90660	1	9066	9066
90670	1	9067	9067
90680	1	9068	9068
90681	1	9068	9068
90690	1	9069	9307
90691	1	9069	9303
90700	1	9070	9300
90701	1	9070	9300
90702	1	9070	9300
90703	1	9082	9308
90710	1	9071	9300
90720	1	9072	9300
90730	1	9073	9300
90731	1	9073	9300
90740	1	9074	9305
90750	1	9075	9300
90760	1	9076	9305
90770	1	9077	9305
90780	1	9078	9305
90790	1	9079	9305
90800	1	9080	9080
90810	1	9081	9305
90820	1	9080	9305
90830	1	9070	9300
90840	1	9070	9300
90850	1	9070	9300
91850	1	9070	9300
92850	1	9070	9300
90860	1	9086	9399
90861	1	9086	9299
90862	1	9086	9299
90863	1	9086	9299
90864	1	9086	9299
90865	1	9086	9299
90870	2	9087	9399
91870	2	9087	9299
92870	2	9087	9199
90871	0	9087	0
90873	2	9087	9299
90874	2	9087	9299
90880	3	9070	9300
91880	3	9070	9300
92880	3	9070	9300
90881	3	9070	9300
91881	3	9070	9300
90890	1	9089	9399
90900	1	9090	9399
90910	1	9091	9399
90913	1	9091	9399
90930	1	9093	9399
90931	1	9093	9399
90940	1	9094	9399
90950	1	9095	9399
90960	2	9096	9399
90970	2	9097	9399
90980	1	9098	9399
90990	2	9099	9399
93010	1	9301	9399
93020	3	9302	9399
93023	3	9302	9399
93030	2	9303	9399
93050	2	9305	9399
93053	2	9305	9399
93055	2	9305	9299
93060	2	9306	9399
93063	2	9306	9399
93070	2	9307	9398
93080	3	9308	8491
93081	3	9308	8491
93082	3	9308	8491
93083	3	9308	8491
93084	3	9308	8491
93085	3	9308	8490
93086	3	9308	8490
93087	3	9308	8490
93088	3	9308	8491
93089	3	9308	8491
93067	3	9308	8491
93068	3	9308	8491
93069	3	9308	8491
93090	3	9308	8491
93103	3	9310	9399
93110	3	9311	9399
93170	2	9317	9398
93179	2	9317	9398
91030	3	9003	9200
91031	3	9003	9200
91032	3	9003	9200
91033	3	9003	9200
91034	3	9003	9200
91035	3	9003	9200
91036	3	9003	9200
91090	3	9009	9200
91100	3	9010	9201
91110	3	9011	9201
91111	3	9011	9200
91120	3	9012	9200
91130	3	9013	9200
91140	3	9014	9200
91150	3	9015	9200
91160	3	9016	9201
91170	3	9017	9201
91171	3	9017	9201
91180	3	9018	9200
91190	3	9019	9202
91200	3	9020	9200
91210	3	9021	9203
91220	2	9022	9303
91250	2	9025	9203
91260	3	9026	9204
91330	2	9033	9203
91340	2	9034	9203
91350	2	9035	9203
91360	2	9036	9203
91370	3	9037	9204
91380	2	9038	9204
91381	2	9038	9204
91382	2	9038	9204
91383	2	9038	9204
91384	2	9038	9204
91390	2	9039	9200
91400	2	9040	9203
91410	2	9041	9204
91420	2	9042	9204
91430	3	9043	9203
91440	3	9044	9204
91450	2	9045	9203
91460	2	9046	9203
91461	2	9046	9203
93180	3	9318	9199
93181	3	9318	9299
93182	3	9318	9399
93183	3	9318	9399
93190	3	9318	9199
93191	3	9318	9299
93192	3	9318	9399
93221	3	9322	9199
93222	3	9322	9299
93223	3	9322	9399
93230	3	9323	9199
93231	3	9323	9299
93232	3	9323	9399
93240	3	9324	9199
93241	3	9324	9299
93242	3	9324	9399
93251	1	9325	9190
93252	1	9325	9290
93253	1	9325	9391
93291	2	9329	9199
93292	2	9329	9299
93293	2	9329	9399
93294	2	9329	9391
93301	2	9330	9199
93302	2	9330	9299
93303	2	9330	9399
93304	2	9330	9199
93305	2	9330	9299
93306	2	9330	9399
93311	3	9331	9199
93312	3	9331	9299
93313	3	9331	9399
93321	3	9332	9199
93322	3	9332	9299
93323	3	9332	9399
93327	3	9332	9299
93331	2	9329	9199
93332	2	9329	9299
93333	2	9329	9399
93341	2	9334	9199
93342	2	9334	9299
93343	2	9334	9399
93351	3	9335	9199
93352	3	9335	9299
93353	3	9335	9399
93361	3	9336	9199
93362	3	9336	9299
93363	3	9336	9399
93364	3	9336	9399
93371	2	9337	9199
93372	2	9337	9299
93373	2	9337	9399
93381	1	9338	9199
93382	1	9338	9299
93383	1	9338	9399
93391	1	9339	9199
93392	1	9339	9299
93393	1	9339	9399
93401	2	9340	9199
93402	2	9340	9299
93403	2	9340	9398
93411	1	9343	9199
93412	1	9343	9299
93413	1	9343	9399
93421	1	9346	9199
93422	1	9346	9299
93423	1	9346	9399
93424	1	9346	9398
93431	1	9345	9199
93432	1	9345	9299
93433	1	9345	9399
93441	1	9344	9199
93442	1	9344	9299
93443	1	9344	9399
93471	1	9347	9199
93472	1	9347	9299
93473	1	9347	9399
93474	1	9347	9299
93480	1	9348	9199
93481	1	9348	9299
93482	1	9348	9399
93501	3	9350	9199
93502	3	9350	9299
93503	3	9350	9399
93504	3	9350	9399
93511	3	9351	9199
93512	3	9351	9299
93513	3	9351	9399
93514	3	9351	9399
93515	3	9351	9399
93531	3	9355	9199
93532	3	9355	9299
93533	3	9355	9399
93540	1	9354	9199
93541	1	9354	9299
93542	1	9354	9399
93551	1	9357	9199
93552	1	9357	9299
93553	1	9357	9399
93561	1	9356	9199
93562	1	9356	9299
93563	1	9356	9399
93580	1	9358	9199
93581	1	9358	9299
93582	1	9358	9399
93590	1	9359	9199
93591	1	9359	9299
93592	1	9359	9399
93631	1	9363	9199
93632	1	9363	9299
93633	1	9363	9399
93710	3	9337	9199
93651	3	9365	9199
93652	3	9365	9299
93653	3	9365	9399
93661	2	9366	9199
93662	2	9366	9299
93663	2	9366	9399
93671	2	9367	9199
93672	2	9367	9299
93673	2	9367	9399
93691	2	9369	9199
93692	2	9369	9299
93693	2	9369	9399
93751	1	9375	9199
93752	1	9375	9299
93753	1	9375	9399
93761	1	9376	9199
93762	1	9376	9299
93763	1	9376	9399
93681	1	9371	9199
93682	1	9371	9299
93683	1	9371	9399
91470	3	9015	9200
91480	3	9016	9201
91490	3	9010	9201
91600	1	9060	9201
91610	1	9061	9201
91620	1	9062	9201
91630	1	9063	9203
91640	1	9064	9203
91650	1	9065	9202
91660	1	9066	9203
91670	1	9067	9203
91680	1	9068	9203
91690	1	9069	9205
91710	1	9071	9205
91720	1	9072	9205
91730	1	9073	9205
91740	1	9074	9205
91750	1	9075	9205
91760	1	9076	9205
91770	1	9077	9205
91780	1	9078	9205
91790	1	9079	9205
91800	1	9080	9205
91810	1	9081	9205
91820	1	9080	9205
91830	1	9070	9203
91840	1	9070	9200
91860	1	9086	9299
91890	1	9089	9299
91900	1	9090	9299
91910	1	9091	9299
91930	1	9093	9299
91940	1	9094	9299
91950	1	9095	9299
91960	2	9096	9299
91970	2	9097	9299
91980	1	9098	9299
91990	2	9099	9299
93011	1	9301	9299
93021	3	9302	9299
93031	2	9303	9299
93033	2	9303	9299
93051	2	9305	9299
93054	2	9305	9299
93061	2	9306	9299
93071	2	9307	9299
93102	3	9310	9299
93112	3	9311	9299
93150	1	9705	0
93151	1	9705	0
93171	2	9317	9299
92030	3	9536	9100
92090	3	9009	9100
92100	3	9010	9100
92101	3	9031	9110
92110	3	9011	9100
92120	3	9012	9100
92130	3	9013	9100
92140	3	9014	9100
92150	3	9015	9100
92160	3	9016	9100
92170	3	9017	9100
92180	3	9018	9100
92190	3	9019	9100
92200	3	9020	9100
92210	3	9021	9100
92220	2	9022	9100
92250	2	9025	9100
92260	3	9026	9100
92330	2	9033	9100
92340	2	9034	9100
92350	2	9035	9100
92360	2	9036	9100
92370	3	9037	9100
92380	2	9038	9100
92383	2	9038	9100
92390	2	9039	9100
92400	2	9040	9100
92410	2	9041	9100
92420	2	9042	9100
92430	3	9043	9100
92440	3	9044	9100
92450	2	9045	9100
92460	2	9046	9100
92470	3	9015	9100
92480	3	9016	9100
92490	3	9010	9100
92600	1	9060	9100
92610	1	9061	9100
92620	1	9062	9100
92630	1	9063	9100
92640	1	9064	9100
92650	1	9065	9100
92660	1	9066	9100
92661	1	9066	9100
92670	1	9067	9100
92680	1	9068	9100
92690	1	9069	9100
92710	1	9071	9100
92720	1	9072	9100
