StageId	Name	Description	Icon	StoryIcon	BgmId	AmbientSound	LoadingType	RewardTipId	EventId	NormalEventIdOnPassed	UnlockEventId[1]	UnlockEventId[2]	NormalEventId[1]	NormalEventId[2]	PreEventId[1]	PreEventId[2]	PreEventId[3]	PreEventId[4]	ClearEventId[1]	ClearEventId[2]	ClearEventId[3]	DisappearCondition	OrderId	RecommandLevel	IsMultiplayer	HaveAssist	StandardUseTimeSec	RequireLevel	RequireActionPoint	FirstRequireActionPoint	FinishRequireActionPoint	CharacterLimitType	CareerSuggestType	AISuggestType	LimitBuffId	PassTimeLimit	PreStageId[1]	PreStageId[2]	PreStageId[3]	PreStageId[4]	FlopRewardId	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	StarRewardId[1]	StarRewardId[2]	StarRewardId[3]	TeamExp	FirstTeamExp	FinishTeamExp	CardExp	FirstCardExp	FinishCardExp	MaxChallengeNums	BuyChallengeCost	BuyChallengeCount	KeepPlayingStory	BeginStoryId	EndStoryId	OnlinePlayerLeast	OnlinePlayerLimit	StarDesc[1]	StarDesc[2]	StarDesc[3]	DescEventId[1]	DescEventId[2]	DescEventId[3]	SettleLoseTipId	SuggestedConditionId[1]	SuggestedConditionId[2]	SuggestedConditionId[3]	ForceConditionId[1]	ForceConditionId[2]	ForceConditionId[3]	HaveFirstPass	FirstGotoSkipId	FunctionLeftBtn	FunctionRightBtn	RobotId[1]	RobotId[2]	RobotId[3]	UrgentEventId[1]	UrgentEventId[2]	UrgentEventId[3]	RebootId	AutoFightId	StageType	StageGridStyle	FightControlId	DisableJoystick	NeedJobType[1]	NeedJobType[2]	NeedJobType[3]	MultiChallengeId	Restartable	ResetHpCount[1]	ResetHpCount[2]	ResetHpCount[3]	StoryUiStyle	OnlineMsgId	ForceAllyEffect	DisableDeadEffect	HideAction	Ability
30100830	CTL03	QTE & Character Entrance	Assets/Product/Texture/Image/UiNewCharActivity/NewCharActivityTab03.png		101					1													3												1		30100837																									3	Use Luna: Laurel in battle	Have all members survive.	Die no more than once.											1		2	1	1143	1137								Rectangle			1	2	3		1									
30100831	CTL04	Combat Practice	Assets/Product/Texture/Image/UiNewCharActivity/NewCharActivityTab04.png		101					1													4												1		30100830																									3	Use Luna: Laurel in battle	Have all members survive.	Die no more than once.											1		2	1	1137	2205	2211							Rectangle			1	2	3		1									
30100832	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1142									Rectangle			1	2	3											
30100833	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1155												1	2	3											
30100834	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1153												1	2	3											
30100835	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1154												1	2	3											
30100836	CTL01	Basic Skill Description	Assets/Product/Texture/Image/UiNewCharActivity/NewCharActivityTab01.png		101					1													1												1																											3	Use Luna: Laurel in battle	Have all members survive.	Die no more than once.											1		2	1	1142									Rectangle			1	2	3		1									
30100837	CTL02	Core Skill Description	Assets/Product/Texture/Image/UiNewCharActivity/NewCharActivityTab02.png		101					1													2												1		30100836																									3	Use Luna: Laurel in battle	Have all members survive.	Die no more than once.											1		2	1	1142									Rectangle			1	2	3		1									
30100841	A2 Core Passive	Core Passive Tutorial	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeachA2.png		38		20012			1													1												1		30100844						400721		400721																	3	Use A2 in battle	Learn different characters' core mechanics	Follow the guide to complete the tutorial											1		2	1	1155									Rectangle			1	2	3											
30100842	2B Core Passive	Core Passive Tutorial	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeach2B.png		38		20012			1													1												1		30100845						400721		400721																	3	Use 2B in battle	Learn different characters' core mechanics	Follow the guide to complete the tutorial											1		2	1	1153									Rectangle			1	2	3											
30100843	9S Core Passive	Core Passive Tutorial	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeach9S.png		38		20012			1													1												1		30100846						400721		400721																	3	Use 9S in battle	Learn different characters' core mechanics	Follow the guide to complete the tutorial											1		2	1	1154									Rectangle			1	2	3											
30100844	A2 Basic Attack & Pinging Orb	Basic Attack & Pinging Orb	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeachA2.png		38		20012			1													2												1								400721		400721																	3	Use A2 in battle	Learn different characters' skill mechanics	Follow the guide to complete the tutorial											1		2	1	1155									Rectangle			1	2	3											
30100845	2B Basic Attack & Pinging Orb	Basic Attack & Pinging Orb	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeach2B.png		38		20012			1													2												1								400721		400721																	3	Use 2B in battle	Learn different characters' skill mechanics	Follow the guide to complete the tutorial											1		2	1	1153									Rectangle			1	2	3											
30100846	9S Basic Attack & Pinging Orb	Basic Attack & Pinging Orb	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeach9S.png		38		20012			1													2												1								400721		400721																	3	Use 9S in battle	Learn different characters' skill mechanics	Follow the guide to complete the tutorial											1		2	1	1154									Rectangle			1	2	3											
30100847	A2 QTE	QTE & Character Entrance	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeachA2.png		38		20012			1													2												1		30100841						400721		400721																	3	Use A2 in battle	Learn different characters' QTE mechanics	Follow the guide to complete the tutorial											1		2	1	1153	1155								Rectangle			1	2	3											
30100848	2B QTE	QTE & Character Entrance	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeach2B.png		38		20012			1													2												1		30100842						400721		400721																	3	Use 2B in battle	Learn different characters' QTE mechanics	Follow the guide to complete the tutorial											1		2	1	1154	1153								Rectangle			1	2	3											
30100849	9S QTE	QTE & Character Entrance	Assets/Product/Texture/Image/UiFubenNier/UiFubenNierTeach9S.png		38		20012			1													2												1		30100843						400721		400721																	3	Use 9S in battle	Learn different characters' QTE mechanics	Follow the guide to complete the tutorial											1		2	1	1155	1154								Rectangle			1	2	3											
30100850	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1166									Rectangle			1	2	3											
30100851	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1165						3			Rectangle			1	2	3											
30100852	CTK01	Basic Skill Description	Assets/Product/Texture/Image/UiFunbenKoroTutorial/FunbenKoroTutorialTab1-1.png		101		20014			1													1												1								12051		12051																	3	Pay attention to the tutorial tips	Learn the Skill Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9082						3			Rectangle			1	2	3											
30100853	CTK02	Core Skill Description	Assets/Product/Texture/Image/UiFunbenKoroTutorial/FunbenKoroTutorialTab1-2.png		101		20014			1													1												1		30100852						12051		12051																	3	Pay attention to the tutorial tips	Learn the Core Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9082						3			Rectangle			1	2	3											
30100854	CTK03	QTE & Character Entrance	Assets/Product/Texture/Image/UiFunbenKoroTutorial/FunbenKoroTutorialTab1-3.png		101		20014			1													1												1		30100853						12051		12051																	3	Pay attention to the tutorial tips	Learn the QTE and Entrance Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	1129	9082					3			Rectangle			1	2	3											
30100855	CTK04	Character Rank-up	Assets/Product/Texture/Image/UiFunbenKoroTutorial/FunbenKoroTutorialTab1-4.png		101		20014			1													1												1		30100854						12051		12051																	3	Pay attention to the tutorial tips	Learn the Rank-up Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9086						3			Rectangle			1	2	3											
30100856	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		20014			1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips	Learn the Construct's combat techniques.												1		4	1	9082									Rectangle			1	2	3											
30100857	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101					1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips	Learn the Construct's combat techniques.												1		4	1	1167						3			Rectangle			1	2	3											
30100858	CTW01	Basic Skill Description	Assets/Product/Texture/Image/UiWeilaTutorial/GridWeilaTutorial2-1.png		101		20014			1													1												1								12051		12051																	3	Pay attention to the tutorial tips	Learn the Skill Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9088						3			Rectangle			1	2	3											
30100859	CTW02	Core Skill Description	Assets/Product/Texture/Image/UiWeilaTutorial/GridWeilaTutorial2-2.png		101		20014			1													1												1		30100858						12051		12051																	3	Pay attention to the tutorial tips	Learn the Core Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9088						3			Rectangle			1	2	3											
30100860	CTW03	S Vera - QTE & Character Entrance	Assets/Product/Texture/Image/UiWeilaTutorial/GridWeilaTutorial2-3.png		101		20014			1													1												1		30100859						12051		12051																	3	Pay attention to the tutorial tips	Learn the QTE and Entrance Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9091	9088					3			Rectangle			1	2	3											
30100861	CTW04	S Vera - Character Rank-up	Assets/Product/Texture/Image/UiWeilaTutorial/GridWeilaTutorial2-4.png		101		20014			1													1												1		30100860						12051		12051																	3	Pay attention to the tutorial tips	Learn the Rank-up Mechanism of Constructs	Follow the guide to complete the tutorial											1		4	1	9090						3			Rectangle			1	2	3											
30100862	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		20014			1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips	Learn the Construct's combat techniques.												1		4	1	9088									Rectangle			1	2	3											
30100864	T01	Core Passive	Assets/Product/Texture/Image/UiLuolanTutorial/GridLuolanTutoria1.png		101		20017			1													1												2								12051		12051																	3	Pay attention to the tutorial tips	Learn the Core Mechanism of Constructs.	Follow the guide to complete the tutorial											1		4	1	9093						3			Rectangle			1	2	3											
30100865	T02	Dodge Combo	Assets/Product/Texture/Image/UiLuolanTutorial/GridLuolanTutoria1.png		101		20017			1													1												2		30100864						12051		12051																	3	Pay attention to the tutorial tips	Learn the Construct's Extreme Dodge mechanism.	Follow the guide to complete the tutorial											1		4	1	9093						3			Rectangle			1	2	3											
30100866	T03	Advanced & Combat	Assets/Product/Texture/Image/UiLuolanTutorial/GridLuolanTutoria1.png		101		20017			1													1												2		30100865						12051		12051																	3	Pay attention to the tutorial tips	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9095						3			Rectangle			1	2	3											
30100867	T01	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		20017			1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips	Learn the Construct's combat techniques.												1		4	1	9093									Rectangle			1	2	3											
30100868	T01	Basic Skill	Assets/Product/Texture/Image/UiLifuActivity/UiLifuActivityStage02.png		101		10101			1													1												1								12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9098						3			Rectangle			1	2	3											
30100869	T02	Core Skill	Assets/Product/Texture/Image/UiLifuActivity/UiLifuActivityStage02.png		101		10101			1													1												1		30100868						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9098						3			Rectangle			1	2	3											
30100870	T03	Character Switch	Assets/Product/Texture/Image/UiLifuActivity/UiLifuActivityStage02.png		101		10101			1													1												1		30100869						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	4013	9098					3			Rectangle			1	2	3											
30100871	T04	Advanced & Combat	Assets/Product/Texture/Image/UiLifuActivity/UiLifuActivityStage02.png		101		10101			1													1												1		30100870						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9099						3			Rectangle			1	2	3											
30100872	T02	Core Passive	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9098									Rectangle			1	2	3											
30100873	T01	Core Skill	Assets/Product/Texture/Image/UiSelenaActivity/UiSelenaActivityBtnTeaching001.png		101		10101			1													1												1								12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9102						3			Rectangle			1	2	3											
30100874	T02	Character Switch	Assets/Product/Texture/Image/UiSelenaActivity/UiSelenaActivityBtnTeaching001.png		101		10101			1													1												1		30100873						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9106	9103					3			Rectangle			1	2	3											
30100875	T03	Combat Practice	Assets/Product/Texture/Image/UiSelenaActivity/UiSelenaActivityBtnTeaching001.png		101		10101			1													1												1		30100874						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial											1		4	1	9103						3			Rectangle			1	2	3											
30100877	T01	Core Skill	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												1								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9102									Rectangle			1	2	3											
30100878	T01	Core Skill	Assets/Product/Texture/Image/UiPulaoActivity/UiPulaoActivityBtnTeaching001.png		101		10101			1													1												2								12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial.											1		4	1	2213						3			Rectangle			1	2	3											
30100879	T02	Character Switch	Assets/Product/Texture/Image/UiPulaoActivity/UiPulaoActivityBtnTeaching001.png		101		10101			1													1												2		30100878						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial.											1		4	1	1135	2214					3			Rectangle			1	2	3											
30100880	T03	Combat Practice	Assets/Product/Texture/Image/UiPulaoActivity/UiPulaoActivityBtnTeaching001.png		101		10101			1													1												2		30100879						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Follow the guide to complete the tutorial.											1		4	1	2214						3			Rectangle			1	2	3											
30100881	T01	Core Skill	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	2213									Rectangle			1	2	3											
30100882	Finishing Move Tutorial	Tutorial Stage	Assets/Product/Texture/Image/UiFubenPractice/Basics7.png		101		10101			1													1												2								30100705		30100705																	3	Uniframes can destroy the enemy's defense.	And then use the Finishing Move on the enemy.												1		4	1	9093									Rectangle			1	2	3											
30100883	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1142									Rectangle			1	2	3		1									
30100884	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													3												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1143	1137								Rectangle			1	2	3		1									
30100885	T04	Combat Practice	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													4												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1137	2205	2211							Rectangle			1	2	3		1									
30100886	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													2												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1155									Rectangle			1	2	3											
30100887	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													2												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1153									Rectangle			1	2	3											
30100888	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													2												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1154									Rectangle			1	2	3											
30100889	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													2												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1153	1155								Rectangle			1	2	3											
30100890	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													2												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1154	1153								Rectangle			1	2	3											
30100891	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101					1													2												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		2	1	1155	1154								Rectangle			1	2	3											
30100892	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20014			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9082						3			Rectangle			1	2	3											
30100893	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20014			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1129	9082					3			Rectangle			1	2	3											
30100894	T04	Advanced & Actual Combat	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20014			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9086						3			Rectangle			1	2	3											
30100895	T01	Basic Skill Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20014			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9088						3			Rectangle			1	2	3											
30100896	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20014			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9091	9088					3			Rectangle			1	2	3											
30100897	T04	Advanced & Actual Combat	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20014			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9090						3			Rectangle			1	2	3											
30100898	T02	Dodge Combo	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20017			1													1												2																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9093						3			Rectangle			1	2	3											
30100899	T03	Advanced & Actual Combat	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		20017			1													1												2																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9095						3			Rectangle			1	2	3											
30100900	T01	Basic Skill	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9098						3			Rectangle			1	2	3											
30100901	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	4013	9098					3			Rectangle			1	2	3											
30100902	T04	Advanced & Actual Combat	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9099						3			Rectangle			1	2	3											
30100903	T02	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9106	9103					3			Rectangle			1	2	3											
30100904	T03	Combat Practice	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												1																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9103						3			Rectangle			1	2	3											
30100905	T02	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	1135	2214					3			Rectangle			1	2	3											
30100906	T03	Combat Practice	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	2214						3			Rectangle			1	2	3											
30100907	T01	Basic Description	Assets/Product/Texture/Image/UiNanamiActivity/UiNanamiActivityBtnTeaching001.png		101		10101			1													1												2								12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2216						3			Rectangle			1	2	3											
30100908	T02	Core Skill	Assets/Product/Texture/Image/UiNanamiActivity/UiNanamiActivityBtnTeaching001.png		101		10101			1													1												2		30100907						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2216						3			Rectangle			1	2	3											
30100909	T03	Character Switch	Assets/Product/Texture/Image/UiNanamiActivity/UiNanamiActivityBtnTeaching001.png		101		10101			1													1												2		30100908						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	9098	2217					3			Rectangle			1	2	3											
30100910	T04	Combat Practice	Assets/Product/Texture/Image/UiNanamiActivity/UiNanamiActivityBtnTeaching001.png		101		10101			1													1												2		30100909						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2217						3			Rectangle			1	2	3											
30100911	T01	Basic Description	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2																											3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	2216						3			Rectangle			1	2	3											
30100912	T02	Core Skill	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												2		30100911						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	2216						3			Rectangle			1	2	3											
30100913	T03	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2		30100912																									3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	9098	2217					3			Rectangle			1	2	3											
30100914	T04	Combat Practice	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2		30100913																									3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.												1		4	1	2217						3			Rectangle			1	2	3											
30100915	T01	Core Skill	Assets/Product/Texture/Image/UiHachamaActivity/UiHachamaActivityBtnTeaching001.png		101		10101			1													1												2								12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2220						3			Rectangle			1	2	3											
30100916	T02	Character Switch	Assets/Product/Texture/Image/UiHachamaActivity/UiHachamaActivityBtnTeaching002.png		101		10101			1													1												2		30100915						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	9086	2221					3			Rectangle			1	2	3											
30100917	T03	Combat Practice	Assets/Product/Texture/Image/UiHachamaActivity/UiHachamaActivityBtnTeaching003.png		101		10101			1													1												2		30100916						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2221						3			Rectangle			1	2	3											
30100918	T01	Core Skill	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2220						3			Rectangle			1	2	3											
30100919	T02	Character Switch	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2		30100918																									3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	9086	2221					3			Rectangle			1	2	3											
30100920	T03	Combat Practice	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia2.png		101		10101			1													1												2		30100919																									3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2221						3			Rectangle			1	2	3											
30100921	Dawn - T02	Leap Trial	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2225	9090					3			Rectangle			1	2	3											
30100922	Palefire - T02	Leap Trial	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2224						3			Rectangle			1	2	3											
30100923	Luminance - T02	Leap Trial	Assets/Product/Texture/Image/UiFubenPracticeCharacter/UiFubenPracticeCharacterGuanqia1.png		101		10101			1													1												2								30100801		30100801																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2227	1156					3			Rectangle			1	2	3											
30100924	Scire - T01	Basic Description	Assets/Product/Texture/Image/UiSuperKareninaActivity/UiSuperKareninaActivityTutorial001.png		101		10101			1													1												2								12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2229						3			Rectangle			1	2	3											
30100925	Scire - T02	Core Skill	Assets/Product/Texture/Image/UiSuperKareninaActivity/UiSuperKareninaActivityTutorial002.png		101		10101			1													1												2		30100924						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	2229						3			Rectangle			1	2	3											
30100926	Scire - T03	Character Switch	Assets/Product/Texture/Image/UiSuperKareninaActivity/UiSuperKareninaActivityTutorial003.png		101		10101			1													1												2		30100925						12051		12051																	3	Pay attention to the tutorial tips.	Learn the Construct's combat techniques.	Have all members survive.											1		4	1	9103	2230					3			Rectangle			1	2	3											
