Id	GroupIndex	StageIndex	DifficultyId	Name	NameEn	Icon	ShowMonsterIcon	ShowMonsterName	Type	LinkIds[1]	LinkIds[2]	LinkIds[3]	LinkIds[4]	LinkIds[5]	LinkIds[6]	HpMax	Desc	GuildWarStageId	BaseSubHp	MaxSubHp	MaxPoint	MinSubDamage	FactorA	FactorB	FactorC	FactorD	FightCostEnergy	SweepCostEnergy	HelpTitle	HelpDetail	DeployCharacterMax	DeployCharacterNum[1]	DeployCharacterNum[2]	DeployCharacterNum[3]	DeployCharacterNum[4]	DeployCharacterNum[5]	DeployCharacterNum[6]	DeployCharacterNum[7]	DeployCharacterNum[8]	DeployCharacterNum[9]	DeployCharacterNum[10]	DeployBuff[1]	DeployBuff[2]	DeployBuff[3]	DeployBuff[4]	DeployBuff[5]	DeployBuff[6]	DeployBuff[7]	DeployBuff[8]	DeployBuff[9]	DeployBuff[10]	ShowFightEventId[1]	ShowFightEventId[2]	FightEventId[1]	FightEventId[2]	BgIcon	TreatMstInterval	TreatMstPercent	ResidueStageId	ModelId	RootId
3051	3	4	3	Broken Walls	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	151	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture III	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					305
3061	3	5	3	Broken Walls	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	Blair	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	152	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture IV	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					306
3071	3	6	3	Broken Walls	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	Guardian	5							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	164	450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Icy Pass	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240421	2240415	2240404	2240409	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png					307
3111	4	1	3	Broken Walls	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	153	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture I	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					311
3121	4	2	3	Broken Walls	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Ground 3 - Rabbit	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	154	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture II	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					312
3131	4	3	3	Broken Walls	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	Polar Bear	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	155	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture III	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					313
3141	4	4	3	Broken Walls	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	DB02-Sanitizer	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	156	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture IV	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					314
3151	4	5	3	Broken Walls	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Yazi	5							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	165	450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Fire Pass	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240278	2240415	2240404	2240282	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png					315
3211	5	1	3	Broken Walls	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	157	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture I	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					321
3221	5	2	3	Broken Walls	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Kemuri	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	158	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture II	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					322
3231	5	3	3	Broken Walls	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	Tai'E	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	159	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture III	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					323
3241	5	4	3	Broken Walls	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Kemuri	2							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	160	650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Juncture IV	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240415		2240404		Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang7.png					324
3251	5	5	3	Broken Walls	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon22.png	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	Prime	5							10000	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	166	450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Void Pass	Under the Slumberer's influence, the enemies in this area have become more violent! The battle has become extremely difficult.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240424	2240415	2240404	2240419	Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang6.png					325
3301	2	1	3	Dangerous Cliff	Dangerous Cliff	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon12.png	Assets/Product/Texture/Image/RoleCharacter/Mb1MelinoeMd010001.png	Melinoe	19							10000	Warning! The Slumberer has evolved into its ultimate form!	178	300	700	1960	400	0.625	87.75	5.0	1960.0	20	20	Melinoe	Warning! The Slumberer has evolved into its ultimate form!	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000	2240423		2240288			1	10	103	Mb1MelinoeMd010001UI	330
3022	3	1	3	Ruins	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					302
3032	3	2	3	Ruins	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					303
3042	3	3	3	Ruins	Cliff Fortress	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		300	850	1315	550	0.5	350.0	475.0	680.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					304
3052	3	4	3	Ruins	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					305
3062	3	5	3	Ruins	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					306
3072	3	6	3	Ruins	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					307
3112	4	1	3	Ruins	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					311
3122	4	2	3	Ruins	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					312
3132	4	3	3	Ruins	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					313
3142	4	4	3	Ruins	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					314
3152	4	5	3	Ruins	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					315
3212	5	1	3	Ruins	The Pass I	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					321
3222	5	2	3	Ruins	The Pass II	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					322
3232	5	3	3	Ruins	The Pass III	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					323
3242	5	4	3	Ruins	The Pass IV	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		650	1100	1315	450	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					324
3252	5	5	3	Ruins	Treacherous Gap	Assets/Product/Texture/Image/UiGuildWar/UiGuildWarStageIcon21.png			20							10000	The Slumberer has ruined this area. Everything has been turned into ashes.		450	750	1315	300	0.6	58.5	5.0	1315.0	20	20	Ruins	The Slumberer has ruined this area. Everything has been turned into ashes.	80	1	2	3	4	5	6	7	8	9	10	100	200	300	400	500	600	700	800	900	1000					Assets/Product/Texture/Atlas/UiGuildWar/UiGuildWarStageKuang9.png					325
