Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow
2476001	47	0	6	6	2476001	2476001	0	0	0	0	Flamewing of Dawn	6★ Pyro Katana Flamewing of Dawn	Ashes rise in gray flames, the golden rays dispel the gloom. No matter how dark the abyss, the fire of the red lotus will bloom with the brilliance of dawn. No matter the obstacles ahead, the girl will soar on wings of hope, triumphant as promised.	0
2484001	48	0	4	4	2484001	2484001	0	0	0	0	Rasetsu	4★ Powered Arms: Rasetsu	This new weapon, forged from military-grade prosthetics using a revolutionary super-solid layering process, excels in diverse combat scenarios and significantly boosts individual combat effectiveness. Its potential is immense, whether deployed on the battlefield or adapted for civilian use.	0
2485001	48	0	5	5	2485001	2485001	0	0	0	0	Raijin	5★ Powered Arms: Raijin	Legend speaks of a night in antiquity, wind howling, clouds obscuring the moon, and demons prowling. Suddenly, a thunderous roar shattered the gloom. A deity, cloaked and staff in hand, descended upon a bolt of lightning. In a blinding flash, the demons scattered like chaff before a storm. This was the Thunderous Exorcism, a tale whispered through the ages. —From the "Garden of Wonders"	0
2486001	48	0	6	6	2486001	2486001	0	0	0	0	Fudo Myo-o	6★ Powered Arms: Fudo Myo-o	A lone traveler, burdened by the weight of time, trudges along a frozen path, adrift like a single leaf on a vast ocean, finally reaching the end of the labyrinth. A thousand years have passed, yet the air still hums with the scent of flowers. The world shimmers with illusions, a kaleidoscope of reality and fantasy. This time, she seizes the fleeting moment, unleashing a torrent of thunder, shattering the illusions.	0
2494001	49	0	4	4	2494001	2494001	0	0	0	0	Shield Axe ZL-07 Prototype	4★ Shield Axe ZL-07 Prototype	Crafted from standard alloy, this Shield Axe is both offensive and defensive, capable of multiple form transformations. But due to its weight, mass production was not approved.	0
2495001	49	0	5	5	2495001	2495001	0	0	0	0	Sparkle ZL-09 - Mod	5★ Shield Axe Sparkle ZL-09 - Mod	Its platinum color and the radiance it emits during battle are reminiscent of the glorious colors in Golden Age mecha anime. Take up "Sheen" on the battlefield and blaze a new trail that still shines bright.	0
2496001	49	0	6	6	2496001	2496001	0	0	0	0	Starlight Glare	6★ Shield Axe: Starlight Glare	Perfectly recreating the legendary divine weapon from the girl's wild imagination, every part can be extended into a dazzling combo. Its goal is to cut through all boring things, like loneliness and sadness. Even "unchangeable" fate will be shattered by it.	0
2504001	50	0	4	4	2504001	2504001	0	0	0	0	The Last Answer	4★ Keystaff: The Last Answer	Designed to traverse unknown realms, the prototype of this key-shaped probe boasted nearly unmatchable computing power for unobservable universe exploration.	0
2505001	50	0	5	5	2505001	2505001	0	0	0	0	Celestial Reflection	5★ Keystaff: Celestial Reflection	Amid an ever-expanding cosmos, in domains beyond light's grasp, this "key" holds an incalculable trove of data that mirrors all the death and rebirth throughout the universe.	0
2506001	50	0	6	6	2506001	2506001	0	0	0	0	Alpha-Omega	6★ Keystaff: Alpha-Omega	With a power unpredictable as fate itself, this scepter bends the boundaries of creation and destruction beyond the measures of space and time.	0
2514001	51	0	4	4	2514001	2514001	0	0	0	0	Rosy Silhouette	4★ Moon Umbrella  Rosy Silhouette	The appearance is inspired by the hand umbrella knife of the female lead in some famous Golden Age crime movies. This design has some practical value, but it can only lie in the collector's showcase due to its heavy handle.	0
2515001	51	0	5	5	2515001	2515001	0	0	0	0	Glazed Enigma	5★ Moon Umbrella  Glazed Enigma	Compared to its predecessor, this one is a true "weapon" with the handle made of a low-density material. The umbrella fabric has been replaced by a low-key translucent white color to indicate the production process upgrade.	0
2516001	51	0	6	6	2516001	2516001	0	0	0	0	Sorrow of Fata Morgana	6★ Moon Umbrella  Sorrow of Fata Morgana	A weapon reconstructed with the help of the Ascension-Network after Lilith passed the trial. The luxury platinum patterns and the highly concentrated Punishing Virus clad layer on them have made it an elegant but fierce killer weapon.	0
2524001	52	0	4	4	2524001	2524001	0	0	0	0	Verse Abiding	4★ Bowstring Rapier Verse Abiding	A prototype Bowstring Rapier designed by the Science Council with a pressing device that has features of an entry-level musical instrument. When the strings are bowed, it would create an ethereal resonance on the battlefield.	0
2525001	52	0	5	5	2525001	2525001	0	0	0	0	Crowned Laurel	5★ Bowstring Rapier Crowned Laurel	An improved Bowstring Rapier crafted by the Science Council with enhanced concert feature that makes the pressing device a "baton." Whenever a light shoots across the sky above the Bowstring Rapier, the pressing device will create a harmony as grand as a symphony orchestra in performance following the user's order.	0
2526001	52	0	6	6	2526001	2526001	0	0	0	0	Orpheus' Lullaby	6★ Bowstring Rapier Orpheus' Lullaby	A weapon co-created by the WGAA and the Science Council with "crafted for those who devote their lives to art" as the concept. However, it has no difference from common music instruments in terms of craftsmanship and design. The only decisive difference is that it uses precious inert metals that make it sound just as clear as today even after hundreds or thoudands of years.	0
2534001	53	0	4	4	2534001	2534001	0	0	0	0	Standard MK II	4★ Fusion Gunsword Standard MK II	Designed and manufactured by Leibowitz Company, this general-purpose Fusion Gunsword is widely issued to armed personnel.	0
2535001	53	0	5	5	2535001	2535001	0	0	0	0	Lethal Shadow	5★ Fusion Gunsword Lethal Shadow	A "weapon of war" for the humanoid weapon of war. A weapon wielding another weapon—what, then, is the true difference between the two? —Weapon Designer L	0
2536001	53	0	6	6	2536001	2536001	0	0	0	0	Final Arbiter	6★ Fusion Gunsword Final Arbiter	Generated by the Matrix's computing power, even when operating at under 10% of its total output in daily use, it possesses terrifying destructive capability. No enemy has ever lived to see it at full charge—because in the very next instant after its energy port begins to glow, they are already dead.	0
2544001	54	0	4	4	2544001	2544001	0	0	0	0	Firecrash	4★ Dual-Bladed Lance: Firecrash	The designer drew inspiration from Golden Age legends of valkyries and created this rare weapon that combines the elegant appearance and extreme kinetic energy. It can adapt to all kinds of battlefields and swiftly switch between a spear and dual blades, meeting the user's demands for both melee and ranged battles.	0
2545001	54	0	5	5	2545001	2545001	0	0	0	0	Fiery Twilight	5★ Dual-Bladed Lance: Fiery Twilight	As required by the user, the designer has greatly optimized the weapon's charging module and further adjusted the weight ratio of the grip part to the attack part.	0
2546001	54	0	6	6	2546001	2546001	0	0	0	0	Deathless Flame	6★ Dual-Bladed Lance: Deathless Flame	An excellent weapon with further improved coating and charging module based on the battlefield statistics collected from previous battles with more funding from relevant departments. The designer opened a full sugar ice coke with relief on the day the weapon finished its final adjustment.	0
2555001	55	0	5	5	2555001	2555001	0	0	0	0	Yamato - Kageuchi	5★ Yamato: Yamato - Kageuchi	A legendary sword that looks similar to Yamato. It can't separate things like Yamato but can surely slice an enemy in half.	0
2556001	55	0	6	6	2556001	2556001	0	0	0	0	Yamato	6★ Yamato: Yamato	A powerful sword capable of separating the human and demon halves of an individual. Rumor has it that the sword was left by Vergil's father as a keepsake and is also the source of his power.	0
2565001	56	0	5	5	2565001	2565001	0	0	0	0	Devil Hunter Sword	5★ Devil Sword: Devil Hunter Sword	This replica of Devil Sword Dante looks very similar to the original but is able to enhance the power of fire due to the demonic materials added during forging.	0
2566001	56	0	6	6	2566001	2566001	0	0	0	0	Devil Sword Dante	6★ Devil Sword: Devil Sword Dante	It's not yet clear whether Dante merged the weapons with his own power or Rebellion did it itself, but this Devil Sword is a new weapon regardless.	0
2574001	57	0	4	4	2574001	2574001	0	0	0	0	Smiter	4★ Lashblade: Smiter	This weapon, with its transformable blade, boasts exceptional performance. Don't let its general-purpose, mass-produced status fool you; its power is nothing to scoff at.	0
2575001	57	0	5	5	2575001	2575001	0	0	0	0	Night Sunderer	5★ Lashblade: Night Sunderer	Each part of the transformed blade can operate as its own combat unit. The tougher the fight, the more thoroughly its incredible potential shines through.	0
2576001	57	0	6	6	2576001	2576001	0	0	0	0	Aurora	6★ Lashblade: Aurora	This weapon is sleek, slender, and elegant in form, yet deadly, dangerous, and overwhelmingly powerful—a perfect blend of beauty and lethality. When Bianca first takes hold of it, the radiant glow from its core looks just like the first light of dawn breaking on the horizon.	0
2584001	58	0	4	4	2584001	2584001	0	0	0	0	Laceration	4★ Scissors: Laceration	At Discord's request, the design remains simple and undecorated. The familiar shape reminds her of the ordinary scissors she once used, the soft and gentle texture of fabric still lingering at her fingertips—she still remembers that quiet dream of sewing and cutting.	0
2585001	58	0	5	5	2585001	2585001	0	0	0	0	Spinebreaker	5★ Scissors: Spinebreaker	Throughout development, fluidity was prioritized, and optimization was carried out to achieve the excellent results seen today.	0
2586001	58	0	6	6	2586001	2586001	0	0	0	0	Osseous Guillotine	6★ Scissors: Osseous Guillotine	The designer is most satisfied with the color scheme, which is a little unconventional. "Simple, efficient and sharp! That's what makes a design perfect. There's nothing wrong with being different—only by not caring about others' opinions can you stay true to yourself."	0
2594001	59	0	4	4	2594001	2594001	0	0	0	0	Flamethorn	4★ Lance: Flamethorn	The lances used in tournaments may look magnificent, but they are actually constructed with hollow cores, similar to those wielded by winged hussars. This design ensures a solid feel while maintaining excellent balance and weight distribution.	0
2595001	59	0	5	5	2595001	2595001	0	0	0	0	Skyradiance	5★ Lance: Skyradiance	Based on its performance, the weight and energy conductivity have been significantly modified. While a skilled wielder can find their balance, the lance's sheer heft is an inescapable burden. True mastery of this weapon demands extensive real-world experience.	0
2596001	59	0	6	6	2596001	2596001	0	0	0	0	Empyrean Wrath	6★ Lance: Empyrean Wrath	Tempered through countless fierce battles, this ultimate lance enables a mighty leap. At its apex, the lance shifts its stance, allowing the wielder to channel the full weight into a devastating plunging attack.	0
2604001	60	0	4	4	2604001	2604001	0	0	0	0	Lotus Wheel MW-03 Prototype	4★ Lotus Wheel MW-03 Prototype	Built from Liv's new frame, the Empyrea frame's scepter was turned into a floating core, and controllable blades were added around it. The Engineering Force named this prototype weapon the Spinning Blade.	0
2605001	60	0	5	5	2605001	2605001	0	0	0	0	Cyan Blossom	5★ Lotus Wheel: Cyan Blossom	This perfected Spinning Blade system strengthens the link between the core and its wielder. Its blades are now lighter than ever, allowing smoother transitions between long-range attacks and close- to mid-range slashes.	0
2606001	60	0	6	6	2606001	2606001	0	0	0	0	Ripples of the Aloft Sea	6★ Lotus Wheel Wheel: Ripples of the Aloft Sea	A lotus in the air, an ocean within the lotus, and ripples upon the sea... Countless thoughts break and drift within the deep water mirror, gathered in a girl's palms as she guides them into a gentle dance.	0
2614001	61	0	4	4	2614001	2614001	0	0	0	0	Lunar Stride	4★ Digital Warboots: Lunar Stride	Pale soil, white-suited astronauts, footprints on the moon. We choose to go to the moon, not because it's easy, but because it's hard.	0
2615001	61	0	5	5	2615001	2615001	0	0	0	0	Skybound Beats	5★ Digital Warboots: Skybound Beats	Sequin lights, buzzing arcades, clinking game tokens. Mechanical plushies, red-and-white joysticks, blue-black secrets. Floating fairy tales, pulsing electronica, a girl wandering after the electronic festival ends.	0
2616001	61	0	6	6	2616001	2616001	0	0	0	0	Neon Wayfarer	6★ Digital Warboots: Neon Wayfarer	Transparent controllers, rattling sugar bowls, puffy pink bubble gum. Jet shoes soaring through red-blue forest skyscrapers. Tonight's broadcast: Seventh Avenue's finest. Welcome to Brownie Late Night Radio.	0
2624001	62	0	4	4	2624001	2624001	0	0	0	0	Aftershock Halberd	4★ Radiant Halberd: Aftershock Halberd	This was an early mechanical halberd fitted with a small energy core. When it struck, mechanical resonance caused an aftershock effect, making it suitable for mid- to close-range charges and suppression. However, very few users could handle it properly, so only a small number of prototypes were preserved.	0
2625001	62	0	5	5	2625001	2625001	0	0	0	0	Mirage Halberd	5★ Radiant Halberd: Mirage Halberd	Humanoid compatibility was completely abandoned. Power output was greatly increased, resulting in intense energy fluctuations. Because the load far exceeds standard weapon limits, most Construct M.I.N.D.s cannot withstand it. Only a handful of exceptional Constructs can wield it safely.	0
2626001	62	0	6	6	2626001	2626001	0	0	0	0	Mirage Halberd: Amalga	6★ Radiant Halberd: Mirage Halberd: Amalga	This is a tactical-grade weapon designed specifically for Malkuth. It was heavily modified from a Mirage-type base to fully match the frame's performance. The weapon itself can serve as a core anchor for an Amalgamation array, linking energy pathways with bionic whales and other mechanical units to stabilize Amalgamation within the area.	0
2634001	63	0	4	4	2634001	2634001	0	0	0	0	Grief's End	4★ Judgment Scythe: Grief's End	The design was inspired by the mythic weapon of Death, with raven-like transformations worked into its build. Right up until the prototype stage, crafting this scythe blade was seen as impossible.	0
2635001	63	0	5	5	2635001	2635001	0	0	0	0	Death's Plume	5★ Judgment Scythe: Death's Plume	To push combat performance to the limit, the algorithm team tried feeding battle data back into the scythe's control core—Morigan. The result was effective... and terrifying.	0
2636001	63	0	6	6	2636001	2636001	0	0	0	0	Obituary for Yesterday	6★ Judgment Scythe: Obituary for Yesterday	A blade forged from darkness and starlight. It moves like it was made by the gods—feathers grow exactly where they should, and the alloy frame fits like a living spine. Hold it tight, and you'll feel your heart tremble.	0
2644001	64	0	4	4	2644001	2644001	0	0	0	0	Folded Edge	4★ Kinetic Greatsword: Folded Edge	The retractable blade is made from a new alloy, reinforced to keep up with the higher output of the new frame. And maybe because of that, when the inner blade slides all the way down the track and locks into place, it makes a clean metallic click that is oddly satisfying.	0
2645001	64	0	5	5	2645001	2645001	0	0	0	0	Ray Slasher	5★ Kinetic Greatsword: Ray Slasher	To make a blade this big easier to handle, the balance was reworked during development. More of the weight was shifted into the extendable section, so the user could use momentum to carry the swing. That was the idea, anyway. For Kamui, it does not seem to make much difference.	0
2646001	64	0	6	6	2646001	2646001	0	0	0	0	Solar Flare	6★ Kinetic Greatsword: Solar Flare	With each swing, the flames trail just behind the blade. After the strike, all that remains is a clean cut and a few sparks drifting to the ground, flickering as they fade. Their glow is so faint and slow it almost feels alive, like the last flicker of life in fresh blood. One beat, then another.	0
2654001	65	0	4	4	2654001	2654001	0	0	0	0	Ratchet Blade AX-01 Prototype	4★ Cylinder Katana Ratchet Blade AX-01 Prototype	An experimental weapon derived from early attempts to miniaturize and embed an energy engine directly within the sword hilt. A ratchet firing mechanism integrated at the guard facilitates multi-stage output cycling. Upon blade draw, the engine engages, imparting a transient kinetic surge that drives the blade instantaneously into a high-frequency vibration cutting state. In principle, this configuration markedly enhances cutting throughput and bolsters close-range suppressive capability.	0
2655001	65	0	5	5	2655001	2655001	0	0	0	0	BX-02M Fellfrost	5★ Cylinder Katana BX-02M Fellfrost	Completely reconstructing the energy drive architecture upon the prototype foundation, this iteration eliminates redundant limiting modules, permitting the blade to sustain a state of ultra-high frequency oscillation. In its wake, the surrounding air distorts violently, generating cascading shockwaves within fractions of a second. The output load consistently exceeds the standard tolerance thresholds of conventional Construct frames. As energy feedback signals are channeled directly into the wielder's M.I.N.D., insufficient neural synchronization will precipitate severe sensory overload and movement destabilization. Stable operation is consequently restricted to a select cohort of high-sync individuals.	0
2656001	65	0	6	6	2656001	2656001	0	0	0	0	Lightless Dusk	6★ Cylinder Katana Lightless Dusk	A tactical-grade armament custom-made by Alpha. The weapon incorporates an integrated adaptive energy modulation system that analyzes the wielder's consciousness signals in real time, dynamically adjusting output frequency to sustain the blade at optimal cutting efficacy. The cylinder structure no longer functions as a physical limiter but operates as the central node for energy distribution. The entire assembly forms a closed-loop feedback circuit with its operator, as its operational efficiency derives from the precision of consciousness synchronization rather than the limit of mechanical performance.	0
2664001	66	0	4	4	2664001	2664001	0	0	0	0	Flange	4★ Folding Buzzsaw: Flange	Inspired by the application of flanges in film reels, the family's designer crafted this weapon. Its flange-like structure greatly enhances the load-bearing capacity while maintaining an extremely lightweight chain design.	0
2665001	66	0	5	5	2665001	2665001	0	0	0	0	Base Fog	5★ Folding Buzzsaw: Base Fog	No vibrant vista lasts forever. The bright and colorful memories of the past inevitably fade toward a pale, ashen hue along the wandering journey.	0
2666001	66	0	6	6	2666001	2666001	0	0	0	0	Hear the Bell	6★ Folding Buzzsaw: Hear the Bell	We are all bound to this earth, pieces of a single whole. When the tides wash away the soil, the continent bleeds a part of itself. Every death diminishes me, for I am woven into the fabric of mankind. So never ask for whom the funeral bell rings. It tolls for us all. It is a stark reminder that this world is not our final resting place. We must rise, and journey toward our true home.	0
2980201	2	0	4	4	2013001	100	0	0	0	0	Sariel	Display weapon - Sariel		0
2980202	2	0	4	4	2013001	100	0	0	0	0	Lupercalia	Display weapon - Lupercalia		0
2981101	11	0	4	4	2013001	100	0	0	0	0	Gungnir	Display Gungnir		0
2981102	11	0	4	4	2013001	100	0	0	0	0	Howling Crown	Display weapon - Howling Crown		0
2982001	2	0	4	4	2013001	100	0	0	0	0	Crimson Birch	Display weapon Crimson Birch		0
2981301	13	0	4	4	2013001	100	0	0	0	0	Starry Clouds	Display weapon - Starry Clouds		0
2981401	14	0	4	4	2013001	100	0	0	0	0	Baji	Display weapon Baji		0
2980301	3	0	4	4	2013001	100	0	0	0	0	Lux weapon costume	Wedding dress weapon		0
2980401	4	0	4	4	2013001	100	0	0	0	0	Bianca weapon costume	Wedding dress weapon		0
2981701	17	0	4	4	2013001	100	0	0	0	0	Luna weapon costume	Corrosive amplifier		0
2984001	2	0	4	4	2013001	100	0	0	0	0	Benizakura	FPS Weapon		0
2984002	2	0	4	4	2013001	100	0	0	0	0	Iris	FPS Weapon		0
2984003	2	0	4	4	2013001	100	0	0	0	0	Wolf Fang	FPS Weapon		0
2991001	99	0	1	1	2991001	10000	0	0	0	0	Weapon Enhancer	1★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
2992001	99	0	2	2	2992001	11000	0	0	0	0	Weapon Enhancer	2★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
2993001	99	0	3	3	2993001	12000	0	0	0	0	Weapon Enhancer	3★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
2994001	99	0	4	4	2994001	13000	0	0	0	0	Weapon Enhancer	4★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
3911001	99	1	1	1	0	1000106	0	0	1901	1	Memory Enhancer	1★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3912001	99	1	2	2	0	1000206	0	0	1902	1	Memory Enhancer	2★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3913001	99	1	3	3	0	1000306	0	0	1903	1	Memory Enhancer	3★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3914001	99	1	4	4	0	1000406	0	0	1904	1	Memory Enhancer	4★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3915001	99	1	5	5	0	1000506	0	0	1905	1	Memory Enhancer	5★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3916001	99	1	6	6	0	1000606	0	0	1906	1	Memory Enhancer	6★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3921001	99	2	1	1	0	1000105	0	0	1901	1	Memory Enhancer	1★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3922001	99	2	2	2	0	1000205	0	0	1902	1	Memory Enhancer	2★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3923001	99	2	3	3	0	1000305	0	0	1903	1	Memory Enhancer	3★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3924001	99	2	4	4	0	1000405	0	0	1904	1	Memory Enhancer	4★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3925001	99	2	5	5	0	1000505	0	0	1905	1	Memory Enhancer	5★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3926001	99	2	6	6	0	1000605	0	0	1906	1	Memory Enhancer	6★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3931001	99	3	1	1	0	1000104	0	0	1901	1	Memory Enhancer	1★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3932001	99	3	2	2	0	1000204	0	0	1902	1	Memory Enhancer	2★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3933001	99	3	3	3	0	1000304	0	0	1903	1	Memory Enhancer	3★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3934001	99	3	4	4	0	1000404	0	0	1904	1	Memory Enhancer	4★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3935001	99	3	5	5	0	1000504	0	0	1905	1	Memory Enhancer	5★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3936001	99	3	6	6	0	1000604	0	0	1906	1	Memory Enhancer	6★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3941001	99	4	1	1	0	1000103	0	0	1901	1	Memory Enhancer	1★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3942001	99	4	2	2	0	1000203	0	0	1902	1	Memory Enhancer	2★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3943001	99	4	3	3	0	1000303	0	0	1903	1	Memory Enhancer	3★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3944001	99	4	4	4	0	1000403	0	0	1904	1	Memory Enhancer	4★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3945001	99	4	5	5	0	1000503	0	0	1905	1	Memory Enhancer	5★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3946001	99	4	6	6	0	1000603	0	0	1906	1	Memory Enhancer	6★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3951001	99	5	1	1	0	1000102	0	0	1901	1	Memory Enhancer	1★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3952001	99	5	2	2	0	1000202	0	0	1902	1	Memory Enhancer	2★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3953001	99	5	3	3	0	1000302	0	0	1903	1	Memory Enhancer	3★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3954001	99	5	4	4	0	1000402	0	0	1904	1	Memory Enhancer	4★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3955001	99	5	5	5	0	1000502	0	0	1905	1	Memory Enhancer	5★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3956001	99	5	6	6	0	1000602	0	0	1906	1	Memory Enhancer	6★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3961001	99	6	1	1	0	1000101	0	0	1901	1	Memory Enhancer	1★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3962001	99	6	2	2	0	1000201	0	0	1902	1	Memory Enhancer	2★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3963001	99	6	3	3	0	1000301	0	0	1903	1	Memory Enhancer	3★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3964001	99	6	4	4	0	1000401	0	0	1904	1	Memory Enhancer	4★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3965001	99	6	5	5	0	1000501	0	0	1905	1	Memory Enhancer	5★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3966001	99	6	6	6	0	1000601	0	0	1906	1	Memory Enhancer	6★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3012001	0	1	2	2	0	1201006	0	0	1201	1	Merli	2★ Memory Merli Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's ATK.	0
3013001	0	1	3	3	0	1301006	0	0	1301	1	Pinoff	3★ Memory Pinoff Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Melee ATK.	0
3013002	0	1	3	3	0	1304006	0	0	1304	1	Pavrey	3★ Memory Pavrey Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ranged ATK.	0
3014001	0	1	4	4	0	1401006	0	0	1401	1	Archimedes	4★ Memory Archimedes Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Physical DMG.	0
3014002	0	1	4	4	0	1404006	0	0	1404	1	Edison	4★ Memory Edison Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's damage of its element.	0
3014003	0	1	4	4	0	1407006	0	0	1407	1	Alice	4★ Memory Alice Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing stats.	0
3014004	0	1	4	4	0	1410006	0	0	1410	1	Cunningham	4★ Memory Cunningham Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict a Physical Buff on a wounded Omniframe.	0
3014005	0	1	4	4	0	1413006	1	0	1413	1	Cottie	4★ Memory Kuriko - Eternal Grid 1	Memory Chip of one who was once a fairy tale author. Can summon a robot when equipped.	0
3015001	0	1	5	5	0	1501006	0	0	1501	1	Carrielynn	5★ Memory Carrielynn Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3015002	0	1	5	5	0	1502006	0	0	1502	1	Aife	5★ Memory Aife Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3015003	0	1	5	5	0	1503006	0	0	1503	1	Ike	5★ Memory Ike Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3015004	0	1	5	5	0	1504006	0	0	1504	1	Voltaire	5★ Memory Voltaire Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3015005	0	1	5	5	0	1505006	0	0	1505	1	Gloria	5★ Memory Gloria Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3015006	0	1	5	5	0	1506006	0	0	1506	1	Richelieu	5★ Memory Richelieu Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3015007	0	1	5	5	0	1507006	0	0	1507	1	Samantha	5★ Memory Samantha Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3015008	0	1	5	5	0	1508006	0	0	1508	1	Mozart	5★ Memory Mozart Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3015050	0	1	5	5	0	1550006	1	0	1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 1	Liv's Christmas outfit.	0
3016001	0	1	6	6	0	1601006	0	0	1601	1	Condelina	6★ Memory Condelina Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3016002	0	1	6	6	0	1602006	0	0	1602	1	Shakespeare	6★ Memory Shakespeare Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3016003	0	1	6	6	0	1603006	0	0	1603	1	Heisen	6★ Memory Heisen Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3016004	0	1	6	6	0	1604006	0	0	1604	1	Darwin	6★ Memory Darwin Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3016005	0	1	6	6	0	1605006	0	0	1605	1	Hanna	6★ Memory Hanna Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
