Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ConditionId	ResId
1185	3016008	3	40	30160083	30160083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016008
1186	3016008	4	45	30160084	30160084	15280	605	0	0									0	3016008
1187	3016009	0	25	30160090	30160090	700	601	1	10000	40104	4							5000	3016009
1188	3016009	1	30	30160091	30160091	2360	602	1	20000	40100	4	40104	4					5000	3016009
1189	3016009	2	35	30160092	30160092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016009
1190	3016009	3	40	30160093	30160093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016009
1191	3016009	4	45	30160094	30160094	15280	605	0	0									0	3016009
1192	3016010	0	25	30160100	30160100	700	601	1	10000	40104	4							5000	3016010
1193	3016010	1	30	30160101	30160101	2360	602	1	20000	40100	4	40104	4					5000	3016010
1194	3016010	2	35	30160102	30160102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016010
1195	3016010	3	40	30160103	30160103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016010
1196	3016010	4	45	30160104	30160104	15280	605	0	0									0	3016010
1197	3016011	0	25	30160110	30160110	700	601	1	10000	40104	4							5000	3016011
1198	3016011	1	30	30160111	30160111	2360	602	1	20000	40100	4	40104	4					5000	3016011
1199	3016011	2	35	30160112	30160112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016011
1200	3016011	3	40	30160113	30160113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016011
1201	3016011	4	45	30160114	30160114	15280	605	0	0									0	3016011
1202	3016012	0	25	30160120	30160120	700	601	1	10000	40104	4							5000	3016012
1203	3016012	1	30	30160121	30160121	2360	602	1	20000	40100	4	40104	4					5000	3016012
1204	3016012	2	35	30160122	30160122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016012
1205	3016012	3	40	30160123	30160123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016012
1206	3016012	4	45	30160124	30160124	15280	605	0	0									0	3016012
1207	3022001	0	10	30220010	30220010	50	301	0	0									0	3022001
1208	3023001	0	15	30230010	30230010	100	301	1	4000	40104	1							5000	3023001
1209	3023001	1	20	30230011	30230011	370	302	1	8000	40100	1	40104	1					5000	3023001
1210	3023001	2	25	30230012	30230012	1020	303	0	0									0	3023001
1211	3023002	0	15	30230020	30230020	100	301	1	4000	40104	1							5000	3023002
1212	3023002	1	20	30230021	30230021	370	302	1	8000	40100	1	40104	1					5000	3023002
1213	3023002	2	25	30230022	30230022	1020	303	0	0									0	3023002
1214	3024001	0	20	30240010	30240010	300	401	1	6000	40104	2							5000	3024001
1215	3024001	1	25	30240011	30240011	760	402	1	12000	40100	2	40104	2					5000	3024001
1216	3024001	2	30	30240012	30240012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024001
1217	3024001	3	35	30240013	30240013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024001
1218	3024002	0	20	30240020	30240020	300	401	1	6000	40104	2							5000	3024002
1219	3024002	1	25	30240021	30240021	760	402	1	12000	40100	2	40104	2					5000	3024002
1220	3024002	2	30	30240022	30240022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024002
1221	3024002	3	35	30240023	30240023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024002
1222	3024003	0	20	30240030	30240030	300	401	1	6000	40104	2							5000	3024003
1223	3024003	1	25	30240031	30240031	760	402	1	12000	40100	2	40104	2					5000	3024003
1224	3024003	2	30	30240032	30240032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024003
1225	3024003	3	35	30240033	30240033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024003
1226	3024004	0	20	30240040	30240040	300	401	1	6000	40104	2							5000	3024004
1227	3024004	1	25	30240041	30240041	760	402	1	12000	40100	2	40104	2					5000	3024004
1228	3024004	2	30	30240042	30240042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024004
1229	3024004	3	35	30240043	30240043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024004
1230	3024006	0	20	30240060	30240060	300	401	1	6000	40104	2							5000	3024006
1231	3024006	1	25	30240061	30240061	760	402	1	12000	40100	2	40104	2					5000	3024006
1232	3024006	2	30	30240062	30240062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024006
1233	3024006	3	35	30240063	30240063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024006
1234	3025001	0	25	30250010	30250010	500	501	1	8000	40104	3							5000	3025001
1235	3025001	1	30	30250011	30250011	1680	502	1	16000	40100	3	40104	3					5000	3025001
1236	3025001	2	35	30250012	30250012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025001
1237	3025001	3	40	30250013	30250013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025001
1238	3025001	4	45	30250014	30250014	11050	505	0	0									0	3025001
1239	3025002	0	25	30250020	30250020	500	501	1	8000	40104	3							5000	3025002
1240	3025002	1	30	30250021	30250021	1680	502	1	16000	40100	3	40104	3					5000	3025002
1241	3025002	2	35	30250022	30250022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025002
1242	3025002	3	40	30250023	30250023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025002
1243	3025002	4	45	30250024	30250024	11050	505	0	0									0	3025002
1244	3025003	0	25	30250030	30250030	500	501	1	8000	40104	3							5000	3025003
1245	3025003	1	30	30250031	30250031	1680	502	1	16000	40100	3	40104	3					5000	3025003
1246	3025003	2	35	30250032	30250032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025003
1247	3025003	3	40	30250033	30250033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025003
1248	3025003	4	45	30250034	30250034	11050	505	0	0									0	3025003
1249	3025004	0	25	30250040	30250040	500	501	1	8000	40104	3							5000	3025004
1250	3025004	1	30	30250041	30250041	1680	502	1	16000	40100	3	40104	3					5000	3025004
1251	3025004	2	35	30250042	30250042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025004
1252	3025004	3	40	30250043	30250043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025004
1253	3025004	4	45	30250044	30250044	11050	505	0	0									0	3025004
1254	3025005	0	25	30250050	30250050	500	501	1	8000	40104	3							5000	3025005
1255	3025005	1	30	30250051	30250051	1680	502	1	16000	40100	3	40104	3					5000	3025005
1256	3025005	2	35	30250052	30250052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025005
1257	3025005	3	40	30250053	30250053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025005
1258	3025005	4	45	30250054	30250054	11050	505	0	0									0	3025005
1259	3025006	0	25	30250060	30250060	500	501	1	8000	40104	3							5000	3025006
1260	3025006	1	30	30250061	30250061	1680	502	1	16000	40100	3	40104	3					5000	3025006
1261	3025006	2	35	30250062	30250062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025006
1262	3025006	3	40	30250063	30250063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025006
1263	3025006	4	45	30250064	30250064	11050	505	0	0									0	3025006
1264	3025007	0	25	30250070	30250070	500	501	1	8000	40104	3							5000	3025007
1265	3025007	1	30	30250071	30250071	1680	502	1	16000	40100	3	40104	3					5000	3025007
1266	3025007	2	35	30250072	30250072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025007
1267	3025007	3	40	30250073	30250073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025007
1268	3025007	4	45	30250074	30250074	11050	505	0	0									0	3025007
1269	3025008	0	25	30250080	30250080	500	501	1	8000	40104	3							5000	3025008
1270	3025008	1	30	30250081	30250081	1680	502	1	16000	40100	3	40104	3					5000	3025008
1271	3025008	2	35	30250082	30250082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025008
1272	3025008	3	40	30250083	30250083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025008
1273	3025008	4	45	30250084	30250084	11050	505	0	0									0	3025008
1274	3025009	0	25	30250090	30250090	500	501	1	8000	40104	3							5000	3025009
1275	3025009	1	30	30250091	30250091	1680	502	1	16000	40100	3	40104	3					5000	3025009
1276	3025009	2	35	30250092	30250092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025009
1277	3025009	3	40	30250093	30250093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025009
1278	3025009	4	45	30250094	30250094	11050	505	0	0									0	3025009
1279	3026001	0	25	30260010	30260010	700	601	1	10000	40104	4							5000	3026001
1280	3026001	1	30	30260011	30260011	2360	602	1	20000	40100	4	40104	4					5000	3026001
1281	3026001	2	35	30260012	30260012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026001
1282	3026001	3	40	30260013	30260013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026001
1283	3026001	4	45	30260014	30260014	15280	605	0	0									0	3026001
1284	3026002	0	25	30260020	30260020	700	601	1	10000	40104	4							5000	3026002
1285	3026002	1	30	30260021	30260021	2360	602	1	20000	40100	4	40104	4					5000	3026002
1286	3026002	2	35	30260022	30260022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026002
1287	3026002	3	40	30260023	30260023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026002
1288	3026002	4	45	30260024	30260024	15280	605	0	0									0	3026002
1289	3026003	0	25	30260030	30260030	700	601	1	10000	40104	4							5000	3026003
1290	3026003	1	30	30260031	30260031	2360	602	1	20000	40100	4	40104	4					5000	3026003
1291	3026003	2	35	30260032	30260032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026003
1292	3026003	3	40	30260033	30260033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026003
1293	3026003	4	45	30260034	30260034	15280	605	0	0									0	3026003
1294	3026004	0	25	30260040	30260040	700	601	1	10000	40104	4							5000	3026004
1295	3026004	1	30	30260041	30260041	2360	602	1	20000	40100	4	40104	4					5000	3026004
1296	3026004	2	35	30260042	30260042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026004
1297	3026004	3	40	30260043	30260043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026004
1298	3026004	4	45	30260044	30260044	15280	605	0	0									0	3026004
1299	3026005	0	25	30260050	30260050	700	601	1	10000	40104	4							5000	3026005
1300	3026005	1	30	30260051	30260051	2360	602	1	20000	40100	4	40104	4					5000	3026005
1301	3026005	2	35	30260052	30260052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026005
1302	3026005	3	40	30260053	30260053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026005
1303	3026005	4	45	30260054	30260054	15280	605	0	0									0	3026005
1304	3026006	0	25	30260060	30260060	700	601	1	10000	40104	4							5000	3026006
1305	3026006	1	30	30260061	30260061	2360	602	1	20000	40100	4	40104	4					5000	3026006
1306	3026006	2	35	30260062	30260062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026006
1307	3026006	3	40	30260063	30260063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026006
1308	3026006	4	45	30260064	30260064	15280	605	0	0									0	3026006
1309	3026007	0	25	30260070	30260070	700	601	1	10000	40104	4							5000	3026007
1310	3026007	1	30	30260071	30260071	2360	602	1	20000	40100	4	40104	4					5000	3026007
1311	3026007	2	35	30260072	30260072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026007
1312	3026007	3	40	30260073	30260073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026007
1313	3026007	4	45	30260074	30260074	15280	605	0	0									0	3026007
1314	3026008	0	25	30260080	30260080	700	601	1	10000	40104	4							5000	3026008
1315	3026008	1	30	30260081	30260081	2360	602	1	20000	40100	4	40104	4					5000	3026008
1316	3026008	2	35	30260082	30260082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026008
1317	3026008	3	40	30260083	30260083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026008
1318	3026008	4	45	30260084	30260084	15280	605	0	0									0	3026008
1319	3026009	0	25	30260090	30260090	700	601	1	10000	40104	4							5000	3026009
1320	3026009	1	30	30260091	30260091	2360	602	1	20000	40100	4	40104	4					5000	3026009
1321	3026009	2	35	30260092	30260092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026009
1322	3026009	3	40	30260093	30260093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026009
1323	3026009	4	45	30260094	30260094	15280	605	0	0									0	3026009
1324	3026010	0	25	30260100	30260100	700	601	1	10000	40104	4							5000	3026010
1325	3026010	1	30	30260101	30260101	2360	602	1	20000	40100	4	40104	4					5000	3026010
1326	3026010	2	35	30260102	30260102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026010
1327	3026010	3	40	30260103	30260103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026010
1328	3026010	4	45	30260104	30260104	15280	605	0	0									0	3026010
1329	3026011	0	25	30260110	30260110	700	601	1	10000	40104	4							5000	3026011
1330	3026011	1	30	30260111	30260111	2360	602	1	20000	40100	4	40104	4					5000	3026011
1331	3026011	2	35	30260112	30260112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026011
1332	3026011	3	40	30260113	30260113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026011
1333	3026011	4	45	30260114	30260114	15280	605	0	0									0	3026011
1334	3026012	0	25	30260120	30260120	700	601	1	10000	40104	4							5000	3026012
1335	3026012	1	30	30260121	30260121	2360	602	1	20000	40100	4	40104	4					5000	3026012
1336	3026012	2	35	30260122	30260122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026012
1337	3026012	3	40	30260123	30260123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026012
1338	3026012	4	45	30260124	30260124	15280	605	0	0									0	3026012
1339	3032001	0	10	30320010	30320010	50	301	0	0									0	3032001
1340	3033001	0	15	30330010	30330010	100	301	1	4000	40104	1							5000	3033001
1341	3033001	1	20	30330011	30330011	370	302	1	8000	40100	1	40104	1					5000	3033001
1342	3033001	2	25	30330012	30330012	1020	303	0	0									0	3033001
1343	3033002	0	15	30330020	30330020	100	301	1	4000	40104	1							5000	3033002
1344	3033002	1	20	30330021	30330021	370	302	1	8000	40100	1	40104	1					5000	3033002
1345	3033002	2	25	30330022	30330022	1020	303	0	0									0	3033002
1346	3034001	0	20	30340010	30340010	300	401	1	6000	40104	2							5000	3034001
1347	3034001	1	25	30340011	30340011	760	402	1	12000	40100	2	40104	2					5000	3034001
1348	3034001	2	30	30340012	30340012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034001
1349	3034001	3	35	30340013	30340013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034001
1350	3034002	0	20	30340020	30340020	300	401	1	6000	40104	2							5000	3034002
1351	3034002	1	25	30340021	30340021	760	402	1	12000	40100	2	40104	2					5000	3034002
1352	3034002	2	30	30340022	30340022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034002
1353	3034002	3	35	30340023	30340023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034002
1354	3034003	0	20	30340030	30340030	300	401	1	6000	40104	2							5000	3034003
1355	3034003	1	25	30340031	30340031	760	402	1	12000	40100	2	40104	2					5000	3034003
1356	3034003	2	30	30340032	30340032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034003
1357	3034003	3	35	30340033	30340033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034003
1358	3034004	0	20	30340040	30340040	300	401	1	6000	40104	2							5000	3034004
1359	3034004	1	25	30340041	30340041	760	402	1	12000	40100	2	40104	2					5000	3034004
1360	3034004	2	30	30340042	30340042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034004
1361	3034004	3	35	30340043	30340043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034004
1362	3034006	0	20	30340060	30340060	300	401	1	6000	40104	2							5000	3034006
1363	3034006	1	25	30340061	30340061	760	402	1	12000	40100	2	40104	2					5000	3034006
1364	3034006	2	30	30340062	30340062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3034006
1365	3034006	3	35	30340063	30340063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3034006
1366	3035001	0	25	30350010	30350010	500	501	1	8000	40104	3							5000	3035001
1367	3035001	1	30	30350011	30350011	1680	502	1	16000	40100	3	40104	3					5000	3035001
1368	3035001	2	35	30350012	30350012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035001
1369	3035001	3	40	30350013	30350013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035001
1370	3035001	4	45	30350014	30350014	11050	505	0	0									0	3035001
1371	3035002	0	25	30350020	30350020	500	501	1	8000	40104	3							5000	3035002
1372	3035002	1	30	30350021	30350021	1680	502	1	16000	40100	3	40104	3					5000	3035002
1373	3035002	2	35	30350022	30350022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035002
1374	3035002	3	40	30350023	30350023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035002
1375	3035002	4	45	30350024	30350024	11050	505	0	0									0	3035002
1376	3035003	0	25	30350030	30350030	500	501	1	8000	40104	3							5000	3035003
1377	3035003	1	30	30350031	30350031	1680	502	1	16000	40100	3	40104	3					5000	3035003
1378	3035003	2	35	30350032	30350032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035003
1379	3035003	3	40	30350033	30350033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035003
1380	3035003	4	45	30350034	30350034	11050	505	0	0									0	3035003
1381	3035004	0	25	30350040	30350040	500	501	1	8000	40104	3							5000	3035004
1382	3035004	1	30	30350041	30350041	1680	502	1	16000	40100	3	40104	3					5000	3035004
1383	3035004	2	35	30350042	30350042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035004
1384	3035004	3	40	30350043	30350043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035004
1385	3035004	4	45	30350044	30350044	11050	505	0	0									0	3035004
1386	3035005	0	25	30350050	30350050	500	501	1	8000	40104	3							5000	3035005
1387	3035005	1	30	30350051	30350051	1680	502	1	16000	40100	3	40104	3					5000	3035005
1388	3035005	2	35	30350052	30350052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035005
1389	3035005	3	40	30350053	30350053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035005
1390	3035005	4	45	30350054	30350054	11050	505	0	0									0	3035005
1391	3035006	0	25	30350060	30350060	500	501	1	8000	40104	3							5000	3035006
1392	3035006	1	30	30350061	30350061	1680	502	1	16000	40100	3	40104	3					5000	3035006
1393	3035006	2	35	30350062	30350062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035006
1394	3035006	3	40	30350063	30350063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035006
1395	3035006	4	45	30350064	30350064	11050	505	0	0									0	3035006
1396	3035007	0	25	30350070	30350070	500	501	1	8000	40104	3							5000	3035007
1397	3035007	1	30	30350071	30350071	1680	502	1	16000	40100	3	40104	3					5000	3035007
1398	3035007	2	35	30350072	30350072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035007
1399	3035007	3	40	30350073	30350073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035007
1400	3035007	4	45	30350074	30350074	11050	505	0	0									0	3035007
1401	3035008	0	25	30350080	30350080	500	501	1	8000	40104	3							5000	3035008
1402	3035008	1	30	30350081	30350081	1680	502	1	16000	40100	3	40104	3					5000	3035008
1403	3035008	2	35	30350082	30350082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035008
1404	3035008	3	40	30350083	30350083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035008
1405	3035008	4	45	30350084	30350084	11050	505	0	0									0	3035008
1406	3035009	0	25	30350090	30350090	500	501	1	8000	40104	3							5000	3035009
1407	3035009	1	30	30350091	30350091	1680	502	1	16000	40100	3	40104	3					5000	3035009
1408	3035009	2	35	30350092	30350092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3035009
1409	3035009	3	40	30350093	30350093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3035009
1410	3035009	4	45	30350094	30350094	11050	505	0	0									0	3035009
1411	3036001	0	25	30360010	30360010	700	601	1	10000	40104	4							5000	3036001
1412	3036001	1	30	30360011	30360011	2360	602	1	20000	40100	4	40104	4					5000	3036001
1413	3036001	2	35	30360012	30360012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036001
1414	3036001	3	40	30360013	30360013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036001
1415	3036001	4	45	30360014	30360014	15280	605	0	0									0	3036001
1416	3036002	0	25	30360020	30360020	700	601	1	10000	40104	4							5000	3036002
1417	3036002	1	30	30360021	30360021	2360	602	1	20000	40100	4	40104	4					5000	3036002
1418	3036002	2	35	30360022	30360022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036002
1419	3036002	3	40	30360023	30360023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036002
1420	3036002	4	45	30360024	30360024	15280	605	0	0									0	3036002
1421	3036003	0	25	30360030	30360030	700	601	1	10000	40104	4							5000	3036003
1422	3036003	1	30	30360031	30360031	2360	602	1	20000	40100	4	40104	4					5000	3036003
1423	3036003	2	35	30360032	30360032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036003
1424	3036003	3	40	30360033	30360033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036003
1425	3036003	4	45	30360034	30360034	15280	605	0	0									0	3036003
1426	3036004	0	25	30360040	30360040	700	601	1	10000	40104	4							5000	3036004
1427	3036004	1	30	30360041	30360041	2360	602	1	20000	40100	4	40104	4					5000	3036004
1428	3036004	2	35	30360042	30360042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036004
1429	3036004	3	40	30360043	30360043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036004
1430	3036004	4	45	30360044	30360044	15280	605	0	0									0	3036004
1431	3036005	0	25	30360050	30360050	700	601	1	10000	40104	4							5000	3036005
1432	3036005	1	30	30360051	30360051	2360	602	1	20000	40100	4	40104	4					5000	3036005
1433	3036005	2	35	30360052	30360052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036005
1434	3036005	3	40	30360053	30360053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036005
1435	3036005	4	45	30360054	30360054	15280	605	0	0									0	3036005
1436	3036006	0	25	30360060	30360060	700	601	1	10000	40104	4							5000	3036006
1437	3036006	1	30	30360061	30360061	2360	602	1	20000	40100	4	40104	4					5000	3036006
1438	3036006	2	35	30360062	30360062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036006
1439	3036006	3	40	30360063	30360063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036006
1440	3036006	4	45	30360064	30360064	15280	605	0	0									0	3036006
1441	3036007	0	25	30360070	30360070	700	601	1	10000	40104	4							5000	3036007
1442	3036007	1	30	30360071	30360071	2360	602	1	20000	40100	4	40104	4					5000	3036007
1443	3036007	2	35	30360072	30360072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036007
1444	3036007	3	40	30360073	30360073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036007
1445	3036007	4	45	30360074	30360074	15280	605	0	0									0	3036007
1446	3036008	0	25	30360080	30360080	700	601	1	10000	40104	4							5000	3036008
1447	3036008	1	30	30360081	30360081	2360	602	1	20000	40100	4	40104	4					5000	3036008
1448	3036008	2	35	30360082	30360082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036008
1449	3036008	3	40	30360083	30360083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036008
1450	3036008	4	45	30360084	30360084	15280	605	0	0									0	3036008
1451	3036009	0	25	30360090	30360090	700	601	1	10000	40104	4							5000	3036009
1452	3036009	1	30	30360091	30360091	2360	602	1	20000	40100	4	40104	4					5000	3036009
1453	3036009	2	35	30360092	30360092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036009
1454	3036009	3	40	30360093	30360093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036009
1455	3036009	4	45	30360094	30360094	15280	605	0	0									0	3036009
1456	3036010	0	25	30360100	30360100	700	601	1	10000	40104	4							5000	3036010
1457	3036010	1	30	30360101	30360101	2360	602	1	20000	40100	4	40104	4					5000	3036010
1458	3036010	2	35	30360102	30360102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036010
1459	3036010	3	40	30360103	30360103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036010
1460	3036010	4	45	30360104	30360104	15280	605	0	0									0	3036010
1461	3036011	0	25	30360110	30360110	700	601	1	10000	40104	4							5000	3036011
1462	3036011	1	30	30360111	30360111	2360	602	1	20000	40100	4	40104	4					5000	3036011
1463	3036011	2	35	30360112	30360112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036011
1464	3036011	3	40	30360113	30360113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036011
1465	3036011	4	45	30360114	30360114	15280	605	0	0									0	3036011
1466	3036012	0	25	30360120	30360120	700	601	1	10000	40104	4							5000	3036012
1467	3036012	1	30	30360121	30360121	2360	602	1	20000	40100	4	40104	4					5000	3036012
1468	3036012	2	35	30360122	30360122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3036012
1469	3036012	3	40	30360123	30360123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3036012
1470	3036012	4	45	30360124	30360124	15280	605	0	0									0	3036012
1471	3042001	0	10	30420010	30420010	50	301	0	0									0	3042001
1472	3043001	0	15	30430010	30430010	100	301	1	4000	40104	1							5000	3043001
1473	3043001	1	20	30430011	30430011	370	302	1	8000	40100	1	40104	1					5000	3043001
1474	3043001	2	25	30430012	30430012	1020	303	0	0									0	3043001
1475	3043002	0	15	30430020	30430020	100	301	1	4000	40104	1							5000	3043002
1476	3043002	1	20	30430021	30430021	370	302	1	8000	40100	1	40104	1					5000	3043002
1477	3043002	2	25	30430022	30430022	1020	303	0	0									0	3043002
1478	3044001	0	20	30440010	30440010	300	401	1	6000	40104	2							5000	3044001
1479	3044001	1	25	30440011	30440011	760	402	1	12000	40100	2	40104	2					5000	3044001
1480	3044001	2	30	30440012	30440012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3044001
1481	3044001	3	35	30440013	30440013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3044001
1482	3044002	0	20	30440020	30440020	300	401	1	6000	40104	2							5000	3044002
1483	3044002	1	25	30440021	30440021	760	402	1	12000	40100	2	40104	2					5000	3044002
